player_name,observation_weight,season_count,unweighted_average_hra,weighted_average_hra
Marc Wilson,51,6,0.15327532679738573,0.24137254901960814
Tom Huddlestone,55,6,0.07592757936507954,0.24327272727272764
John Terry,85,7,0.17021965628356583,0.24341176470588208
Jason Puncheon,57,5,0.21059523809523792,0.24456140350877167
Jamie Vardy,105,9,0.25800855897914715,0.24476190476190463
Joelinton,43,4,0.2793648018648016,0.24627906976744152
Steve Cook,69,5,0.2618503611971102,0.24652173913043446
Lee Cattermole,40,7,0.20303174603174629,0.24675000000000008
James Milner,82,13,0.36977752639517336,0.24731707317073154
Scott Parker,41,4,0.23876136363636347,0.24731707317073154
Richard Dunne,44,4,0.32463392857142837,0.24750000000000003
Mike Williamson,40,5,0.3366458430458431,0.24775000000000008
Paul Pogba,46,6,0.1740277777777779,0.2513043478260869
Ashley Young,81,10,0.04619999999999999,0.25382716049382686
Daniel Agger,32,5,0.347970238095238,0.25593749999999965
Aleksandar Mitrovic,34,4,-0.04698412698412735,0.25676470588235256
Demarai Gray,33,5,0.21040000000000045,0.25727272727272793
Jefferson Lerma,42,3,0.2116666666666666,0.2578571428571427
Alexandre Song,42,5,0.05612857142857166,0.25833333333333364
Eric Dier,98,9,0.23972834418667752,0.25867346938775515
Theo Walcott,46,9,0.33392592592592607,0.26173913043478303
Danny Murphy,39,3,0.2540370370370371,0.26435897435897443
Lucas Leiva,47,7,0.3060805860805859,0.2646808510638294
Jarrod Bowen,43,3,0.2252893642305406,0.26534883720930214
Adam Lallana,55,7,0.20826133786848114,0.2663636363636364
Glenn Whelan,79,8,0.2788434829059827,0.2667088607594934
Marc Albrighton,59,11,0.5997575757575757,0.2672881355932203
Liam Ridgewell,53,4,0.2751117265087854,0.26735849056603783
Adam Johnson,40,5,0.44263149350649317,0.26874999999999954
Christophe Berra,37,3,0.2685677655677653,0.26918918918918894
Robert Green,55,4,-0.34148090815273435,0.2703636363636367
Jonas Gutierrez,49,3,0.26531018518518484,0.2704081632653058
Sebastien Bassong,42,4,0.3002800324675323,0.2735714285714284
Jose Holebas,37,4,0.30297916666666636,0.2751351351351349
Diego Costa,37,4,0.33274553571428545,0.27756756756756734
Mark Noble,117,11,0.23920004065578224,0.27837606837606843
Gael Givet,32,3,0.29353571428571507,0.2796875000000008
Martin Skrtel,75,7,0.2302829342263221,0.2804
Kieran Richardson,41,6,0.29309469696969687,0.2809756097560976
Jan Vertonghen,92,8,0.28136551704014967,0.2809782608695654
Stewart Downing,75,7,0.3286025778732547,0.2810666666666665
Jordan Henderson,123,14,0.21645294860368391,0.28130081300813004
Juan Mata,66,8,0.4402987325174824,0.2822727272727272
Russell Martin,44,4,0.2827272727272734,0.2827272727272734
Ruben Neves,73,5,0.2724379228614522,0.2831506849315068
Stiliyan Petrov,32,3,0.4084259259259258,0.2834374999999999
Kevin Davies,42,3,0.11563937621832417,0.28357142857142903
Philippe Coutinho,43,6,-0.08147985347985394,0.28418604651162716
Fabinho,43,5,0.3616333333333337,0.2848837209302329
Dusan Tadic,42,4,0.2876031746031744,0.28666666666666657
Son Heung-Min,82,8,0.3014190155228757,0.2936585365853657
Marouane Fellaini,42,8,0.1426041666666663,0.29476190476190434
Ryan Fraser,33,6,0.055937500000000195,0.29545454545454547
Bernardo Silva,52,6,0.44075396825396823,0.29730769230769216
Hector Bellerin,52,7,0.34843137254901946,0.2992307692307693
Jack Grealish,34,4,0.1810490196078436,0.30117647058823577
Leander Dendoncker,34,4,0.4785119047619046,0.30264705882352905
Craig Gardner,40,5,0.36630244755244784,0.3030000000000002
Paul Robinson,71,3,0.3435338235294118,0.30323943661971847
Moussa Sissoko,92,8,0.2503542687908499,0.3050000000000001
Luke Ayling,31,3,0.39171052631578984,0.30580645161290365
Christian Fuchs,35,4,0.18533199643493797,0.31142857142857205
Jonathan Walters,72,7,0.2897907268170429,0.31180555555555595
Steven Pienaar,35,5,0.45454166666666646,0.3139999999999998
Chris Brunt,68,8,0.2979846230158727,0.3152941176470585
Wayne Rooney,91,9,0.2206684303350969,0.31637362637362626
Jack Colback,58,5,0.289140811965812,0.316896551724138
Victor Moses,42,5,0.5190820473644001,0.3171428571428568
Maximilian Kilman,30,3,0.4068181818181816,0.3179999999999999
Aaron Lennon,46,8,0.2833333333333334,0.31891304347826105
Eden Hazard,94,7,0.252688687915358,0.321170212765958
Hugo Rodallega,39,5,0.6053333333333333,0.32256410256410206
Santi Cazorla,43,3,0.36271765271765294,0.32325581395348835
Ross Barkley,53,7,0.05051847662141819,0.33000000000000046
Willian,61,9,0.47092817367817347,0.3301639344262294
Raheem Sterling,101,11,0.2845897587261224,0.33059405940594055
Joe Allen,56,7,0.29540476190476195,0.3310714285714285
David Luiz,67,9,0.8462109611521376,0.3329850746268658
Mohamed Salah,92,6,0.30693265993265983,0.3363043478260869
Anthony Martial,42,7,0.3187835497835498,0.34428571428571403
Charlie Adam,40,7,0.5351870748299321,0.34750000000000003
Robert Snodgrass,39,5,0.46943181818181773,0.3494871794871789
Steven Gerrard,57,6,0.34524940745529015,0.3508771929824568
Ramires,39,5,0.28074545454545435,0.3535897435897432
Marko Arnautovic,57,6,0.5326575091575094,0.360526315789474
Darren Bent,33,5,-0.036125730994152394,0.3606060606060599
Aaron Ramsey,41,9,0.4186913580246913,0.3621951219512192
Nathan Dyer,36,5,0.3248493284493289,0.3638888888888894
Yaya Toure,81,7,0.29018223443223434,0.3651851851851853
Matthew Etherington,43,4,0.32538149350649337,0.37279069767441847
Romelu Lukaku,91,8,0.23668049719887949,0.376043956043956
Roger Johnson,46,3,0.2985745614035089,0.3780434782608696
Gael Clichy,58,8,0.41673593073593074,0.3789655172413794
Granit Xhaka,85,7,0.35944096426449346,0.380941176470588
Pierre-Emerick Aubameyang,36,4,0.33323863636363593,0.3824999999999993
Peter Crouch,57,8,0.39304601648351667,0.3847368421052632
Charles N'Zogbia,44,5,0.2896000000000001,0.38727272727272744
Georginio Wijnaldum,84,6,0.39850649704326174,0.39047619047619053
Shane Long,34,9,0.30559876543209846,0.39294117647058796
Aleksandar Kolarov,31,7,0.32448412698412693,0.39354838709677414
Pascal Gross,61,6,0.31864351851851885,0.39360655737704947
Bradley Johnson,37,3,0.3958518518518517,0.39972972972972964
Leandro Trossard,31,3,0.37497619047619085,0.4025806451612903
Luis Suarez,38,3,0.3859047619047618,0.4105263157894735
Frank Lampard,41,6,0.10960648148148139,0.413170731707317
Karl Henry,47,4,0.437886363636363,0.41723404255319085
Luka Modric,34,3,0.44248114630467583,0.4226470588235293
Zat Knight,37,3,0.45316666666666655,0.4389189189189189
Ashley Cole,54,5,0.47182388663967634,0.44240740740740775
Bruno Fernandes,50,3,0.44462962962962954,0.4517999999999999
Kevin Nolan,47,4,0.4095793269230772,0.4600000000000003
Sadio Mane,93,8,0.5297689636752139,0.46397849462365603
Clint Dempsey,47,4,0.3553645833333335,0.4663829787234041
Dirk Kuyt,36,3,0.3742658730158732,0.5013888888888891
Olivier Giroud,40,5,0.33295751633986925,0.503
Joey Barton,35,3,0.5397354497354501,0.5474285714285716
Kevin De Bruyne,69,7,0.5538301782251364,0.561304347826087
Samir Nasri,49,6,0.5593476430976431,0.5748979591836734
Mesut Ozil,57,7,0.6536607142857137,0.5929824561403503
Benoit Assou-Ekotto,38,4,0.6310909090909089,0.6400000000000001
Leroy Fer,31,4,0.8566111111111119,0.716774193548388
