player_name,observation_weight,season_count,unweighted_average_hra,weighted_average_hra
Erik Lamela,17,2,-0.1559722222222226,-0.15117647058823566
Erik Nevland,2,1,0.4099999999999992,0.4099999999999992
Erik Pieters,74,6,0.06687626262626253,0.03445945945945924
Erling Haaland,14,1,0.786428571428571,0.786428571428571
Esteban Cambiasso,9,1,0.4133333333333331,0.4133333333333331
Esteban Granero,5,1,0.2999999999999998,0.2999999999999998
Ethan Ampadu,5,1,0.0980000000000007,0.0980000000000007
Ethan Pinnock,24,2,0.475314685314685,0.47333333333333294
Etienne Capoue,60,5,0.10966810966810969,0.13766666666666674
Eunan O'Kane,1,1,-1.0,-1.0
Ezequiel Schelotto,2,1,0.200000000000001,0.200000000000001
Ezgjan Alioski,11,1,0.5109090909090916,0.5109090909090916
Ezri Konsa,50,4,0.046821969696969834,0.02860000000000024
Fabian Balbuena,7,3,-0.10933333333333284,-0.342857142857142
Fabian Delph,40,7,0.2881632653061228,0.04725000000000036
Fabian Schar,36,5,-0.14800840336134474,-0.006388888888889295
Fabinho,43,5,0.3616333333333337,0.2848837209302329
Fabio,8,2,-0.13733333333333375,0.024999999999999356
Fabio Borini,15,3,0.28535714285714275,0.34999999999999987
Fabio Silva,4,1,0.0875000000000003,0.0875000000000003
Fabrice Muamba,33,3,0.24927579365079355,0.1609090909090909
Fabricio Coloccini,67,6,0.22582917082917087,0.2171641791044775
Federico Fazio,6,1,0.2783333333333333,0.2783333333333333
Federico Fernandez,63,7,0.23595748299319702,0.1990476190476187
Felipe Anderson,20,2,-0.16666666666666652,0.1319999999999999
Fernandinho,80,9,0.03944532627865982,0.10450000000000022
Fernando,11,2,0.2596428571428575,0.225454545454546
Fernando Amorebieta,3,1,0.0200000000000004,0.0200000000000004
Fernando Llorente,11,1,0.4745454545454546,0.4745454545454546
Fernando Torres,26,5,0.29468888888888817,0.22923076923076843
Ferran Torres,3,1,-0.2966666666666659,-0.2966666666666659
Fikayo Tomori,1,1,0.5300000000000002,0.5300000000000002
Filipe Luis,1,1,-0.25,-0.25
Fitz Hall,2,1,0.1150000000000002,0.1150000000000002
Florent Hadergjonaj,7,2,0.40708333333333385,0.4342857142857148
Florent Malouda,24,3,0.7103571428571428,0.7987499999999997
Florian Lejeune,9,1,0.160000000000001,0.160000000000001
Florin Andone,1,1,-0.1799999999999997,-0.1799999999999997
Fraizer Campbell,20,4,0.39678571428571424,0.4009999999999999
Francis Coquelin,14,3,0.13698412698412718,0.11857142857142897
Francisco Sierralta,1,1,0.8999999999999995,0.8999999999999995
Franco Di Santo,13,3,-0.05944444444444457,-0.08999999999999998
Frank Lampard,41,6,0.10960648148148139,0.413170731707317
Frank Onyeka,3,2,0.20999999999999952,0.17666666666666617
Fraser Forster,35,6,-0.28761961722488055,-0.12428571428571433
Fred,28,5,0.21308333333333335,0.14964285714285713
Frederic Guilbert,4,1,0.6524999999999999,0.6524999999999999
Frederic Piquionne,17,2,-0.009285714285713901,-0.02176470588235246
Gabriel Agbonlahor,63,6,0.09196403133903115,0.06952380952380932
Gabriel Jesus,26,5,0.28785714285714337,0.31076923076923124
Gabriel Magalhaes,39,3,-0.3031359649122806,-0.2133333333333333
Gabriel Martinelli,20,2,0.6123333333333338,0.4715000000000007
Gabriel Obertan,2,2,0.375,0.375
Gabriel Paulista,6,2,0.7600000000000007,0.7600000000000007
Gabriel Tamas,7,3,0.2549999999999996,0.09714285714285702
Gael Clichy,58,8,0.41673593073593074,0.3789655172413794
Gael Givet,32,3,0.29353571428571507,0.2796875000000008
Gaetan Bong,12,2,0.25187500000000007,0.19916666666666671
Garath McCleary,3,1,-0.6500000000000004,-0.6500000000000004
Gareth Bale,42,3,0.2136862745098034,0.21476190476190424
Gareth Barry,103,9,0.14994444444444424,0.16601941747572796
Gareth McAuley,82,7,0.2985559954751131,0.20573170731707302
Garry Monk,3,2,0.25499999999999995,0.16333333333333314
Gary Cahill,103,11,-0.04097314628330668,0.054077669902912774
Gary Caldwell,32,4,1.1513014705882352,0.1699999999999999
Gary Hooper,6,1,0.3150000000000004,0.3150000000000004
Gary Medel,15,1,0.3073333333333332,0.3073333333333332
Gary Neville,3,1,0.7300000000000004,0.7300000000000004
Gary O'Neil,9,2,0.3507499999999997,0.3655555555555552
Gary Taylor-Fletcher,13,1,0.0646153846153847,0.0646153846153847
Gaston Ramirez,12,3,0.6060000000000004,0.7975000000000007
Gavin Bazunu,12,1,-0.2233333333333327,-0.2233333333333327
Geoff Cameron,50,6,-0.15739478114478103,0.028000000000000122
George Baldock,33,2,0.21969924812030062,0.24151515151515138
George Boateng,8,1,0.2200000000000006,0.2200000000000006
George Boyd,30,2,0.5098214285714286,0.5066666666666667
George Elokobi,12,2,0.5337142857142855,0.44833333333333286
George Friend,6,1,0.0533333333333336,0.0533333333333336
George McCartney,11,2,0.4982142857142855,0.4445454545454544
Georginio Wijnaldum,84,6,0.39850649704326174,0.39047619047619053
Geovanni,1,1,1.7299999999999995,1.7299999999999995
Gerard Deulofeu,17,3,-0.1730687830687823,0.09705882352941267
Gerhard Tremmel,1,1,-1.1899999999999995,-1.1899999999999995
Gervinho,6,2,0.48999999999999977,0.6566666666666662
Giorgos Karagounis,4,1,-0.1899999999999995,-0.1899999999999995
Giovani Lo Celso,3,2,0.6599999999999997,0.6499999999999995
Glen Johnson,64,8,0.2786739665563193,0.23515624999999984
Glenn Murray,23,3,-0.019537037037037425,0.14391304347826048
Glenn Whelan,79,8,0.2788434829059827,0.2667088607594934
Gonzalo Jara,6,1,0.4266666666666667,0.4266666666666667
Goran Popov,2,1,0.7400000000000002,0.7400000000000002
Grady Diangana,2,2,0.10000000000000056,0.10000000000000056
Graham Alexander,14,1,0.5392857142857137,0.5392857142857137
Graham Dorrans,13,5,0.5888666666666669,0.3700000000000005
Granit Xhaka,85,7,0.35944096426449346,0.380941176470588
Grant Hanley,24,3,0.1226587301587309,0.0487500000000007
Grant Holt,17,2,0.11021428571428646,0.11352941176470673
Grant Leadbitter,1,1,-1.37,-1.37
Graziano Pelle,25,2,0.5536904761904764,0.6980000000000001
Gregory Vignal,1,1,0.6699999999999999,0.6699999999999999
Gretar Steinsson,22,3,0.23184523809523794,0.21954545454545443
Grzegorz Krychowiak,7,1,0.2757142857142858,0.2757142857142858
Guillermo Franco,4,1,-0.3850000000000007,-0.3850000000000007
Guy Demel,21,2,0.30583333333333407,0.3080952380952388
Gylfi Sigurdsson,92,9,0.3107276967767163,0.216304347826087
Hakim Ziyech,4,2,0.0,-0.29000000000000004
Hal Robson-Kanu,4,2,0.5333333333333337,0.3400000000000005
Hamed Traore,1,1,-0.4800000000000004,-0.4800000000000004
Hamza Choudhury,5,2,-0.17916666666666717,-0.06800000000000055
Harrison Reed,26,2,-0.2280392156862745,-0.2500000000000001
Harry Arter,29,4,0.3339801587301592,0.2551724137931039
Harry Kane,125,9,0.23300151454343906,0.19671999999999973
Harry Maguire,82,6,0.027105396065922147,0.04329268292682895
Harry Souttar,1,1,0.5299999999999994,0.5299999999999994
Harry Toffolo,2,1,0.3049999999999997,0.3049999999999997
Harry Wilson,8,2,0.6493333333333329,0.6224999999999996
Harry Winks,15,4,-0.03347222222222257,0.11266666666666646
Harvey Barnes,31,4,0.009863553113553344,0.06387096774193578
Harvey Elliott,4,1,1.1825,1.1825
Hassan Yebda,2,1,-0.5649999999999995,-0.5649999999999995
Hassane Kamara,2,1,0.0450000000000008,0.0450000000000008
Hatem Ben Arfa,4,3,0.0466666666666666,0.00249999999999978
Havard Nordtveit,1,1,-1.17,-1.17
Hayden Mullins,3,1,-0.3633333333333324,-0.3633333333333324
Hector Bellerin,52,7,0.34843137254901946,0.2992307692307693
Heidar Helguson,1,1,-0.2400000000000002,-0.2400000000000002
Helder Costa,4,2,-0.2700000000000001,-0.44000000000000017
Hendry Thomas,14,2,0.30750000000000055,0.22500000000000078
Henrikh Mkhitaryan,6,3,0.15749999999999972,0.28999999999999954
Herita Ilunga,1,1,-0.8800000000000008,-0.8800000000000008
Hermann Hreidarsson,5,1,0.5060000000000002,0.5060000000000002
Heurelho Gomes,67,5,-0.10383997055575996,-0.09477611940298512
Hugo Bueno,3,1,0.6100000000000012,0.6100000000000012
Hugo Lloris,156,11,0.11657364947573919,0.10211538461538455
Hugo Rodallega,39,5,0.6053333333333333,0.32256410256410206
Hwang Hee-Chan,8,2,1.064285714285714,0.9024999999999994
Ian Evatt,17,1,0.0588235294117645,0.0588235294117645
Ian Harte,3,1,-0.0666666666666664,-0.0666666666666664
Ibrahim Afellay,6,1,0.3150000000000004,0.3150000000000004
Ibrahima Diallo,4,2,0.8275000000000001,0.8275000000000001
Ibrahima Konate,5,2,0.5041666666666664,0.5059999999999999
Ibrahima Sonko,2,1,0.1249999999999991,0.1249999999999991
Idrissa Gueye,70,5,0.2316263736263735,0.22171428571428564
Ikechi Anya,1,1,0.3200000000000003,0.3200000000000003
Ilkay Gundogan,38,6,0.22731150793650792,0.18921052631578955
Illan Meslier,50,3,-0.006031432748537828,-0.016199999999999867
Imran Louza,2,1,-0.0900000000000007,-0.0900000000000007
Isaac Hayden,17,4,0.32218750000000007,0.13647058823529423
Isaac Mbenza,3,1,0.5033333333333339,0.5033333333333339
Isaac Success,2,1,0.2750000000000003,0.2750000000000003
Islam Slimani,2,1,-0.0699999999999994,-0.0699999999999994
Ismaila Sarr,10,2,0.6790000000000003,0.6790000000000003
Issa Diop,34,5,-0.1100047619047622,-0.11735294117647103
Itay Shechter,1,1,0.1399999999999996,0.1399999999999996
Ivan Cavaleiro,11,2,-0.7174999999999998,-0.34727272727272696
Ivan Klasnic,4,2,1.4574999999999996,1.4574999999999996
Ivan Perisic,6,1,0.4599999999999999,0.4599999999999999
Ivan Ramis,2,1,0.3449999999999997,0.3449999999999997
Ivan Toney,27,2,0.34148351648351705,0.3400000000000005
Jack Butland,29,3,0.24652777777777737,-0.032413793103448524
Jack Colback,58,5,0.289140811965812,0.316896551724138
Jack Collison,5,1,0.8019999999999996,0.8019999999999996
Jack Cork,90,9,0.03594271874973634,0.04266666666666653
Jack Grealish,34,4,0.1810490196078436,0.30117647058823577
Jack Harrison,44,3,-0.019864316239315987,-0.01568181818181795
Jack O'Connell,13,1,0.2515384615384626,0.2515384615384626
Jack Robinson,2,1,-0.0700000000000002,-0.0700000000000002
Jack Rodwell,11,5,-0.0826666666666666,-0.03090909090909078
Jack Stacey,4,1,0.0150000000000005,0.0150000000000005
Jack Stephens,25,4,0.3370833333333334,0.2576000000000002
Jack Wilshere,27,5,-0.1495824175824174,-0.001111111111111178
Jacob Murphy,12,4,0.05041666666666633,0.13833333333333306
Jacob Ramsey,22,2,0.20783333333333293,0.2409090909090905
Jadon Sancho,9,2,0.5314999999999999,0.4988888888888887
Jaidon Anthony,2,1,0.5,0.5
Jairo Riedewald,6,2,0.262,0.13666666666666713
Jake Livermore,47,6,-0.171448863636364,-0.02808510638297914
Jakub Moder,2,1,0.3099999999999996,0.3099999999999996
Jamaal Lascelles,45,5,0.07230842490842479,0.021333333333333173
Jamal Lewis,13,2,-0.0923809523809518,-0.08307692307692248
James Beattie,1,1,0.6899999999999995,0.6899999999999995
James Chester,17,3,-0.05958333333333332,0.2823529411764705
James Collins,60,9,0.07173860398860357,0.17899999999999963
James Justin,4,1,-0.4749999999999996,-0.4749999999999996
James Maddison,55,5,-0.0748613636363636,-0.032181818181818096
James McArthur,83,10,0.10198447712418277,0.08156626506024045
James McCarthy,76,9,0.208142439431913,0.07328947368421021
James McClean,21,4,0.032083333333333464,-0.014285714285714277
James McFadden,13,1,0.1061538461538473,0.1061538461538473
James Milner,82,13,0.36977752639517336,0.24731707317073154
James Morrison,50,7,0.2458095238095239,0.1444000000000001
James Perch,9,2,-0.24666666666666653,-0.25333333333333324
James Rodriguez,6,1,0.4766666666666674,0.4766666666666674
James Tarkowski,99,6,0.14404992260061902,0.137171717171717
James Tomkins,63,11,-0.06249883449883444,0.01190476190476192
James Ward-Prowse,95,10,0.1461627450980388,-0.01473684210526361
Jamie Carragher,33,4,0.00011111111111115901,0.12363636363636402
Jamie Mackie,11,2,0.0874999999999999,0.1454545454545453
Jamie O'Hara,14,3,0.4312500000000001,0.3228571428571427
Jamie Vardy,105,9,0.25800855897914715,0.24476190476190463
Jan Bednarek,51,5,-0.047308377896613144,0.06470588235294127
Jan Vennegoor of Hesselink,4,1,0.4275000000000002,0.4275000000000002
Jan Vertonghen,92,8,0.28136551704014967,0.2809782608695654
Jannik Vestergaard,23,4,0.18612499999999968,-0.042173913043478985
Japhet Tanganga,2,2,0.5149999999999997,0.5149999999999997
Jarrod Bowen,43,3,0.2252893642305406,0.26534883720930214
Jason Denayer,7,1,0.3357142857142854,0.3357142857142854
Jason Lowe,12,1,0.4725000000000001,0.4725000000000001
Jason Puncheon,57,5,0.21059523809523792,0.24456140350877167
Jason Roberts,6,2,0.3112499999999997,0.06999999999999966
Jason Scotland,2,1,-0.2450000000000001,-0.2450000000000001
Jason Shackell,19,1,-0.1221052631578949,-0.1221052631578949
Javi Garcia,7,2,0.2791666666666668,0.2942857142857145
Javier Garrido,16,2,0.4209999999999998,0.22937499999999988
Javier Manquillo,14,6,0.022777777777777657,0.05642857142857127
Javier Mascherano,12,1,0.3200000000000003,0.3200000000000003
Jay Bothroyd,2,1,-0.8300000000000001,-0.8300000000000001
Jay Fulton,1,1,0.3599999999999994,0.3599999999999994
Jay Rodriguez,40,7,-0.04360544217687084,0.04974999999999978
Jay Spearing,2,1,0.8250000000000002,0.8250000000000002
Jayden Bogle,2,1,0.5600000000000005,0.5600000000000005
Jean Beausejour,14,2,0.3034615384615384,0.2550000000000004
Jean Michael Seri,8,1,0.2262500000000002,0.2262500000000002
Jean-Philippe Mateta,2,2,0.9099999999999997,0.9099999999999997
Jeff Hendrick,43,5,0.03011587301587324,0.15209302325581406
Jefferson Lerma,42,3,0.2116666666666666,0.2578571428571427
Jefferson Montero,5,2,0.1549999999999998,0.11199999999999974
Jeffrey Schlupp,35,7,0.2872186147186149,0.16914285714285746
Jem Karacan,6,1,0.0116666666666667,0.0116666666666667
Jeremain Lens,3,1,0.1800000000000006,0.1800000000000006
Jeremy Ngakia,2,2,-0.04999999999999982,-0.04999999999999982
Jermain Defoe,57,7,-0.11814463314463312,0.07087719298245634
Jermaine Beckford,3,1,-0.5799999999999992,-0.5799999999999992
Jermaine Jenas,2,1,-0.2249999999999996,-0.2249999999999996
Jermaine Pennant,9,2,1.1860714285714278,1.1422222222222214
Jerome Boateng,4,1,-0.1849999999999996,-0.1849999999999996
Jerome Thomas,23,2,0.12742063492063455,0.14521739130434758
Jese,1,1,-0.4299999999999997,-0.4299999999999997
Jesse Lingard,17,6,0.038333333333333254,-0.14705882352941183
Jesus Navas,24,4,0.3069374999999998,0.27791666666666653
Jetro Willems,3,1,0.8433333333333337,0.8433333333333337
Jimmy Bullard,2,1,0.92,0.92
Jimmy Kebe,2,1,-0.5549999999999997,-0.5549999999999997
Jlloyd Samuel,1,1,-1.2999999999999998,-1.2999999999999998
Joachim Andersen,38,3,0.1187212787212788,0.1371052631578948
Joao Cancelo,29,4,-0.15079248366013082,-0.0034482758620696576
Joao Moutinho,62,5,-0.08308484848484832,-0.11258064516129021
Joao Palhinha,16,1,0.2018750000000002,0.2018750000000002
Joao Pedro,3,1,-0.1466666666666665,-0.1466666666666665
Jobi McAnuff,19,1,-0.0242105263157892,-0.0242105263157892
Jody Craddock,16,2,0.1474999999999995,0.18687499999999935
Joe Allen,56,7,0.29540476190476195,0.3310714285714285
Joe Aribo,1,1,-0.6899999999999995,-0.6899999999999995
Joe Bennett,17,2,0.24598484848484853,0.25705882352941195
Joe Bryan,9,2,-0.7637499999999999,-0.09
Joe Cole,2,2,0.6099999999999999,0.6099999999999999
Joe Gelhardt,1,1,0.4199999999999999,0.4199999999999999
Joe Gomez,12,3,0.21500000000000016,0.21500000000000016
Joe Hart,122,8,-0.017980064284486286,0.12377049180327811
Joe Ledley,13,2,0.08166666666666655,-0.11153846153846217
Joe Ralls,6,1,0.1066666666666673,0.1066666666666673
Joe Willock,19,2,0.005773809523809348,0.03736842105263123
Joe Worrall,7,1,0.4128571428571428,0.4128571428571428
Joel Campbell,2,1,-0.0549999999999997,-0.0549999999999997
Joel Matip,32,5,0.3212857142857146,0.18906250000000013
Joel Robles,2,1,-0.3849999999999998,-0.3849999999999998
Joel Veltman,28,3,-0.16857142857142815,-0.16178571428571376
Joel Ward,102,9,0.011738109385168323,-0.016764705882352873
Joelinton,43,4,0.2793648018648016,0.24627906976744152
Joey Barton,35,3,0.5397354497354501,0.5474285714285716
Johan Djourou,8,2,0.4316666666666671,0.4087500000000005
Johan Elmander,24,3,0.36129629629629645,0.18791666666666654
Johann Gudmundsson,20,5,-0.014974358974359007,0.1669999999999999
John Arne Riise,30,3,0.16645833333333346,0.1873333333333335
John Carew,6,1,0.9716666666666668,0.9716666666666668
John Egan,30,2,0.24138888888888882,0.23766666666666644
John Fleck,21,2,0.34527272727272695,0.3399999999999997
John Heitinga,29,4,0.2559090909090911,0.22103448275862084
John Lundstram,15,2,0.27437500000000004,0.276
John McGinn,54,4,0.01612373737373727,-0.023888888888888984
John Mensah,6,2,0.2116666666666669,0.2116666666666669
John O'Shea,80,8,0.012405257936507907,0.03799999999999991
John Obi Mikel,22,6,0.03174074074074054,-0.0022727272727275168
John Paintsil,5,2,0.08749999999999991,0.332
John Ruddy,47,3,0.11876608187134491,0.14085106382978707
John Stones,45,9,0.17738074888074873,0.11177777777777778
John Terry,85,7,0.17021965628356583,0.24341176470588208
Joleon Lescott,48,6,0.14833585858585888,-0.09312499999999972
Jon Flanagan,6,1,0.0283333333333324,0.028333333333332395
Jonas Gutierrez,49,3,0.26531018518518484,0.2704081632653058
Jonas Lossl,30,2,0.2742105263157892,0.2299999999999998
Jonas Olsson,58,5,-0.06382229045464313,-0.021034482758620333
Jonathan Greening,2,1,0.4150000000000009,0.4150000000000009
Jonathan Hogg,22,2,0.040250000000000355,0.05318181818181851
Jonathan Spector,8,2,0.14749999999999996,0.16874999999999973
Jonathan Walters,72,7,0.2897907268170429,0.31180555555555595
Jonathan Woodgate,1,1,-0.8399999999999999,-0.8399999999999999
Jonathan de Guzman,24,2,0.48711111111111194,0.45333333333333403
Jonjo Shelvey,55,9,0.23858946608946635,0.22945454545454574
Jonjoe Kenny,4,2,0.5366666666666671,0.3950000000000004
Jonny,31,3,0.014603174603175,0.020967741935483935
Jonny Evans,95,13,-0.029367711236132188,-0.02568421052631557
Jonny Howson,23,3,0.0946666666666663,0.06956521739130406
Jordan Ayew,74,7,0.03219155844155846,0.17783783783783785
Jordan Henderson,123,14,0.21645294860368391,0.28130081300813004
Jordan Pickford,113,7,-0.09969141604010041,-0.036548672566371884
Jordan Veretout,4,1,0.7999999999999998,0.7999999999999998
Jordan Zemura,4,1,-0.2599999999999998,-0.2599999999999998
Jordi Amat,2,1,-0.1550000000000011,-0.1550000000000011
Jordi Gomez,21,5,-0.32154285714285713,-0.15190476190476204
Jordon Ibe,12,4,0.23767857142857163,0.2916666666666673
Jordon Mutch,10,1,-0.0709999999999997,-0.0709999999999997
Jordy Clasie,6,2,0.0962499999999995,-0.10000000000000053
Jores Okore,7,2,0.19499999999999984,0.0485714285714281
Jorginho,46,5,0.2961737373737371,0.19369565217391282
Jos Hooiveld,6,1,0.793333333333333,0.793333333333333
Jose Bosingwa,18,3,0.2155555555555555,0.3416666666666664
Jose Canas,4,1,0.165,0.165
Jose Enrique,40,3,0.2158823529411761,0.21424999999999966
Jose Fonte,60,5,0.4583531746031745,0.07916666666666664
Jose Holebas,37,4,0.30297916666666636,0.2751351351351349
Jose Izquierdo,8,2,0.0158333333333327,-0.02125000000000085
Jose Manuel Jurado,11,1,0.1854545454545464,0.1854545454545464
Jose Sa,34,2,0.1470486111111109,0.11941176470588216
Joselu,7,2,-0.3766666666666664,-0.35142857142857126
Joseph O'Brien,15,3,0.10564102564102562,0.2666666666666668
Josh Brownhill,28,2,0.15035714285714308,0.15035714285714308
Josh Dasilva,2,1,0.6550000000000002,0.6550000000000002
Josh Murphy,5,1,0.2279999999999997,0.2279999999999997
Josh Sargent,4,1,-0.3949999999999996,-0.3949999999999996
Joshua King,64,6,0.05285754985754961,0.057656249999999826
Jozy Altidore,7,2,0.8724999999999995,0.4742857142857138
Juan Mata,66,8,0.4402987325174824,0.2822727272727272
Juan Paredes,1,1,-0.2400000000000002,-0.2400000000000002
Julian Alvarez,2,1,-0.0249999999999994,-0.0249999999999994
Julian Speroni,35,2,-0.04707516339869275,-0.04599999999999993
Julien Faubert,15,2,-0.1385714285714288,0.16599999999999976
Julio Cesar,6,1,-0.1450000000000013,-0.1450000000000013
Juninho Bacuna,2,1,0.6450000000000005,0.6450000000000005
Junior Firpo,6,2,0.2590000000000003,0.10500000000000037
Junior Hoilett,27,6,-0.07216666666666649,0.09740740740740766
Junior Stanislas,12,4,0.536875,0.34083333333333315
Juraj Kucka,8,1,-0.0199999999999995,-0.0199999999999995
Jurgen Locadia,1,1,-0.4100000000000001,-0.4100000000000001
Jussi Jaaskelainen,55,4,-0.4329851973684207,-0.0007272727272723847
Kagisho Dikgacoi,9,2,1.1218750000000002,0.40000000000000047
Kai Havertz,22,3,-0.2794848484848484,-0.16363636363636355
Kalidou Koulibaly,5,1,0.3399999999999989,0.3399999999999989
Kalvin Phillips,14,2,-0.2260606060606069,-0.1457142857142868
Kamil Zayatte,4,1,0.0649999999999995,0.0649999999999995
Kaoru Mitoma,6,1,-0.0583333333333335,-0.058333333333333494
Karim El Ahmadi,10,2,0.32187500000000036,0.22100000000000045
Karl Darlow,6,1,-0.2950000000000008,-0.2950000000000008
Karl Henry,47,4,0.437886363636363,0.41723404255319085
Karlan Grant,2,1,-0.0899999999999998,-0.0899999999999998
Kasper Schmeichel,127,8,0.05656495642515405,0.04196850393700811
Kean Bryan,1,1,0.6200000000000001,0.6200000000000001
Keith Andrews,5,1,-0.1359999999999983,-0.1359999999999983
Keith Fahey,6,2,-0.30500000000000016,-0.235
Kelechi Iheanacho,7,3,0.7499999999999994,0.3199999999999995
Kelvin Davis,1,1,0.3799999999999999,0.3799999999999999
Kemy Agustien,1,1,-0.5,-0.5
Ken Sema,1,1,-0.8099999999999996,-0.8099999999999996
Kenedy,1,1,-0.3900000000000005,-0.3900000000000005
Kenneth Zohore,1,1,-0.8300000000000001,-0.8300000000000001
Kenny McLean,24,2,0.2486428571428578,0.2670833333333341
Kenny Tete,13,2,-0.36704545454545556,-0.2784615384615395
Kenwyne Jones,23,4,0.2933333333333332,0.11956521739130452
Kepa Arrizabalaga,43,5,0.46418823529411773,0.20023255813953483
Kerim Frei,1,1,0.04,0.04
Kevin Davies,42,3,0.11563937621832417,0.28357142857142903
Kevin De Bruyne,69,7,0.5538301782251364,0.561304347826087
Kevin Doyle,30,3,0.1921428571428573,0.14800000000000016
Kevin Foley,16,2,0.11509090909090959,0.056250000000000626
Kevin Kilbane,3,1,0.8666666666666654,0.8666666666666654
Kevin Long,2,1,-0.5449999999999999,-0.5449999999999999
Kevin McDonald,2,1,0.29,0.29
Kevin Mirallas,28,4,0.2569090909090912,0.3571428571428576
Kevin Nolan,47,4,0.4095793269230772,0.4600000000000003
Kevin Theophile-Catherine,7,1,-0.2471428571428582,-0.2471428571428582
Kevin Wimmer,1,1,0.4300000000000006,0.4300000000000006
Kevin-Prince Boateng,3,1,-0.1799999999999997,-0.1799999999999997
Keylor Navas,1,1,1.38,1.38
Ki Sung-Yeung,39,7,-0.001012987012987259,0.06128205128205073
Kieffer Moore,1,1,0.1800000000000006,0.1800000000000006
Kieran Dowell,1,1,-0.8399999999999999,-0.8399999999999999
Kieran Gibbs,32,7,-0.19343537414965994,0.13406249999999992
Kieran Richardson,41,6,0.29309469696969687,0.2809756097560976
Kieran Tierney,15,4,-0.18489285714285675,-0.0799999999999995
Kieran Trippier,54,6,0.3394611528822053,0.23092592592592515
Kiernan Dewsbury-Hall,14,2,0.5202500000000003,0.476428571428572
Kiko Femenia,27,4,-0.04472222222222254,-0.10740740740740752
Kim Bo-Kyung,6,1,0.5800000000000001,0.5800000000000001
Kolo Toure,22,5,0.15500000000000008,0.08090909090909078
Konstantinos Tsimikas,1,1,1.21,1.21
Kortney Hause,5,2,1.1825,1.1280000000000001
Kristoffer Ajer,7,2,-0.020499999999999297,0.18714285714285772
Kurt Zouma,57,7,0.050086167800453316,0.03508771929824537
Kyle Bartley,11,2,0.6729999999999996,0.42999999999999877
Kyle Naughton,51,6,-0.01661111111111143,0.0760784313725486
Kyle Walker,131,12,0.0811443024568025,0.07251908396946573
Kyle Walker-Peters,32,3,-0.059272727272727664,-0.05843750000000039
Lamine Kone,12,1,-0.0241666666666668,-0.024166666666666798
Lars Jacobsen,7,2,0.29333333333333345,0.11714285714285726
Laurent Depoitre,4,2,-0.041666666666666546,0.06750000000000006
Laurent Koscielny,86,8,0.12767139110889114,0.20709302325581397
Layvin Kurzawa,1,1,-0.7400000000000002,-0.7400000000000002
Lazar Markovic,2,1,-0.54,-0.54
Leander Dendoncker,34,4,0.4785119047619046,0.30264705882352905
Leandro Bacuna,21,2,0.17468181818181833,0.17761904761904773
Leandro Trossard,31,3,0.37497619047619085,0.4025806451612903
Ledley King,10,2,0.024999999999999467,0.024999999999999467
Lee Bowyer,24,2,0.1556250000000001,0.1437500000000001
Lee Cattermole,40,7,0.20303174603174629,0.24675000000000008
Lee Chung-Yong,17,2,0.18200000000000038,0.24588235294117688
Lee Grant,9,1,0.0211111111111108,0.0211111111111108
Lee Peltier,3,1,-0.0166666666666657,-0.0166666666666657
Leighton Baines,116,10,0.07732369385000977,0.15551724137931042
Leon Bailey,7,1,0.5057142857142853,0.5057142857142853
Leon Best,4,1,0.9174999999999996,0.9174999999999996
Leon Britton,43,6,0.14438087606837643,0.15325581395348892
Leon Osman,51,6,0.20483829895594627,0.2021568627450982
Leonardo Ulloa,12,2,1.0977272727272727,0.8041666666666663
Leroy Fer,31,4,0.8566111111111119,0.716774193548388
Leroy Sane,17,3,0.14481481481481495,0.2829411764705885
Levi Colwill,3,1,-0.1199999999999992,-0.1199999999999992
Lewis Cook,12,3,0.03500000000000014,3.700743415417188e-17
Lewis Dunk,94,6,0.000448745154627767,0.0010638297872342726
Lewis Hall,1,1,0.33,0.33
Liam Bridcutt,2,1,-0.9849999999999994,-0.9849999999999994
Liam Cooper,18,3,-0.009037037037037336,0.027777777777777266
Liam Lawrence,3,1,0.71,0.71
Liam Ridgewell,53,4,0.2751117265087854,0.26735849056603783
Liam Rosenior,5,1,0.508,0.508
Lisandro Martinez,8,1,0.1274999999999995,0.1274999999999995
Lloyd Kelly,5,1,0.3520000000000003,0.3520000000000003
Loic Remy,6,1,0.5366666666666662,0.5366666666666662
Lorik Cana,12,1,0.6833333333333336,0.6833333333333336
Loris Karius,1,1,0.5,0.5
Louis Saha,13,3,0.28899999999999976,0.6046153846153838
Lucas Digne,48,5,0.04681590909090955,0.1679166666666673
Lucas Leiva,47,7,0.3060805860805859,0.2646808510638294
Lucas Moura,21,4,0.24706845238095188,0.13380952380952343
Lucas Paqueta,9,1,0.5322222222222219,0.5322222222222219
Lucas Torreira,10,2,0.4474999999999998,0.4700000000000001
Luciano Narsingh,1,1,0.1499999999999994,0.1499999999999994
Luciano Vietto,1,1,0.2000000000000001,0.2000000000000001
Luis Boa Morte,4,1,-0.5149999999999997,-0.5149999999999997
Luis Diaz,1,1,0.6799999999999997,0.6799999999999997
Luis Sinisterra,3,1,1.163333333333334,1.163333333333334
Luis Suarez,38,3,0.3859047619047618,0.4105263157894735
Luka Milivojevic,54,5,0.10497880116959057,0.2255555555555556
Luka Modric,34,3,0.44248114630467583,0.4226470588235293
