season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2012/2013,Nuri Sahin,Liverpool,82,CM,Turkey,EPL,3,4,,,179cm,72kg,24
2012/2013,Demba Ba,Newcastle United,82,ST,Senegal,EPL,3,3,,,189cm,84kg,28
2012/2013,Cissé,Newcastle United,82,ST,Senegal,EPL,3,4,,,183cm,73kg,27
2012/2013,Javier Hernández,Manchester United,82,ST,Mexico,EPL,3,3,,,175cm,60kg,24
2012/2013,Branislav Ivanović,Chelsea,82,RB,Serbia,EPL,2,3,,,188cm,86kg,29
2012/2013,Jack Wilshere,Arsenal,82,CM,England,EPL,3,3,,,173cm,65kg,21
2012/2013,Ryan Giggs,Manchester United,81,CAM,Wales,EPL,3,2,,,180cm,71kg,39
2012/2013,Paul Scholes,Manchester United,81,CM,England,EPL,3,3,,,170cm,74kg,38
2012/2013,Gareth Barry,Manchester City,81,CDM,England,EPL,2,3,,,183cm,79kg,32
2012/2013,Djibril Cissé,Queens Park Rangers,81,ST,France,EPL,4,4,,,183cm,83kg,31
2012/2013,Tim Howard,Everton,81,GK,United States,EPL,1,3,,,191cm,88kg,34
2012/2013,Michael Carrick,Manchester United,81,CM,England,EPL,2,3,,,185cm,74kg,31
2012/2013,Mikel Arteta Amatriain,Arsenal,81,CM,Spain,EPL,3,4,,,175cm,64kg,31
2012/2013,Florent Malouda,Chelsea,81,LW,France,EPL,4,4,,,181cm,73kg,32
2012/2013,Fabricio Coloccini,Newcastle United,81,CB,Argentina,EPL,2,4,,,184cm,83kg,31
2012/2013,Jermain Defoe,Tottenham Hotspur,81,ST,England,EPL,3,3,,,169cm,65kg,30
2012/2013,Per Mertesacker,Arsenal,81,CB,Germany,EPL,2,3,,,198cm,90kg,28
2012/2013,Kolo Touré,Manchester City,81,CB,Ivory Coast,EPL,2,3,,,183cm,76kg,32
2012/2013,Michel Vorm,Swansea City,81,GK,Netherlands,EPL,1,3,,,183cm,84kg,29
2012/2013,Joleon Lescott,Manchester City,81,CB,England,EPL,2,3,,,188cm,83kg,30
2012/2013,Andrei Arshavin,Arsenal,81,LW,Russia,EPL,4,5,,,172cm,69kg,31
2012/2013,Raúl José Trindade Meireles,Chelsea,81,CM,Portugal,EPL,3,4,,,179cm,65kg,30
2012/2013,Clint Dempsey,Tottenham Hotspur,81,LM,United States,EPL,4,4,,,185cm,84kg,30
2012/2013,Ben Arfa,Newcastle United,81,RW,France,EPL,5,4,,,180cm,76kg,26
2012/2013,Theo Walcott,Arsenal,81,RW,England,EPL,3,3,,,175cm,67kg,24
2012/2013,Laurent Koscielny,Arsenal,81,CB,France,EPL,2,3,,,185cm,75kg,27
2012/2013,Martin Škrtel,Liverpool,81,CB,Slovakia,EPL,2,3,,,191cm,81kg,28
2012/2013,Yohan Cabaye,Newcastle United,81,CM,France,EPL,3,4,,,175cm,72kg,27
2012/2013,Gervais Yao Kouassi,Arsenal,81,LW,Ivory Coast,EPL,4,3,,,179cm,68kg,25
2012/2013,Jan Vertonghen,Tottenham Hotspur,81,CB,Belgium,EPL,3,3,,,189cm,79kg,26
2012/2013,Marouane Fellaini,Everton,81,CM,Belgium,EPL,3,3,,,194cm,85kg,25
2012/2013,Ramires Santos do Nascimen.,Chelsea,81,CM,Brazil,EPL,3,3,,,180cm,73kg,26
2012/2013,Shay Given,Aston Villa,80,GK,Republic of Ireland,EPL,1,3,,,185cm,84kg,37
2012/2013,Tomáš Rosický,Arsenal,80,CAM,Czech Republic,EPL,3,4,,,179cm,68kg,32
2012/2013,Brad Friedel,Tottenham Hotspur,80,GK,United States,EPL,1,2,,,188cm,92kg,42
2012/2013,Michael Dawson,Tottenham Hotspur,80,CB,England,EPL,2,3,,,188cm,76kg,29
2012/2013,James Milner,Manchester City,80,CM,England,EPL,3,4,,,176cm,70kg,27
2012/2013,Darren Fletcher,Manchester United,80,CM,Scotland,EPL,2,3,,,184cm,84kg,29
2012/2013,Gaël Clichy,Manchester City,80,LB,France,EPL,3,4,,,176cm,72kg,27
2012/2013,Aaron Lennon,Tottenham Hotspur,80,RM,England,EPL,4,3,,,165cm,63kg,26
2012/2013,Javi García,Manchester City,80,CDM,Spain,EPL,2,3,,,186cm,85kg,26
2012/2013,Moussa Dembélé,Tottenham Hotspur,80,CAM,Belgium,EPL,4,2,,,183cm,83kg,25
2012/2013,Leighton Baines,Everton,80,LB,England,EPL,3,3,,,170cm,70kg,28
2012/2013,John Obi Mikel,Chelsea,80,CDM,Nigeria,EPL,2,3,,,188cm,86kg,26
2012/2013,Stéphane M'Bia,Queens Park Rangers,80,CB,Cameroon,EPL,2,3,,,189cm,82kg,27
2012/2013,Adam Johnson,Sunderland,80,RM,England,EPL,4,4,,,175cm,66kg,25
2012/2013,Micah Richards,Manchester City,80,RB,England,EPL,2,3,,,181cm,83kg,24
2012/2013,Lucas Leiva,Liverpool,80,CDM,Brazil,EPL,2,3,,,179cm,73kg,26
2012/2013,Olivier Giroud,Arsenal,80,ST,France,EPL,2,3,,,192cm,88kg,26
2012/2013,Wojciech Szczesny,Arsenal,80,GK,Poland,EPL,1,3,,,195cm,84kg,23
2012/2013,Oscar,Chelsea,80,CAM,Brazil,EPL,4,3,,,179cm,66kg,21
2012/2013,De Gea,Manchester United,80,GK,Spain,EPL,1,3,,,192cm,82kg,22
2012/2013,Ji Sung Park,Queens Park Rangers,79,CAM,Korea Republic,EPL,3,3,,,178cm,73kg,32
2012/2013,John Heitinga,Everton,79,CB,Netherlands,EPL,2,3,,,180cm,72kg,29
2012/2013,Matthew Etherington,Stoke City,79,LM,England,EPL,3,2,,,178cm,64kg,31
2012/2013,Phil Jagielka,Everton,79,CB,England,EPL,2,3,,,180cm,87kg,30
2012/2013,Stewart Downing,Liverpool,79,RW,England,EPL,3,3,,,180cm,65kg,28
2012/2013,Glen Johnson,Liverpool,79,RB,England,EPL,3,4,,,182cm,70kg,28
2012/2013,Pablo Zabaleta,Manchester City,79,RB,Argentina,EPL,3,3,,,177cm,76kg,28
2012/2013,Younès Kaboul,Tottenham Hotspur,79,CB,France,EPL,2,3,,,191cm,87kg,27
2012/2013,Gary Cahill,Chelsea,79,CB,England,EPL,2,3,,,188cm,71kg,27
2012/2013,Tim Krul,Newcastle United,79,GK,Netherlands,EPL,1,2,,,193cm,83kg,25
2012/2013,José Enrique Sánchez Díaz,Liverpool,79,LB,Spain,EPL,3,2,,,184cm,76kg,27
2012/2013,Wilson Palacios,Stoke City,79,CDM,Honduras,EPL,2,3,,,178cm,71kg,28
2012/2013,Granero,Queens Park Rangers,79,CM,Spain,EPL,2,4,,,180cm,75kg,25
2012/2013,David Luiz,Chelsea,79,CB,Brazil,EPL,3,3,,,189cm,84kg,26
2012/2013,Danny Welbeck,Manchester United,79,ST,England,EPL,3,3,,,185cm,73kg,22
2012/2013,Joe Cole,Liverpool,78,CAM,England,EPL,4,4,,,175cm,76kg,31
2012/2013,William Gallas,Tottenham Hotspur,78,CB,France,EPL,2,3,,,181cm,72kg,35
2012/2013,Yossi Benayoun,Chelsea,78,CAM,Israel,EPL,3,4,,,178cm,70kg,33
2012/2013,Steven Pienaar,Everton,78,LM,South Africa,EPL,4,4,,,170cm,66kg,31
2012/2013,Anders Lindegaard,Manchester United,78,GK,Denmark,EPL,1,3,,,193cm,80kg,29
2012/2013,Peter Odemwingie,West Bromwich Albion,78,ST,Nigeria,EPL,3,3,,,182cm,74kg,31
2012/2013,Jonás Gutiérrez,Newcastle United,78,LM,Argentina,EPL,3,3,,,183cm,73kg,29
2012/2013,Benoit Assou-Ekotto,Tottenham Hotspur,78,LB,Cameroon,EPL,2,3,,,180cm,69kg,29
2012/2013,Leon Osman,Everton,78,CAM,England,EPL,3,3,,,173cm,64kg,32
2012/2013,Ben Foster,West Bromwich Albion,78,GK,England,EPL,1,2,,,193cm,90kg,30
2012/2013,Daniel Sturridge,Chelsea,78,RW,England,EPL,3,3,,,188cm,76kg,23
2012/2013,Kevin Mirallas,Everton,78,ST,Belgium,EPL,3,4,,,178cm,70kg,25
2012/2013,Marko Marin,Chelsea,78,CAM,Germany,EPL,4,4,,,170cm,63kg,25
2012/2013,Adel Taarabt,Queens Park Rangers,78,CAM,Morocco,EPL,5,5,,,180cm,69kg,24
2012/2013,Andy Carroll,West Ham United,78,ST,England,EPL,2,3,,,191cm,76kg,24
2012/2013,Joe Allen,Liverpool,78,CM,Wales,EPL,3,3,,,168cm,62kg,23
2012/2013,Aleksandar Kolarov,Manchester City,78,LB,Serbia,EPL,2,3,,,187cm,83kg,27
2012/2013,Kyle Walker,Tottenham Hotspur,78,RB,England,EPL,3,2,,,178cm,74kg,22
2012/2013,Oussama Assaidi,Liverpool,78,LW,Morocco,EPL,5,4,,,178cm,70kg,24
2012/2013,Tom Cleverley,Manchester United,78,CAM,England,EPL,3,3,,,175cm,67kg,23
2012/2013,Chris Smalling,Manchester United,78,CB,England,EPL,2,3,,,192cm,81kg,23
2012/2013,Sandro,Tottenham Hotspur,78,CDM,Brazil,EPL,3,3,,,187cm,75kg,24
2012/2013,Phil Jones,Manchester United,78,CB,England,EPL,2,3,,,180cm,71kg,21
2012/2013,Gastón Ramírez,Southampton,78,CF,Uruguay,EPL,4,3,,,183cm,78kg,22
2012/2013,John O'Shea,Sunderland,77,CB,Republic of Ireland,EPL,2,3,,,192cm,75kg,32
2012/2013,Louis Saha,Sunderland,77,ST,France,EPL,3,4,,,185cm,83kg,34
2012/2013,Peter Crouch,Stoke City,77,ST,England,EPL,3,3,,,201cm,80kg,32
2012/2013,Alou Diarra,West Ham United,77,CDM,France,EPL,2,3,,,190cm,79kg,31
2012/2013,Bobby Zamora,Queens Park Rangers,77,ST,England,EPL,3,4,,,185cm,87kg,32
2012/2013,Tom Huddlestone,Tottenham Hotspur,77,CM,England,EPL,3,5,,,188cm,84kg,26
2012/2013,Rob Green,Queens Park Rangers,77,GK,England,EPL,1,3,,,188cm,93kg,33
2012/2013,Marouane Chamakh,Arsenal,77,ST,Morocco,EPL,3,3,,,188cm,70kg,29
2012/2013,Gomes,Tottenham Hotspur,77,GK,Brazil,EPL,1,2,,,191cm,82kg,32
2012/2013,Robert Huth,Stoke City,77,CB,Germany,EPL,2,3,,,191cm,88kg,28
2012/2013,Charlie Adam,Stoke City,77,CM,Scotland,EPL,3,3,,,185cm,82kg,27
2012/2013,Sebastian Larsson,Sunderland,77,RM,Sweden,EPL,3,3,,,178cm,70kg,27
2012/2013,Steven Fletcher,Sunderland,77,ST,Scotland,EPL,2,3,,,185cm,76kg,26
2012/2013,Charles N'Zogbia,Aston Villa,77,LM,France,EPL,4,2,,,171cm,70kg,26
2012/2013,Anderson Luis de Abreu Oliveira,Manchester United,77,CM,Brazil,EPL,3,2,,,176cm,67kg,25
2012/2013,Jonny Evans,Manchester United,77,CB,Northern Ireland,EPL,2,3,,,188cm,82kg,25
2012/2013,Ryan Shawcross,Stoke City,77,CB,England,EPL,2,3,,,191cm,76kg,25
2012/2013,Stephen Ireland,Aston Villa,77,CAM,Republic of Ireland,EPL,3,4,,,173cm,66kg,26
2012/2013,Adam Lallana,Southampton,77,CAM,England,EPL,4,4,,,173cm,72kg,25
2012/2013,Nikica Jelavic,Everton,77,ST,Croatia,EPL,3,4,,,187cm,84kg,27
2012/2013,Jack Rodwell,Manchester City,77,CM,England,EPL,3,5,,,188cm,81kg,22
2012/2013,Yacob,West Bromwich Albion,77,CDM,Argentina,EPL,2,3,,,181cm,73kg,25
2012/2013,Fabio Borini,Liverpool,77,ST,Italy,EPL,3,3,,,180cm,73kg,22
2012/2013,Aaron Ramsey,Arsenal,77,CAM,Wales,EPL,3,4,,,182cm,76kg,22
2012/2013,Junior Hoilett,Queens Park Rangers,77,LM,Canada,EPL,3,3,,,172cm,71kg,22
2012/2013,Rafael,Manchester United,77,RB,Brazil,EPL,3,4,,,172cm,78kg,22
2012/2013,Stiliyan Petrov,Aston Villa,76,CM,Bulgaria,EPL,3,3,,,180cm,77kg,33
2012/2013,Richard Dunne,Aston Villa,76,CB,Republic of Ireland,EPL,2,1,,,188cm,95kg,33
2012/2013,Jamie Carragher,Liverpool,76,CB,England,EPL,2,4,,,185cm,83kg,35
2012/2013,Wes Brown,Sunderland,76,CB,England,EPL,2,3,,,184cm,77kg,33
2012/2013,Sylvain Distin,Everton,76,CB,France,EPL,2,2,,,192cm,88kg,35
2012/2013,Jonas Olsson,West Bromwich Albion,76,CB,Sweden,EPL,2,3,,,193cm,84kg,30
2012/2013,Jermaine Pennant,Stoke City,76,RM,England,EPL,3,3,,,175cm,68kg,30
2012/2013,Kenwyne Jones,Stoke City,76,ST,Trinidad & Tobago,EPL,3,3,,,187cm,85kg,28
2012/2013,Steven Taylor,Newcastle United,76,CB,England,EPL,2,3,,,186cm,91kg,27
2012/2013,Steven Naismith,Everton,76,CF,Scotland,EPL,3,3,,,178cm,72kg,26
2012/2013,Danny Graham,Swansea City,76,ST,England,EPL,2,2,,,185cm,87kg,27
2012/2013,Abou Diaby,Arsenal,76,CM,France,EPL,3,3,,,188cm,76kg,27
2012/2013,Matt Jarvis,West Ham United,76,LM,England,EPL,3,5,,,170cm,73kg,27
2012/2013,Ashley Williams,Swansea City,76,CB,Wales,EPL,2,3,,,183cm,71kg,28
2012/2013,Lukasz Fabianski,Arsenal,76,GK,Poland,EPL,1,2,,,190cm,84kg,28
2012/2013,Ron Vlaar,Aston Villa,76,CB,Netherlands,EPL,2,4,,,189cm,80kg,28
2012/2013,Danny Simpson,Newcastle United,76,RB,England,EPL,2,3,,,177cm,77kg,26
2012/2013,Asmir Begovic,Stoke City,76,GK,Bosnia Herzegovina,EPL,1,2,,,196cm,83kg,25
2012/2013,Simon Mignolet,Sunderland,76,GK,Belgium,EPL,1,3,,,193cm,87kg,25
2012/2013,José Manuel Flores Moreno,Swansea City,76,CB,Spain,EPL,2,3,,,187cm,75kg,26
2012/2013,Pablo Hernández,Swansea City,76,RM,Spain,EPL,4,3,,,173cm,64kg,28
2012/2013,Modibo Maïga,West Ham United,76,ST,Mali,EPL,3,3,,,185cm,80kg,25
2012/2013,Martin Kelly,Liverpool,76,RB,England,EPL,3,3,,,191cm,77kg,23
2012/2013,Azpilicueta,Chelsea,76,RB,Spain,EPL,3,3,,,178cm,70kg,23
2012/2013,Gylfi Sigurðsson,Tottenham Hotspur,76,CAM,Iceland,EPL,3,3,,,186cm,79kg,23
2012/2013,Kieran Gibbs,Arsenal,76,LB,England,EPL,3,2,,,180cm,64kg,23
2012/2013,Alex Oxlade-Chamberlain,Arsenal,76,LW,England,EPL,4,4,,,180cm,70kg,19
2012/2013,José Bosingwa da Silva,Queens Park Rangers,75,RB,Portugal,EPL,3,4,,,183cm,75kg,30
2012/2013,Andrew Johnson,Queens Park Rangers,75,ST,England,EPL,3,3,,,170cm,64kg,32
2012/2013,Dean Whitehead,Stoke City,75,CM,England,EPL,3,3,,,183cm,76kg,31
2012/2013,Matthew Upson,Stoke City,75,CB,England,EPL,2,3,,,185cm,72kg,34
2012/2013,Kevin Nolan,West Ham United,75,CAM,England,EPL,3,3,,,183cm,88kg,30
2012/2013,Chris Brunt,West Bromwich Albion,75,RM,Northern Ireland,EPL,3,3,,,185cm,84kg,28
2012/2013,Zoltán Gera,West Bromwich Albion,75,RM,Hungary,EPL,4,4,,,183cm,75kg,34
2012/2013,Leon Britton,Swansea City,75,CM,England,EPL,3,3,,,165cm,64kg,30
2012/2013,Steven Davis,Southampton,75,CM,Northern Ireland,EPL,3,3,,,173cm,72kg,28
2012/2013,Sylvain Marveaux,Newcastle United,75,LM,France,EPL,3,3,,,172cm,66kg,27
2012/2013,Karim El Ahmadi,Aston Villa,75,CM,Morocco,EPL,3,3,,,185cm,78kg,28
2012/2013,Johan Djourou,Arsenal,75,CB,Switzerland,EPL,3,3,,,192cm,89kg,26
2012/2013,James Morrison,West Bromwich Albion,75,RM,Scotland,EPL,3,3,,,178cm,64kg,27
2012/2013,André Clarindo dos Santos,Arsenal,75,LB,Brazil,EPL,3,3,,,180cm,74kg,30
2012/2013,Brad Guzan,Aston Villa,75,GK,United States,EPL,1,2,,,193cm,95kg,28
2012/2013,Miguel Pérez Cuesta,Swansea City,75,CAM,Spain,EPL,3,3,,,190cm,80kg,27
2012/2013,Scott Sinclair,Manchester City,75,LW,England,EPL,4,3,,,177cm,69kg,24
2012/2013,Shane Long,West Bromwich Albion,75,ST,Republic of Ireland,EPL,3,3,,,180cm,81kg,26
2012/2013,Darron Gibson,Everton,75,CM,Republic of Ireland,EPL,2,4,,,183cm,80kg,25
2012/2013,Jay Rodriguez,Southampton,75,ST,England,EPL,2,4,,,185cm,70kg,23
2012/2013,Graham Dorrans,West Bromwich Albion,75,CM,Scotland,EPL,3,3,,,175cm,73kg,26
2012/2013,Keiren Westwood,Sunderland,75,GK,Republic of Ireland,EPL,1,3,,,188cm,86kg,28
2012/2013,Victor Moses,Chelsea,75,RW,Nigeria,EPL,4,4,,,178cm,75kg,22
2012/2013,Nathan Dyer,Swansea City,75,RW,England,EPL,4,3,,,165cm,57kg,25
2012/2013,Jonathan De Guzmán,Swansea City,75,CAM,Netherlands,EPL,4,4,,,173cm,65kg,25
2012/2013,Mulumbu,West Bromwich Albion,75,CDM,DR Congo,EPL,2,4,,,177cm,65kg,26
2012/2013,Vurnon Anita,Newcastle United,75,CDM,Netherlands,EPL,3,3,,,168cm,65kg,24
2012/2013,Davide Santon,Newcastle United,75,LB,Italy,EPL,2,2,,,187cm,83kg,22
2012/2013,Fábio,Queens Park Rangers,75,LB,Brazil,EPL,3,4,,,172cm,69kg,22
2012/2013,Matija Nastasic,Manchester City,75,CB,Serbia,EPL,2,3,,,187cm,80kg,20
2012/2013,Phil Neville,Everton,74,RB,England,EPL,2,4,,,180cm,76kg,36
2012/2013,David Vaughan,Sunderland,74,CM,Wales,EPL,3,3,,,171cm,66kg,30
2012/2013,Carlo Cudicini,Tottenham Hotspur,74,GK,Italy,EPL,1,2,,,185cm,80kg,39
2012/2013,Ryan Nelsen,Queens Park Rangers,74,CB,New Zealand,EPL,2,3,,,183cm,90kg,35
2012/2013,Rickie Lambert,Southampton,74,ST,England,EPL,2,4,,,188cm,77kg,31
2012/2013,Ryan Taylor,Newcastle United,74,LB,England,EPL,2,3,,,179cm,81kg,28
2012/2013,Jermaine Jenas,Tottenham Hotspur,74,CM,England,EPL,3,3,,,179cm,76kg,30
2012/2013,Tony Hibbert,Everton,74,RB,England,EPL,2,2,,,173cm,71kg,32
2012/2013,Donieber Alexander Marangão,Liverpool,74,GK,Brazil,EPL,1,3,,,194cm,91kg,33
2012/2013,Thomas Sørensen,Stoke City,74,GK,Denmark,EPL,1,3,,,196cm,89kg,36
2012/2013,Brett Holman,Aston Villa,74,LW,Australia,EPL,3,4,,,177cm,75kg,29
2012/2013,Jonathan Walters,Stoke City,74,ST,Republic of Ireland,EPL,3,3,,,183cm,79kg,29
2012/2013,Jos Hooiveld,Southampton,74,CB,Netherlands,EPL,2,2,,,193cm,83kg,30
2012/2013,Michael Kightly,Stoke City,74,RM,England,EPL,3,3,,,173cm,71kg,27
2012/2013,Carlos Javier Cuéllar Jiménez,Sunderland,74,CB,Spain,EPL,2,2,,,190cm,84kg,31
2012/2013,Kelvin Davis,Southampton,74,GK,England,EPL,1,3,,,185cm,82kg,36
2012/2013,David Bentley,Tottenham Hotspur,74,RM,England,EPL,4,3,,,175cm,68kg,28
2012/2013,Ricardo,West Ham United,74,ST,Portugal,EPL,3,3,,,188cm,79kg,26
2012/2013,Mike Williamson,Newcastle United,74,CB,England,EPL,2,3,,,194cm,92kg,29
2012/2013,Mark Noble,West Ham United,74,CM,England,EPL,3,3,,,180cm,76kg,26
2012/2013,Alejandro Faurlín,Queens Park Rangers,74,CM,Argentina,EPL,3,3,,,185cm,79kg,26
2012/2013,Andy Wilkinson,Stoke City,74,RB,England,EPL,2,3,,,180cm,69kg,28
2012/2013,Glenn Whelan,Stoke City,74,CM,Republic of Ireland,EPL,3,4,,,180cm,80kg,29
2012/2013,Gabriel Agbonlahor,Aston Villa,74,ST,England,EPL,3,3,,,180cm,79kg,26
2012/2013,Marc Wilson,Stoke City,74,LB,Republic of Ireland,EPL,2,3,,,188cm,80kg,25
2012/2013,James Tomkins,West Ham United,74,CB,England,EPL,2,2,,,191cm,74kg,24
2012/2013,Craig Gardner,Sunderland,74,CM,England,EPL,2,3,,,176cm,76kg,26
2012/2013,Séamus Coleman,Everton,74,RM,Republic of Ireland,EPL,2,3,,,177cm,77kg,24
2012/2013,Ciaran Clark,Aston Villa,74,CB,Republic of Ireland,EPL,2,2,,,188cm,76kg,23
2012/2013,Jordan Henderson,Liverpool,74,CM,England,EPL,3,3,,,182cm,67kg,22
2012/2013,Romelu Lukaku,West Bromwich Albion,74,ST,Belgium,EPL,3,4,,,190cm,94kg,20
2012/2013,Costel Pantilimon,Manchester City,74,GK,Romania,EPL,1,3,,,203cm,94kg,26
2012/2013,Steven Caulker,Tottenham Hotspur,74,CB,England,EPL,2,2,,,191cm,76kg,21
2012/2013,Samba Diakité,Queens Park Rangers,74,CDM,Mali,EPL,2,3,,,186cm,76kg,24
2012/2013,James McClean,Sunderland,74,LM,Republic of Ireland,EPL,4,2,,,180cm,70kg,24
2012/2013,Jussi Jääskeläinen,West Ham United,73,GK,Finland,EPL,1,2,,,191cm,80kg,38
2012/2013,James Collins,West Ham United,73,CB,Wales,EPL,2,2,,,193cm,90kg,29
2012/2013,Markus Rosenberg,West Bromwich Albion,73,ST,Sweden,EPL,2,4,,,185cm,79kg,30
2012/2013,Carlton Cole,West Ham United,73,ST,England,EPL,3,3,,,191cm,88kg,29
2012/2013,Sébastien Squillaci,Arsenal,73,CB,France,EPL,2,3,,,185cm,76kg,32
2012/2013,Boaz Myhill,West Bromwich Albion,73,GK,Wales,EPL,1,2,,,191cm,92kg,30
2012/2013,Stephen Warnock,Aston Villa,73,LB,England,EPL,2,1,,,178cm,75kg,31
2012/2013,Wayne Routledge,Swansea City,73,RW,England,EPL,4,4,,,170cm,64kg,28
2012/2013,Paulo Renato Rebocho Ferreira,Chelsea,73,RB,Portugal,EPL,2,3,,,183cm,76kg,34
2012/2013,Gabriel Tamaş,West Bromwich Albion,73,CB,Romania,EPL,2,3,,,188cm,79kg,29
2012/2013,Àngel Rangel,Swansea City,73,RB,Spain,EPL,3,3,,,186cm,85kg,30
2012/2013,Jerome Thomas,West Bromwich Albion,73,LM,England,EPL,4,3,,,178cm,74kg,30
2012/2013,Phil Bardsley,Sunderland,73,RB,Scotland,EPL,2,3,,,179cm,74kg,27
2012/2013,Onuoha,Queens Park Rangers,73,RB,England,EPL,2,3,,,188cm,78kg,26
2012/2013,Cameron Jerome,Stoke City,73,ST,England,EPL,3,2,,,185cm,85kg,26
2012/2013,Victor Anichebe,Everton,73,ST,Nigeria,EPL,3,3,,,191cm,85kg,25
2012/2013,Fraizer Campbell,Sunderland,73,ST,England,EPL,3,3,,,172cm,82kg,25
2012/2013,Marc Albrighton,Aston Villa,73,RM,England,EPL,3,3,,,175cm,67kg,23
2012/2013,Barry Bannan,Aston Villa,73,CM,Scotland,EPL,3,2,,,169cm,61kg,23
2012/2013,Dan Gosling,Newcastle United,73,CM,England,EPL,2,3,,,183cm,79kg,23
2012/2013,Kyle Naughton,Tottenham Hotspur,73,RB,England,EPL,3,3,,,180cm,73kg,24
