season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2019/2020,Florin Andone,Brighton & Hove Albion,76,ST,Romania,EPL,3,3,H,H,180cm,78kg,27
2019/2020,Kieran Tierney,Arsenal,76,LB,Scotland,EPL,3,3,H,H,178cm,78kg,22
2019/2020,Tammy Abraham,Chelsea,76,ST,England,EPL,3,3,M,M,196cm,80kg,22
2019/2020,Moise Kean,Everton,76,ST,Italy,EPL,3,3,M,M,182cm,79kg,20
2019/2020,Aaron Mooy,Brighton & Hove Albion,76,CM,Australia,EPL,3,3,M,M,173cm,72kg,29
2019/2020,Adrián San Miguel Castillo,Liverpool,76,GK,Spain,EPL,1,2,M,M,190cm,80kg,33
2019/2020,Marvelous Nakamba,Aston Villa,76,CDM,Zimbabwe,EPL,3,2,M,H,176cm,76kg,26
2019/2020,Arnaut Danjuma Groeneveld,Bournemouth,76,LM,Netherlands,EPL,4,4,H,M,178cm,80kg,23
2019/2020,Gedson Fernandes,Tottenham Hotspur,76,CM,Portugal,EPL,3,3,H,H,181cm,71kg,21
2019/2020,Ignacio Pussetto,Watford,76,ST,Argentina,EPL,3,4,H,M,180cm,74kg,24
2019/2020,Tim Krul,Norwich City,76,GK,Netherlands,EPL,1,2,M,M,188cm,74kg,32
2019/2020,Cédric,Arsenal,76,RB,Portugal,EPL,3,4,H,M,172cm,67kg,28
2019/2020,Alexis Mac Allister,Brighton & Hove Albion,76,CAM,Argentina,EPL,3,3,M,M,176cm,70kg,21
2019/2020,Zack Steffen,Manchester City,76,GK,United States,EPL,1,4,M,M,191cm,86kg,25
2019/2020,Florin Andone,Brighton & Hove Albion,76,ST,Romania,EPL,3,3,H,H,180cm,78kg,27
2019/2020,Simon Francis,Bournemouth,75,CB,England,EPL,2,4,M,M,187cm,90kg,35
2019/2020,Pablo Zabaleta,West Ham United,75,RB,Argentina,EPL,3,3,M,H,178cm,74kg,35
2019/2020,Leighton Baines,Everton,75,LB,England,EPL,3,3,H,M,170cm,70kg,35
2019/2020,Wayne Hennessey,Crystal Palace,75,GK,Wales,EPL,1,3,M,M,198cm,90kg,33
2019/2020,Stefano Okaka,Watford,75,ST,Italy,EPL,2,3,H,H,186cm,90kg,30
2019/2020,Ciaran Clark,Newcastle United,75,CB,Republic of Ireland,EPL,2,2,M,M,185cm,88kg,30
2019/2020,Martin Kelly,Crystal Palace,75,CB,England,EPL,2,3,L,M,191cm,77kg,30
2019/2020,Dan Gosling,Bournemouth,75,CM,England,EPL,3,3,M,H,183cm,79kg,30
2019/2020,Oliver Norwood,Sheffield United,75,CM,Northern Ireland,EPL,2,3,M,M,175cm,69kg,29
2019/2020,Craig Dawson,Watford,75,CB,England,EPL,2,2,M,M,188cm,82kg,30
2019/2020,Jordan Ayew,Crystal Palace,75,ST,Ghana,EPL,4,3,M,M,182cm,81kg,28
2019/2020,Josip Drmic,Norwich City,75,ST,Switzerland,EPL,3,4,M,M,183cm,81kg,27
2019/2020,Calum Chambers,Arsenal,75,CDM,England,EPL,2,3,L,H,183cm,73kg,25
2019/2020,Guido Carrillo,Southampton,75,ST,Argentina,EPL,3,3,M,M,191cm,87kg,29
2019/2020,Wesley Hoedt,Southampton,75,CB,Netherlands,EPL,2,3,M,H,188cm,77kg,26
2019/2020,Yoshinori Muto,Newcastle United,75,ST,Japan,EPL,3,4,H,H,178cm,72kg,27
2019/2020,Harry Wilson,Bournemouth,75,RW,Wales,EPL,3,3,H,M,173cm,70kg,23
2019/2020,Ryan Sessegnon,Tottenham Hotspur,75,LM,England,EPL,4,3,H,M,178cm,71kg,20
2019/2020,Ainsley Maitland-Niles,Arsenal,75,RWB,England,EPL,4,3,M,M,177cm,71kg,22
2019/2020,Mason Mount,Chelsea,75,CAM,England,EPL,3,4,H,M,178cm,64kg,21
2019/2020,Artur Boruc,Bournemouth,75,GK,Poland,EPL,1,3,M,M,193cm,87kg,40
2019/2020,Wes Morgan,Leicester City,75,CB,Jamaica,EPL,2,2,M,H,186cm,101kg,36
2019/2020,Willy Caballero,Chelsea,75,GK,Argentina,EPL,1,3,M,M,186cm,81kg,38
2019/2020,Scott Dann,Crystal Palace,75,CB,England,EPL,2,3,L,M,188cm,78kg,33
2019/2020,Jonas Lössl,Everton,75,GK,Denmark,EPL,1,2,M,M,195cm,88kg,31
2019/2020,Andrew Surman,Bournemouth,75,CM,England,EPL,3,4,L,M,178cm,73kg,33
2019/2020,Adrian Mariappa,Watford,75,CB,Jamaica,EPL,2,3,M,M,180cm,79kg,33
2019/2020,Carlos Sánchez,West Ham United,75,CDM,Colombia,EPL,3,3,M,M,182cm,82kg,34
2019/2020,Christian Benteke,Crystal Palace,75,ST,Belgium,EPL,2,3,M,L,190cm,83kg,29
2019/2020,Matteo Darmian,Manchester United,75,LB,Italy,EPL,3,5,L,H,182cm,70kg,30
2019/2020,Matt Ritchie,Newcastle United,75,LWB,Scotland,EPL,4,4,H,M,172cm,76kg,30
2019/2020,James McCarthy,Crystal Palace,75,CDM,Republic of Ireland,EPL,3,4,M,H,180cm,72kg,29
2019/2020,Yannick Bolasie,Everton,75,LM,Congo DR,EPL,5,4,M,L,188cm,84kg,31
2019/2020,Junior Stanislas,Bournemouth,75,LM,England,EPL,3,3,H,M,183cm,76kg,30
2019/2020,Maya Yoshida,Southampton,75,CB,Japan,EPL,2,4,M,H,189cm,78kg,31
2019/2020,Matthew Lowton,Burnley,75,RB,England,EPL,2,3,H,H,181cm,78kg,30
2019/2020,Jeff Hendrick,Burnley,75,RM,Republic of Ireland,EPL,3,3,M,H,183cm,84kg,28
2019/2020,Stuart Armstrong,Southampton,75,CAM,Scotland,EPL,3,4,H,H,183cm,75kg,28
2019/2020,Emiliano Martinez,Arsenal,75,GK,Argentina,EPL,1,3,M,M,193cm,85kg,27
2019/2020,Paul Dummett,Newcastle United,75,CB,Wales,EPL,2,2,M,M,183cm,82kg,28
2019/2020,Paulo Gazzaniga,Tottenham Hotspur,75,GK,Argentina,EPL,1,3,M,M,196cm,90kg,28
2019/2020,Nathaniel Chalobah,Watford,75,CDM,England,EPL,3,3,M,M,185cm,76kg,25
2019/2020,Jetro Willems,Newcastle United,75,LWB,Netherlands,EPL,3,4,H,L,177cm,82kg,26
2019/2020,Solly March,Brighton & Hove Albion,75,LM,England,EPL,3,2,H,H,180cm,77kg,25
2019/2020,John McGinn,Aston Villa,75,CM,Scotland,EPL,3,4,H,H,178cm,68kg,25
2019/2020,Neal Maupay,Brighton & Hove Albion,75,ST,France,EPL,3,3,M,M,171cm,69kg,23
2019/2020,Kenedy,Chelsea,75,LM,Brazil,EPL,4,2,H,H,182cm,77kg,24
2019/2020,Demarai Gray,Leicester City,75,LW,England,EPL,4,3,H,M,180cm,74kg,23
2019/2020,Lovre Kalinic,Aston Villa,75,GK,Croatia,EPL,1,2,M,M,201cm,99kg,30
2019/2020,Mason Holgate,Everton,75,RB,England,EPL,3,3,M,M,184cm,75kg,23
2019/2020,Tom Davies,Everton,75,CM,England,EPL,3,3,H,M,185cm,70kg,21
2019/2020,Bernardo,Brighton & Hove Albion,75,LB,Brazil,EPL,3,3,M,M,186cm,76kg,25
2019/2020,Dean Henderson,Sheffield United,75,GK,England,EPL,1,2,M,M,190cm,85kg,23
2019/2020,Diogo Dalot,Manchester United,75,RB,Portugal,EPL,3,3,H,M,183cm,76kg,21
2019/2020,Harvey Barnes,Leicester City,75,LW,England,EPL,3,4,H,M,174cm,66kg,22
2019/2020,Mattéo Guendouzi,Arsenal,75,CM,France,EPL,3,3,M,H,185cm,68kg,21
2019/2020,Nampalys Mendy,Leicester City,75,CDM,France,EPL,3,3,L,H,167cm,73kg,27
2019/2020,Alireza Jahanbakhsh,Brighton & Hove Albion,75,RW,Iran,EPL,4,4,M,M,180cm,78kg,26
2019/2020,Yves Bissouma,Brighton & Hove Albion,75,CM,Mali,EPL,4,3,H,M,182cm,80kg,23
2019/2020,Andy Carroll,Newcastle United,75,ST,England,EPL,2,3,M,H,193cm,79kg,31
2019/2020,Takumi Minamino,Liverpool,75,RM,Japan,EPL,3,4,M,M,174cm,67kg,25
2019/2020,Darren Randolph,West Ham United,75,GK,Republic of Ireland,EPL,1,3,M,M,188cm,78kg,33
2019/2020,Lukas Rupp,Norwich City,75,CM,Germany,EPL,3,3,M,M,178cm,73kg,29
2019/2020,Jarrod Bowen,West Ham United,75,RM,England,EPL,4,3,M,M,175cm,70kg,23
2019/2020,Valentino Lazaro,Newcastle United,75,RWB,Austria,EPL,4,3,H,M,180cm,76kg,24
2019/2020,Borja Bastón,Aston Villa,75,ST,Spain,EPL,3,4,M,L,186cm,83kg,27
2019/2020,Panagiotis Retsos,Sheffield United,75,CB,Greece,EPL,2,3,M,H,186cm,81kg,21
2019/2020,Kenedy,Chelsea,75,LM,Brazil,EPL,4,2,H,H,182cm,77kg,24
2019/2020,Percy Tau,Brighton & Hove Albion,75,RW,South Africa,EPL,4,4,M,L,168cm,65kg,26
2019/2020,Wesley Hoedt,Southampton,75,CB,Netherlands,EPL,2,3,M,H,188cm,77kg,26
2019/2020,Harry Wilson,Liverpool,75,RM,Wales,EPL,3,3,H,M,173cm,70kg,23
2019/2020,Dean Henderson,Manchester United,75,GK,England,EPL,1,2,M,M,190cm,85kg,23
2019/2020,Sandro,Everton,75,ST,Spain,EPL,3,4,H,M,175cm,71kg,24
2019/2020,Juan Camilo Hernández,Watford,75,ST,Colombia,EPL,3,4,H,M,176cm,73kg,21
2019/2020,Ferrán Torres,Manchester City,75,RM,Spain,EPL,3,4,H,M,180cm,72kg,20
2019/2020,Yannick Bolasie,Everton,75,LW,Congo DR,EPL,5,4,M,L,188cm,84kg,31
2019/2020,Lovre Kalinic,Aston Villa,75,GK,Croatia,EPL,1,2,M,M,201cm,99kg,30
2019/2020,Mohammed Salisu,Southampton,75,CB,Ghana,EPL,2,3,M,H,191cm,85kg,21
2019/2020,Gaëtan Bong,Brighton & Hove Albion,74,LB,Cameroon,EPL,3,3,H,H,183cm,74kg,32
2019/2020,Henri Saivet,Newcastle United,74,CAM,Senegal,EPL,3,4,H,H,174cm,76kg,29
2019/2020,Leon Balogun,Brighton & Hove Albion,74,CB,Nigeria,EPL,2,3,M,M,190cm,88kg,31
2019/2020,John Egan,Sheffield United,74,CB,Republic of Ireland,EPL,2,3,M,M,188cm,75kg,27
2019/2020,Tyrone Mings,Aston Villa,74,CB,England,EPL,3,3,M,M,196cm,77kg,27
2019/2020,Patrick Roberts,Norwich City,74,RM,England,EPL,4,3,M,M,170cm,66kg,23
2019/2020,Adam Masina,Watford,74,LB,Italy,EPL,3,3,M,H,191cm,87kg,26
2019/2020,Che Adams,Southampton,74,ST,England,EPL,3,4,H,M,178cm,66kg,23
2019/2020,Aaron Lennon,Burnley,74,RM,England,EPL,3,3,H,H,165cm,63kg,33
2019/2020,Billy Sharp,Sheffield United,74,ST,England,EPL,2,3,M,H,175cm,70kg,34
2019/2020,Shane Long,Southampton,74,ST,Republic of Ireland,EPL,3,2,H,H,178cm,70kg,33
2019/2020,James Chester,Aston Villa,74,CB,Wales,EPL,2,3,M,M,180cm,79kg,31
2019/2020,Enda Stevens,Sheffield United,74,LWB,Republic of Ireland,EPL,3,2,M,M,183cm,78kg,29
2019/2020,Marvin Zeegelaar,Watford,74,LB,Netherlands,EPL,3,3,H,M,186cm,82kg,29
2019/2020,Conor Hourihane,Aston Villa,74,CM,Republic of Ireland,EPL,3,4,H,M,181cm,70kg,29
2019/2020,Timm Klose,Norwich City,74,CB,Switzerland,EPL,2,3,M,M,193cm,87kg,32
2019/2020,Ben Gibson,Burnley,74,CB,England,EPL,2,3,M,M,185cm,78kg,27
2019/2020,Jeffrey Schlupp,Crystal Palace,74,LM,Ghana,EPL,3,2,H,M,178cm,72kg,27
2019/2020,Jack Stephens,Southampton,74,CB,England,EPL,2,3,M,M,185cm,75kg,26
2019/2020,Dimitri Foulquier,Watford,74,RM,France,EPL,3,3,M,M,183cm,78kg,27
2019/2020,Ryan Fredericks,West Ham United,74,RB,England,EPL,3,3,H,M,181cm,74kg,27
2019/2020,Christian Atsu,Newcastle United,74,LM,Ghana,EPL,3,3,M,L,165cm,65kg,28
2019/2020,Adam Webster,Brighton & Hove Albion,74,CB,England,EPL,2,4,M,M,191cm,75kg,25
2019/2020,Abdul Rahman Baba,Chelsea,74,LB,Ghana,EPL,3,2,H,M,179cm,70kg,25
2019/2020,Rachid Ghezzal,Leicester City,74,RW,Algeria,EPL,4,3,M,L,182cm,70kg,28
2019/2020,Manquillo,Newcastle United,74,RWB,Spain,EPL,3,3,H,M,178cm,76kg,26
2019/2020,Jack O'Connell,Sheffield United,74,CB,England,EPL,2,2,H,M,191cm,85kg,26
2019/2020,Adama,Wolverhampton Wanderers,74,RW,Spain,EPL,4,2,H,M,178cm,72kg,24
2019/2020,Anwar El Ghazi,Aston Villa,74,LW,Netherlands,EPL,4,4,M,L,189cm,90kg,25
2019/2020,Oliver McBurnie,Sheffield United,74,ST,Scotland,EPL,3,3,M,L,191cm,77kg,23
2019/2020,Diego Rico,Bournemouth,74,LB,Spain,EPL,3,2,M,M,183cm,76kg,27
2019/2020,Philip Billing,Bournemouth,74,CM,Denmark,EPL,3,3,M,M,197cm,80kg,23
2019/2020,Albian Ajeti,West Ham United,74,ST,Switzerland,EPL,3,4,H,M,183cm,78kg,23
2019/2020,Emiliano Buendía,Norwich City,74,RM,Argentina,EPL,4,4,H,H,170cm,65kg,23
2019/2020,Aleix García,Manchester City,74,CM,Spain,EPL,3,3,M,M,173cm,68kg,22
2019/2020,Çaglar Söyüncü,Leicester City,74,CB,Turkey,EPL,2,4,M,M,185cm,82kg,24
2019/2020,Juan Foyth,Tottenham Hotspur,74,CB,Argentina,EPL,3,3,M,H,187cm,69kg,22
2019/2020,Moussa Djenepo,Southampton,74,LM,Mali,EPL,3,3,M,M,177cm,65kg,21
2019/2020,Emil Krafth,Newcastle United,74,RB,Sweden,EPL,3,3,H,M,181cm,72kg,25
2019/2020,Kyle Walker-Peters,Tottenham Hotspur,74,RB,England,EPL,3,4,H,M,174cm,64kg,23
2019/2020,Hamza Choudhury,Leicester City,74,CDM,England,EPL,2,3,M,H,178cm,64kg,22
2019/2020,Callum Hudson-Odoi,Chelsea,74,RW,England,EPL,4,3,H,M,177cm,75kg,19
2019/2020,Dwight McNeil,Burnley,74,LM,England,EPL,3,3,H,H,183cm,68kg,20
2019/2020,Douglas Luiz Soares de Paulo,Aston Villa,74,CM,Brazil,EPL,3,2,M,M,178cm,70kg,22
2019/2020,Kyle Walker-Peters,Southampton,74,RB,England,EPL,3,4,H,M,174cm,64kg,23
2019/2020,Vorm,Tottenham Hotspur,74,GK,Netherlands,EPL,1,3,M,M,184cm,84kg,36
2019/2020,Aleix García,Manchester City,74,CM,Spain,EPL,3,3,M,M,173cm,68kg,22
2019/2020,Charly Musonda,Chelsea,74,RM,Belgium,EPL,4,5,M,M,173cm,66kg,23
2019/2020,Patrick Roberts,Manchester City,74,RM,England,EPL,4,3,M,M,170cm,66kg,23
2019/2020,Rachid Ghezzal,Leicester City,74,RW,Algeria,EPL,4,3,M,L,182cm,70kg,28
2019/2020,Harry Arter,Bournemouth,74,CM,Republic of Ireland,EPL,3,5,H,H,176cm,70kg,30
2019/2020,Mario Vrancic,Norwich City,73,CM,Bosnia and Herzegovina,EPL,3,3,M,M,187cm,78kg,31
2019/2020,Joel Ward,Crystal Palace,73,RB,England,EPL,3,3,M,H,188cm,83kg,30
2019/2020,John Fleck,Sheffield United,73,CM,Scotland,EPL,3,2,M,M,169cm,72kg,28
2019/2020,Moritz Leitner,Norwich City,73,CM,Germany,EPL,3,4,M,M,176cm,68kg,27
2019/2020,Callum Robinson,Sheffield United,73,ST,Republic of Ireland,EPL,3,3,H,M,178cm,75kg,25
2019/2020,Matej Vydra,Burnley,73,CAM,Czech Republic,EPL,3,4,M,M,175cm,71kg,28
2019/2020,Tom Trybull,Norwich City,73,CDM,Germany,EPL,3,3,M,H,181cm,72kg,27
2019/2020,Maarten Stekelenburg,Everton,73,GK,Netherlands,EPL,1,4,M,M,197cm,92kg,37
2019/2020,Christian Fuchs,Leicester City,73,LB,Austria,EPL,3,2,M,M,187cm,89kg,34
2019/2020,Luke Freeman,Sheffield United,73,CAM,England,EPL,3,3,M,M,172cm,73kg,28
2019/2020,Charlie Daniels,Bournemouth,73,LB,England,EPL,3,3,H,M,178cm,75kg,33
2019/2020,Tim Krul,Norwich City,73,GK,Netherlands,EPL,1,2,M,M,188cm,74kg,32
2019/2020,Sebastian Prödl,Watford,73,CB,Austria,EPL,2,2,M,M,196cm,97kg,32
2019/2020,Erik Pieters,Burnley,73,LB,Netherlands,EPL,3,3,M,H,186cm,87kg,31
2019/2020,Ryan Bennett,Wolverhampton Wanderers,73,CB,England,EPL,2,2,L,M,188cm,78kg,30
2019/2020,Chris Basham,Sheffield United,73,CB,England,EPL,2,2,H,M,190cm,80kg,31
2019/2020,Jonathan Kodjia,Aston Villa,73,ST,Côte d'Ivoire,EPL,3,3,H,M,189cm,77kg,30
2019/2020,Marco Stiepermann,Norwich City,73,CAM,Germany,EPL,3,2,M,M,190cm,86kg,29
2019/2020,Ezequiel Schelotto,Brighton & Hove Albion,73,RB,Italy,EPL,3,3,H,M,187cm,77kg,31
2019/2020,Karl Darlow,Newcastle United,73,GK,England,EPL,1,2,M,M,190cm,78kg,29
2019/2020,Kevin Long,Burnley,73,CB,Republic of Ireland,EPL,2,2,L,M,190cm,82kg,29
2019/2020,Onel Hernandez,Norwich City,73,LM,Germany,EPL,4,3,H,M,172cm,76kg,27
2019/2020,Jota,Aston Villa,73,RW,Spain,EPL,3,2,H,L,180cm,70kg,28
2019/2020,Jordon Ibe,Bournemouth,73,RM,England,EPL,3,4,M,M,176cm,81kg,24
2019/2020,Danny Ward,Leicester City,73,GK,Wales,EPL,1,3,M,M,191cm,88kg,26
2019/2020,Oumar Niasse,Everton,73,ST,Senegal,EPL,3,3,H,M,182cm,82kg,30
2019/2020,Daniel Amartey,Leicester City,73,RB,Ghana,EPL,3,3,M,H,186cm,79kg,25
2019/2020,Isaac Success,Watford,73,ST,Nigeria,EPL,3,3,M,M,182cm,90kg,24
2019/2020,Ryan Kent,Liverpool,73,LW,England,EPL,4,5,H,M,172cm,65kg,23
2019/2020,Kelechi Iheanacho,Leicester City,73,ST,Nigeria,EPL,4,3,M,M,183cm,80kg,23
2019/2020,Axel Tuanzebe,Manchester United,73,CB,England,EPL,3,3,M,M,185cm,72kg,22
2019/2020,Timothy Fosu-Mensah,Manchester United,73,RB,Netherlands,EPL,3,4,M,M,185cm,78kg,22
2019/2020,Chris Mepham,Bournemouth,73,CB,Wales,EPL,2,3,H,H,191cm,75kg,22
2019/2020,Reece James,Chelsea,73,RB,England,EPL,3,3,M,M,182cm,82kg,20
2019/2020,Ryan Bennett,Leicester City,73,CB,England,EPL,2,2,L,M,188cm,78kg,30
2019/2020,Jonjoe Kenny,Everton,73,RB,England,EPL,3,3,H,M,176cm,67kg,23
2019/2020,Fraser Forster,Southampton,73,GK,England,EPL,1,5,M,M,201cm,93kg,32
2019/2020,Pedro Porro,Manchester City,73,RB,Spain,EPL,3,3,H,M,176cm,70kg,20
2019/2020,Matt Miazga,Chelsea,73,CB,United States,EPL,2,3,L,M,193cm,84kg,24
2019/2020,Marc Navarro,Watford,73,RB,Spain,EPL,2,2,H,M,188cm,79kg,24
2019/2020,Callum Robinson,Sheffield United,73,ST,Republic of Ireland,EPL,3,3,H,M,178cm,75kg,25
2019/2020,Lee Grant,Manchester United,72,GK,England,EPL,1,4,M,M,193cm,83kg,37
2019/2020,Scott Carson,Manchester City,72,GK,England,EPL,1,3,M,M,190cm,86kg,34
2019/2020,Phil Bardsley,Burnley,72,RB,Scotland,EPL,3,3,M,M,180cm,79kg,34
2019/2020,David McGoldrick,Sheffield United,72,ST,Republic of Ireland,EPL,3,3,M,M,183cm,74kg,32
2019/2020,Ørjan Nyland,Aston Villa,72,GK,Norway,EPL,1,4,M,M,192cm,90kg,29
2019/2020,Muhamed Bešic,Sheffield United,72,CM,Bosnia and Herzegovina,EPL,3,3,M,H,180cm,80kg,27
2019/2020,Kenny McLean,Norwich City,72,CM,Scotland,EPL,3,3,H,H,183cm,70kg,28
2019/2020,Sam Byram,Norwich City,72,RB,England,EPL,3,3,H,M,183cm,72kg,26
2019/2020,Ben Osborn,Sheffield United,72,LWB,England,EPL,3,3,H,M,176cm,75kg,25
2019/2020,Matt Targett,Aston Villa,72,LB,England,EPL,3,2,H,M,183cm,70kg,24
2019/2020,Léo Bonatini,Wolverhampton Wanderers,72,ST,Brazil,EPL,3,4,M,H,184cm,83kg,26
2019/2020,Jaïro Riedewald,Crystal Palace,72,CB,Netherlands,EPL,3,3,M,M,182cm,79kg,23
2019/2020,Jamal Lewis,Norwich City,72,LB,Northern Ireland,EPL,3,3,H,M,177cm,70kg,22
2019/2020,Reiss Nelson,Arsenal,72,RW,England,EPL,4,4,H,M,175cm,71kg,20
2019/2020,Adalberto Peñaranda,Watford,72,ST,Venezuela,EPL,3,3,H,M,185cm,83kg,22
2019/2020,Daniel James,Manchester United,72,LM,Wales,EPL,3,4,H,M,170cm,76kg,22
2019/2020,Sean Longstaff,Newcastle United,72,CM,England,EPL,2,4,H,M,180cm,65kg,22
2019/2020,Christoph Zimmermann,Norwich City,72,CB,Germany,EPL,2,3,M,H,194cm,92kg,27
2019/2020,Max Aarons,Norwich City,72,RB,England,EPL,3,3,H,M,178cm,73kg,20
2019/2020,Tudor Baluta,Brighton & Hove Albion,72,CDM,Romania,EPL,2,2,M,H,191cm,80kg,21
2019/2020,Michael Hector,Chelsea,72,CB,Jamaica,EPL,2,3,M,M,193cm,82kg,27
2019/2020,Lucas Domingues Piazon,Chelsea,72,RW,Brazil,EPL,3,4,M,M,182cm,73kg,26
2019/2020,Fikayo Tomori,Chelsea,72,CB,England,EPL,2,3,M,M,185cm,75kg,22
2019/2020,Mix Diskerud,Manchester City,72,CM,United States,EPL,3,4,H,M,184cm,73kg,29
2019/2020,Beram Kayal,Brighton & Hove Albion,72,CM,Israel,EPL,3,3,H,H,178cm,74kg,32
2019/2020,Adalberto Peñaranda,Watford,72,LW,Venezuela,EPL,3,3,H,M,185cm,83kg,22
2019/2020,Josh Brownhill,Burnley,72,CM,England,EPL,3,3,H,M,178cm,69kg,24
2019/2020,Muhamed Bešic,Everton,72,CM,Bosnia and Herzegovina,EPL,3,3,M,H,180cm,80kg,27
2019/2020,Tudor Baluta,Brighton & Hove Albion,72,CDM,Romania,EPL,2,2,M,H,191cm,80kg,21
2019/2020,Ovie Ejaria,Liverpool,72,CM,England,EPL,4,3,H,M,183cm,75kg,22
2019/2020,Konstantinos Tsimikas,Liverpool,72,LB,Greece,EPL,3,3,H,M,175cm,68kg,24
2019/2020,Marlos Moreno,Manchester City,72,LW,Colombia,EPL,3,3,H,H,171cm,67kg,23
2019/2020,Léo Bonatini,Wolverhampton Wanderers,72,ST,Brazil,EPL,3,4,M,H,184cm,83kg,26
2019/2020,Wes Foderingham,Sheffield United,72,GK,England,EPL,1,3,M,M,185cm,75kg,29
2019/2020,Alexander Tettey,Norwich City,71,CDM,Norway,EPL,2,2,M,H,180cm,68kg,34
2019/2020,Jack Colback,Newcastle United,71,CDM,England,EPL,3,2,H,H,177cm,77kg,30
2019/2020,Dan Burn,Brighton & Hove Albion,71,CB,England,EPL,2,3,L,M,198cm,87kg,28
2019/2020,Bartosz Kapustka,Leicester City,71,LM,Poland,EPL,3,3,M,M,179cm,67kg,23
2019/2020,Lys Mousset,Sheffield United,71,ST,France,EPL,3,3,M,M,184cm,80kg,24
2019/2020,Ben Godfrey,Norwich City,71,CB,England,EPL,2,3,M,H,183cm,74kg,22
2019/2020,Kevin Danso,Southampton,71,CB,Austria,EPL,2,3,M,M,190cm,89kg,21
2019/2020,Lewis Baker,Chelsea,71,CM,England,EPL,3,5,M,L,182cm,72kg,25
2019/2020,Ante Palaversa,Manchester City,71,CM,Croatia,EPL,3,3,M,M,187cm,79kg,20
2019/2020,Taiwo Awoniyi,Liverpool,71,ST,Nigeria,EPL,3,2,M,M,185cm,84kg,22
2019/2020,William Saliba,Arsenal,71,CB,France,EPL,2,3,H,M,192cm,85kg,19
2019/2020,Jacob Murphy,Newcastle United,71,RW,England,EPL,3,3,H,L,179cm,74kg,25
2019/2020,Jordan Hugill,West Ham United,71,ST,England,EPL,3,2,H,H,183cm,85kg,27
2019/2020,Matt Clarke,Brighton & Hove Albion,71,CB,England,EPL,3,3,H,M,188cm,74kg,23
2019/2020,Harrison Reed,Southampton,71,CDM,England,EPL,3,3,M,H,176cm,72kg,25
2019/2020,Leon Clarke,Sheffield United,70,ST,England,EPL,2,4,M,M,188cm,89kg,35
2019/2020,John Ruddy,Wolverhampton Wanderers,70,GK,England,EPL,1,3,M,M,193cm,97kg,33
2019/2020,Rob Elliot,Newcastle United,70,GK,Republic of Ireland,EPL,1,2,M,M,190cm,94kg,34
2019/2020,Neil Taylor,Aston Villa,70,LB,Wales,EPL,3,3,M,H,175cm,75kg,31
2019/2020,Henri Lansbury,Aston Villa,70,CM,England,EPL,3,3,M,M,183cm,85kg,29
2019/2020,Ahmed Elmohamady,Aston Villa,70,RB,Egypt,EPL,3,3,H,M,183cm,78kg,32
2019/2020,Connor Wickham,Crystal Palace,70,ST,England,EPL,3,3,H,M,191cm,90kg,27
2019/2020,Jed Steer,Aston Villa,70,GK,England,EPL,1,2,M,M,188cm,80kg,27
2019/2020,Roderick Miranda,Wolverhampton Wanderers,70,CB,Portugal,EPL,2,2,M,M,192cm,89kg,29
2019/2020,Grant Hanley,Norwich City,70,CB,Scotland,EPL,2,3,L,M,187cm,81kg,28
2019/2020,Cuco Martina,Everton,70,RB,Curaçao,EPL,2,3,M,M,185cm,77kg,30
2019/2020,Philip Heise,Norwich City,70,LB,Germany,EPL,3,3,M,M,184cm,78kg,28
2019/2020,Jack Stacey,Bournemouth,70,RB,England,EPL,2,3,H,M,178cm,62kg,24
2019/2020,Rolando Aarons,Newcastle United,70,LM,England,EPL,3,3,M,M,178cm,76kg,24
2019/2020,Dominic Solanke,Bournemouth,70,ST,England,EPL,3,3,H,M,187cm,80kg,22
2019/2020,Ezri Konsa,Aston Villa,70,CB,England,EPL,2,3,M,H,183cm,77kg,22
2019/2020,Michael Verrips,Sheffield United,70,GK,Netherlands,EPL,1,3,M,M,195cm,90kg,23
2019/2020,Rúben Vinagre,Wolverhampton Wanderers,70,LWB,Portugal,EPL,4,2,H,M,174cm,64kg,21
2019/2020,Morgan Gibbs-White,Wolverhampton Wanderers,70,CM,England,EPL,4,2,M,M,178cm,70kg,20
2019/2020,Fousseni Diabaté,Leicester City,70,RW,Mali,EPL,3,3,M,L,175cm,60kg,24
2019/2020,Konstantinos Mavropanos,Arsenal,70,CB,Greece,EPL,2,2,M,H,194cm,88kg,22
2019/2020,Jack Robinson,Sheffield United,70,LB,England,EPL,2,3,H,H,180cm,67kg,26
2019/2020,Joel Pereira,Manchester United,70,GK,Portugal,EPL,1,2,M,M,188cm,70kg,23
2019/2020,Rolando Aarons,Newcastle United,70,LW,England,EPL,3,3,M,M,178cm,76kg,24
2019/2020,Philippe Sandler,Manchester City,70,CB,Netherlands,EPL,2,3,H,M,190cm,82kg,23
2019/2020,Isaiah Brown,Chelsea,70,CAM,England,EPL,3,3,M,M,182cm,70kg,23
2019/2020,Jake Clarke-Salter,Chelsea,70,CB,England,EPL,2,3,M,H,188cm,70kg,22
2019/2020,Kieran Dowell,Everton,70,CAM,England,EPL,3,3,M,L,185cm,80kg,22
2019/2020,Fousseni Diabaté,Leicester City,70,LM,Mali,EPL,3,3,M,L,175cm,60kg,24
