season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2020/2021,Jan Bednarek,Southampton,77,CB,Poland,EPL,2,3,M,H,189cm,77kg,25
2020/2021,Harry Wilson,Liverpool,77,RM,Wales,EPL,3,3,H,M,173cm,70kg,24
2020/2021,Timothy Castagne,Leicester City,77,RM,Belgium,EPL,3,3,M,H,180cm,80kg,25
2020/2021,Jarrod Bowen,West Ham,77,RM,England,EPL,4,3,H,M,175cm,70kg,24
2020/2021,Mason Holgate,Everton,77,CB,England,EPL,3,3,M,M,184cm,75kg,24
2020/2021,André-Franck Zambo Anguissa,Fulham,77,CM,Cameroon,EPL,3,3,M,M,184cm,78kg,25
2020/2021,Issa Diop,West Ham,77,CB,France,EPL,2,3,M,M,194cm,92kg,24
2020/2021,Mattéo Guendouzi,Arsenal,77,CDM,France,EPL,3,3,M,H,185cm,80kg,22
2020/2021,Kenny Tete,Fulham,77,RB,Netherlands,EPL,2,2,M,H,180cm,71kg,25
2020/2021,Saïd Benrahma,West Ham,77,LW,Algeria,EPL,4,4,H,L,172cm,67kg,25
2020/2021,Robert Snodgrass,West Brom,77,RM,Scotland,EPL,3,3,H,M,182cm,82kg,33
2020/2021,Joshua King,Everton,77,CF,Norway,EPL,4,3,M,M,184cm,82kg,29
2020/2021,Ozan Kabak,Liverpool,77,CB,Turkey,EPL,2,3,M,M,186cm,86kg,21
2020/2021,Jesse Lingard,West Ham,77,CAM,England,EPL,4,3,H,H,175cm,62kg,28
2020/2021,Takumi Minamino,Southampton,77,RW,Japan,EPL,3,4,H,M,174cm,67kg,26
2020/2021,Okay Yokuslu,West Brom,77,CDM,Turkey,EPL,3,3,M,H,190cm,79kg,27
2020/2021,Shane Duffy,Brighton,77,CB,Republic of Ireland,EPL,2,3,M,H,193cm,76kg,29
2020/2021,Ashley Young,Aston Villa,77,RM,England,EPL,4,3,M,M,175cm,65kg,35
2020/2021,Emiliano Buendía,Aston Villa,77,RM,Argentina,EPL,4,4,H,H,172cm,65kg,24
2020/2021,Mario Lemina,Southampton,77,CM,Gabon,EPL,3,3,M,M,184cm,85kg,27
2020/2021,Kalvin Phillips,Leeds United,76,CDM,England,EPL,3,3,M,H,178cm,72kg,25
2020/2021,Mohammed Salisu,Southampton,76,CB,Ghana,EPL,2,3,M,H,191cm,85kg,22
2020/2021,John Lundstram,Sheffield Utd,76,CM,England,EPL,3,5,M,H,181cm,74kg,27
2020/2021,DeAndre Yedlin,Newcastle Utd,76,RWB,United States,EPL,3,3,H,M,172cm,75kg,27
2020/2021,Theo Walcott,Everton,76,RM,England,EPL,3,2,M,M,176cm,68kg,32
2020/2021,Jay Rodriguez,Burnley,76,ST,England,EPL,3,4,H,M,185cm,84kg,31
2020/2021,Fraser Forster,Southampton,76,GK,England,EPL,1,5,M,M,201cm,93kg,33
2020/2021,James Tomkins,Crystal Palace,76,CB,England,EPL,2,3,M,M,192cm,74kg,32
2020/2021,Ciaran Clark,Newcastle Utd,76,CB,Republic of Ireland,EPL,2,2,M,M,185cm,88kg,31
2020/2021,Marc Albrighton,Leicester City,76,RM,England,EPL,3,3,H,H,175cm,74kg,31
2020/2021,Mamadou Sakho,Crystal Palace,76,CB,France,EPL,2,2,M,H,187cm,83kg,31
2020/2021,Adrien Silva,Leicester City,76,CM,Portugal,EPL,3,4,M,H,175cm,69kg,32
2020/2021,Joel Ward,Crystal Palace,76,RB,England,EPL,3,3,M,H,188cm,83kg,31
2020/2021,James McCarthy,Crystal Palace,76,CDM,Republic of Ireland,EPL,3,4,M,H,180cm,72kg,30
2020/2021,Jack Wilshere,West Ham,76,CM,England,EPL,3,2,M,M,172cm,68kg,29
2020/2021,Davy Pröpper,Brighton,76,CM,Netherlands,EPL,4,3,M,H,185cm,79kg,29
2020/2021,Adrián San Miguel Castillo,Liverpool,76,GK,Spain,EPL,1,2,M,M,190cm,80kg,34
2020/2021,Tom Cairney,Fulham,76,CAM,Scotland,EPL,4,2,M,M,186cm,84kg,30
2020/2021,Dennis Praet,Leicester City,76,CM,Belgium,EPL,4,4,H,M,181cm,78kg,27
2020/2021,Cédric,Arsenal,76,RB,Portugal,EPL,3,4,H,M,172cm,67kg,29
2020/2021,Stuart Armstrong,Southampton,76,RM,Scotland,EPL,3,4,H,H,183cm,75kg,29
2020/2021,Ryan Fredericks,West Ham,76,RB,England,EPL,3,3,H,M,181cm,74kg,28
2020/2021,Marçal,Wolves,76,LB,Brazil,EPL,3,3,M,H,178cm,74kg,32
2020/2021,John McGinn,Aston Villa,76,CM,Scotland,EPL,3,4,H,H,178cm,68kg,26
2020/2021,Manquillo,Newcastle Utd,76,RWB,Spain,EPL,3,3,H,M,178cm,76kg,27
2020/2021,Max Meyer,Crystal Palace,76,LM,Germany,EPL,4,4,M,M,173cm,68kg,25
2020/2021,Mohamed Elneny,Arsenal,76,CDM,Egypt,EPL,3,3,M,H,181cm,74kg,28
2020/2021,Mbwana Ally Samatta,Aston Villa,76,ST,Tanzania,EPL,3,4,H,H,183cm,80kg,28
2020/2021,Matt Targett,Aston Villa,76,LB,England,EPL,3,2,H,M,183cm,70kg,25
2020/2021,Ollie Watkins,Aston Villa,76,ST,England,EPL,3,4,H,H,180cm,70kg,25
2020/2021,Jonjoe Kenny,Everton,76,RB,England,EPL,3,3,H,M,176cm,67kg,24
2020/2021,Ainsley Maitland-Niles,Arsenal,76,RWB,England,EPL,4,3,M,M,177cm,70kg,23
2020/2021,Frédéric Guilbert,Aston Villa,76,RB,France,EPL,3,2,H,M,178cm,70kg,26
2020/2021,Matheus Fellipe Costa Pereira,West Brom,76,CAM,Brazil,EPL,4,3,H,M,175cm,74kg,25
2020/2021,Konstantinos Tsimikas,Liverpool,76,LB,Greece,EPL,3,3,H,H,179cm,68kg,25
2020/2021,Wesley,Aston Villa,76,ST,Brazil,EPL,3,3,H,H,191cm,94kg,24
2020/2021,Fikayo Tomori,Chelsea,76,CB,England,EPL,2,4,M,M,185cm,78kg,23
2020/2021,Diogo Dalot,Manchester Utd,76,RB,Portugal,EPL,3,3,H,M,183cm,76kg,22
2020/2021,Zack Steffen,Manchester City,76,GK,United States,EPL,1,3,M,M,191cm,86kg,26
2020/2021,Robin Koch,Leeds United,76,CB,Germany,EPL,2,3,M,M,192cm,83kg,24
2020/2021,Bertrand Traoré,Aston Villa,76,RW,Burkina Faso,EPL,4,1,H,M,181cm,73kg,25
2020/2021,Diego Llorente,Leeds United,76,CB,Spain,EPL,2,3,M,M,186cm,76kg,27
2020/2021,Theo Walcott,Southampton,76,RM,England,EPL,3,2,M,M,176cm,68kg,32
2020/2021,Joachim Andersen,Fulham,76,CB,Denmark,EPL,2,3,M,M,192cm,90kg,24
2020/2021,Mooy,Brighton,76,CM,Australia,EPL,3,3,M,M,173cm,72kg,30
2020/2021,Jean-Philippe Mateta,Crystal Palace,76,ST,France,EPL,3,4,H,L,192cm,88kg,23
2020/2021,Ainsley Maitland-Niles,West Brom,76,RWB,England,EPL,4,3,M,M,177cm,70kg,23
2020/2021,Joe Hart,Spurs,76,GK,England,EPL,1,3,M,M,196cm,91kg,34
2020/2021,Nampalys Mendy,Leicester City,76,CDM,France,EPL,3,3,L,M,167cm,73kg,28
2020/2021,Nathaniel Clyne,Crystal Palace,76,RB,England,EPL,3,2,M,M,175cm,67kg,30
2020/2021,Kenedy,Chelsea,76,LM,Brazil,EPL,4,2,H,H,182cm,77kg,25
2020/2021,Boubakary Soumaré,Leicester City,76,CDM,France,EPL,3,3,M,M,188cm,82kg,22
2020/2021,Patson Daka,Leicester City,76,ST,Zambia,EPL,3,3,M,M,183cm,71kg,22
2020/2021,Mohamed Elyounoussi,Southampton,76,LM,Norway,EPL,4,4,M,M,178cm,70kg,26
2020/2021,Bukayo Saka,Arsenal,75,LM,England,EPL,3,4,H,M,178cm,65kg,19
2020/2021,Yannick Bolasie,Everton,75,LW,Congo DR,EPL,5,3,H,L,185cm,84kg,32
2020/2021,Willy Caballero,Chelsea,75,GK,Argentina,EPL,1,3,M,M,186cm,83kg,39
2020/2021,Mark Noble,West Ham,75,CM,England,EPL,3,3,H,H,177cm,76kg,34
2020/2021,Darren Randolph,West Ham,75,GK,Republic of Ireland,EPL,1,3,M,M,188cm,78kg,34
2020/2021,Wayne Hennessey,Crystal Palace,75,GK,Wales,EPL,1,3,M,M,198cm,90kg,34
2020/2021,James McArthur,Crystal Palace,75,CM,Scotland,EPL,3,3,H,H,178cm,66kg,33
2020/2021,Pablo Hernández,Leeds United,75,CAM,Spain,EPL,4,3,M,M,173cm,66kg,36
2020/2021,Dale Stephens,Brighton,75,CM,England,EPL,3,3,M,H,185cm,78kg,31
2020/2021,Martin Kelly,Crystal Palace,75,CB,England,EPL,2,3,L,M,191cm,77kg,31
2020/2021,Kieran Gibbs,West Brom,75,LB,England,EPL,3,2,H,M,179cm,70kg,31
2020/2021,Luke Ayling,Leeds United,75,RB,England,EPL,3,3,H,M,185cm,72kg,29
2020/2021,Matt Phillips,West Brom,75,RM,Scotland,EPL,4,4,H,M,183cm,75kg,30
2020/2021,Cenk Tosun,Everton,75,ST,Turkey,EPL,3,4,H,M,183cm,78kg,29
2020/2021,Conor Hourihane,Aston Villa,75,CM,Republic of Ireland,EPL,3,4,H,M,180cm,62kg,30
2020/2021,Phil Jones,Manchester Utd,75,CB,England,EPL,2,3,M,H,185cm,71kg,29
2020/2021,Dan Burn,Brighton,75,CB,England,EPL,2,3,H,M,198cm,87kg,29
2020/2021,Oriol Romeu,Southampton,75,CDM,Spain,EPL,2,3,L,H,183cm,83kg,29
2020/2021,Matthew Lowton,Burnley,75,RB,England,EPL,2,3,H,H,181cm,78kg,31
2020/2021,Marco van Ginkel,Chelsea,75,CM,Netherlands,EPL,3,4,H,H,186cm,82kg,28
2020/2021,Marcos Rojo,Manchester Utd,75,CB,Argentina,EPL,3,2,M,M,187cm,85kg,31
2020/2021,Robbie Brady,Burnley,75,LM,Republic of Ireland,EPL,4,3,H,M,179cm,77kg,29
2020/2021,Jack Stephens,Southampton,75,CB,England,EPL,2,2,M,M,185cm,75kg,27
2020/2021,Paul Dummett,Newcastle Utd,75,CB,Wales,EPL,2,2,M,M,183cm,82kg,29
2020/2021,Calum Chambers,Arsenal,75,CB,England,EPL,2,3,M,H,182cm,87kg,26
2020/2021,Sam Johnstone,West Brom,75,GK,England,EPL,1,3,M,M,193cm,85kg,28
2020/2021,Solly March,Brighton,75,LM,England,EPL,3,2,H,H,180cm,77kg,26
2020/2021,Adam Webster,Brighton,75,CB,England,EPL,2,4,M,M,191cm,75kg,26
2020/2021,Andreas Pereira,Manchester Utd,75,CAM,Brazil,EPL,4,4,M,H,178cm,71kg,25
2020/2021,Abdul Rahman Baba,Chelsea,75,LB,Ghana,EPL,3,2,H,M,180cm,72kg,26
2020/2021,Sofiane Boufal,Southampton,75,LM,Morocco,EPL,4,4,M,L,175cm,67kg,27
2020/2021,Ivan Cavaleiro,Fulham,75,LW,Portugal,EPL,4,3,H,M,175cm,80kg,27
2020/2021,Tyrone Mings,Aston Villa,75,CB,England,EPL,3,3,M,M,196cm,77kg,28
2020/2021,Anwar El Ghazi,Aston Villa,75,RW,Netherlands,EPL,4,4,M,L,189cm,90kg,26
2020/2021,Wesley Hoedt,Southampton,75,CB,Netherlands,EPL,2,3,M,M,188cm,77kg,27
2020/2021,Oliver McBurnie,Sheffield Utd,75,ST,Scotland,EPL,3,3,M,M,191cm,77kg,24
2020/2021,Demarai Gray,Leicester City,75,LM,England,EPL,4,3,M,M,180cm,74kg,24
2020/2021,Lovre Kalinic,Aston Villa,75,GK,Croatia,EPL,1,2,M,M,201cm,99kg,31
2020/2021,Marvelous Nakamba,Aston Villa,75,CDM,Zimbabwe,EPL,3,2,M,H,176cm,76kg,27
2020/2021,Joelinton,Newcastle Utd,75,ST,Brazil,EPL,3,4,H,M,186cm,81kg,24
2020/2021,Mahmoud Hassan,Aston Villa,75,LW,Egypt,EPL,4,5,H,M,179cm,78kg,26
2020/2021,Matty Cash,Aston Villa,75,RB,England,EPL,3,3,H,H,179cm,64kg,23
2020/2021,Kyle Walker-Peters,Southampton,75,RB,England,EPL,3,4,H,M,174cm,64kg,24
2020/2021,Fabián Balbuena,West Ham,75,CB,Paraguay,EPL,2,3,M,M,188cm,85kg,29
2020/2021,Rob Holding,Arsenal,75,CB,England,EPL,2,3,M,H,189cm,81kg,25
2020/2021,Tom Davies,Everton,75,CM,England,EPL,3,3,H,M,180cm,70kg,22
2020/2021,Ben White,Brighton,75,CB,England,EPL,2,4,M,M,185cm,77kg,23
2020/2021,Marko Grujić,Liverpool,75,CM,Serbia,EPL,3,3,H,M,191cm,86kg,25
2020/2021,Aaron Ramsdale,Sheffield Utd,75,GK,England,EPL,1,2,M,M,188cm,77kg,23
2020/2021,Gedson Fernandes,Spurs,75,CM,Portugal,EPL,3,3,H,H,181cm,71kg,22
2020/2021,Eberechi Eze,Crystal Palace,75,CAM,England,EPL,4,3,M,M,173cm,67kg,22
2020/2021,Ryan Sessegnon,Spurs,75,LM,England,EPL,4,3,H,M,178cm,71kg,21
2020/2021,Yves Bissouma,Brighton,75,CM,Mali,EPL,4,3,H,M,182cm,80kg,24
2020/2021,Douglas Luiz Soares de Paulo,Aston Villa,75,CDM,Brazil,EPL,3,2,H,M,178cm,70kg,23
2020/2021,Juan Foyth,Spurs,75,CB,Argentina,EPL,3,3,M,H,187cm,69kg,23
2020/2021,Moussa Djenepo,Southampton,75,LM,Mali,EPL,3,3,H,M,177cm,65kg,22
2020/2021,Alexis Mac Allister,Brighton,75,CAM,Argentina,EPL,3,3,M,M,174cm,72kg,22
2020/2021,Williams,Manchester Utd,75,LB,England,EPL,3,3,H,M,182cm,70kg,20
2020/2021,Pablo Marí Villar,Arsenal,75,CB,Spain,EPL,2,3,M,M,193cm,87kg,27
2020/2021,Dale Stephens,Burnley,75,CM,England,EPL,3,3,M,H,185cm,78kg,31
2020/2021,Hendrick,Newcastle Utd,75,RM,Republic of Ireland,EPL,3,3,M,H,183cm,84kg,29
2020/2021,Percy Tau,Brighton,75,CF,South Africa,EPL,4,4,M,L,175cm,65kg,27
2020/2021,Patrick Cutrone,Wolves,75,ST,Italy,EPL,3,3,H,M,183cm,79kg,23
2020/2021,Yangel Herrera,Manchester City,75,CM,Venezuela,EPL,3,3,M,M,184cm,77kg,23
2020/2021,Winston Reid,West Ham,75,CB,New Zealand,EPL,2,3,L,H,190cm,87kg,32
2020/2021,Jürgen Locadia,Brighton,75,ST,Netherlands,EPL,3,4,H,M,185cm,87kg,27
2020/2021,Shane Long,Southampton,74,ST,Republic of Ireland,EPL,3,2,H,H,178cm,70kg,34
2020/2021,Kiko Casilla,Leeds United,74,GK,Spain,EPL,1,2,M,M,190cm,86kg,34
2020/2021,Fabricio,Fulham,74,GK,Spain,EPL,1,4,M,M,184cm,80kg,33
2020/2021,Kamil Grosicki,West Brom,74,LM,Poland,EPL,3,3,M,L,180cm,78kg,32
2020/2021,Erik Pieters,Burnley,74,LB,Netherlands,EPL,3,3,M,H,186cm,87kg,32
2020/2021,David McGoldrick,Sheffield Utd,74,ST,Republic of Ireland,EPL,3,3,M,H,183cm,74kg,33
2020/2021,Andy Carroll,Newcastle Utd,74,ST,England,EPL,2,3,M,H,193cm,79kg,32
2020/2021,Jake Livermore,West Brom,74,CDM,England,EPL,3,2,H,M,180cm,74kg,31
2020/2021,Jeffrey Schlupp,Crystal Palace,74,LM,Ghana,EPL,3,2,H,M,178cm,72kg,28
2020/2021,Joe Bryan,Fulham,74,LB,England,EPL,3,4,H,H,174cm,76kg,27
2020/2021,Anthony Knockaert,Fulham,74,RW,France,EPL,4,3,H,H,172cm,69kg,29
2020/2021,Christian Atsu,Newcastle Utd,74,LM,Ghana,EPL,3,3,M,L,165cm,65kg,29
2020/2021,Dwight Gayle,Newcastle Utd,74,ST,England,EPL,3,4,M,L,174cm,78kg,30
2020/2021,Emil Krafth,Newcastle Utd,74,RB,Sweden,EPL,3,3,H,M,181cm,72kg,26
2020/2021,Danny Ward,Leicester City,74,GK,Wales,EPL,1,3,M,M,191cm,88kg,27
2020/2021,Björn Engels,Aston Villa,74,CB,Belgium,EPL,2,3,M,M,194cm,83kg,26
2020/2021,Ben Osborn,Sheffield Utd,74,LWB,England,EPL,3,3,H,M,176cm,75kg,26
2020/2021,Alireza Jahanbakhsh,Brighton,74,RW,Iran,EPL,4,4,M,M,180cm,78kg,27
2020/2021,Angus Gunn,Southampton,74,GK,England,EPL,1,3,M,M,196cm,77kg,25
2020/2021,José Izquierdo,Brighton,74,LM,Colombia,EPL,4,3,H,H,171cm,75kg,28
2020/2021,Lys Mousset,Sheffield Utd,74,ST,France,EPL,3,3,M,M,184cm,80kg,25
2020/2021,Marek Rodák,Fulham,74,GK,Slovakia,EPL,1,3,M,M,196cm,86kg,24
2020/2021,Florin Andone,Brighton,74,ST,Romania,EPL,3,3,H,H,180cm,78kg,28
2020/2021,Kelechi Iheanacho,Leicester City,74,ST,Nigeria,EPL,4,3,M,M,185cm,82kg,24
2020/2021,Che Adams,Southampton,74,ST,England,EPL,3,4,H,M,178cm,70kg,24
2020/2021,Hamza Choudhury,Leicester City,74,CDM,England,EPL,2,3,M,H,178cm,64kg,23
2020/2021,Jamal Lewis,Newcastle Utd,74,LB,Northern Ireland,EPL,3,3,H,H,177cm,70kg,23
2020/2021,Jack Harrison,Leeds United,74,LM,England,EPL,4,3,H,M,175cm,70kg,24
2020/2021,Bernardo,Brighton,74,LB,Brazil,EPL,3,3,M,M,186cm,76kg,26
2020/2021,Rúben Vinagre,Wolves,74,LWB,Portugal,EPL,4,2,H,M,174cm,74kg,22
2020/2021,Moise Kean,Everton,74,ST,Italy,EPL,3,3,H,L,182cm,72kg,21
2020/2021,Callum Hudson-Odoi,Chelsea,74,RW,England,EPL,4,3,H,M,178cm,79kg,20
2020/2021,William Saliba,Arsenal,74,CB,France,EPL,2,3,M,H,192cm,85kg,20
2020/2021,Filip Benković,Leicester City,74,CB,Croatia,EPL,2,3,M,M,194cm,91kg,23
2020/2021,Gabriel Teodoro Martinelli Silva,Arsenal,74,LW,Brazil,EPL,3,3,H,H,180cm,69kg,19
2020/2021,Ademola Lookman,Fulham,74,RM,England,EPL,3,4,H,M,174cm,71kg,23
2020/2021,Craig Dawson,West Ham,74,CB,England,EPL,2,2,M,M,188cm,77kg,31
2020/2021,Jack Butland,Crystal Palace,74,GK,England,EPL,1,4,M,M,196cm,95kg,28
2020/2021,Danny Welbeck,Brighton,74,ST,England,EPL,3,3,H,H,185cm,73kg,30
2020/2021,Mbaye Diagne,West Brom,74,ST,Senegal,EPL,3,4,M,L,191cm,86kg,29
2020/2021,Nahuel Bustos,Manchester City,74,ST,Argentina,EPL,3,2,H,L,176cm,64kg,22
2020/2021,Enock Mwepu,Brighton,74,CM,Zambia,EPL,3,3,H,H,184cm,76kg,23
2020/2021,Wes Morgan,Leicester City,73,CB,Jamaica,EPL,2,2,M,H,186cm,101kg,37
2020/2021,Christian Fuchs,Leicester City,73,LB,Austria,EPL,3,2,M,M,187cm,89kg,35
2020/2021,Scott Dann,Crystal Palace,73,CB,England,EPL,2,3,L,M,188cm,78kg,34
2020/2021,Billy Sharp,Sheffield Utd,73,ST,England,EPL,2,3,M,H,175cm,70kg,35
2020/2021,Phil Bardsley,Burnley,73,RB,Scotland,EPL,3,3,M,M,180cm,79kg,35
2020/2021,Jonas Lössl,Everton,73,GK,Denmark,EPL,1,2,M,M,195cm,89kg,32
2020/2021,Danny Drinkwater,Chelsea,73,CM,England,EPL,3,4,M,M,177cm,81kg,31
2020/2021,Liam Cooper,Leeds United,73,CB,Scotland,EPL,2,2,M,M,188cm,73kg,29
2020/2021,Romaine Sawyers,West Brom,73,CM,St. Kitts and Nevis,EPL,3,3,L,H,185cm,67kg,29
2020/2021,Mateusz Klich,Leeds United,73,CM,Poland,EPL,3,3,H,M,183cm,82kg,30
2020/2021,Karl Darlow,Newcastle Utd,73,GK,England,EPL,1,2,M,M,190cm,78kg,30
2020/2021,Matej Vydra,Burnley,73,CF,Czech Republic,EPL,3,4,M,M,180cm,71kg,29
2020/2021,Stuart Dallas,Leeds United,73,LB,Northern Ireland,EPL,3,3,H,H,183cm,81kg,30
2020/2021,Harrison Reed,Fulham,73,CDM,England,EPL,3,3,M,H,170cm,72kg,26
2020/2021,Ezgjan Alioski,Leeds United,73,LB,FYR Macedonia,EPL,3,2,H,H,172cm,63kg,29
2020/2021,Semi Ajayi,West Brom,73,CB,Nigeria,EPL,2,2,M,M,193cm,83kg,27
2020/2021,Rachid Ghezzal,Leicester City,73,RW,Algeria,EPL,4,3,M,L,182cm,70kg,29
2020/2021,Daniel Amartey,Leicester City,73,RB,Ghana,EPL,3,3,M,H,186cm,79kg,26
2020/2021,Guido Carrillo,Southampton,73,ST,Argentina,EPL,3,3,M,M,191cm,87kg,30
2020/2021,Sandro,Everton,73,ST,Spain,EPL,3,4,H,M,175cm,71kg,25
2020/2021,Hélder Costa,Leeds United,73,RM,Portugal,EPL,4,3,M,L,179cm,77kg,27
2020/2021,Patrick Roberts,Manchester City,73,RW,England,EPL,4,3,M,M,170cm,66kg,24
2020/2021,Aleix García,Manchester City,73,CAM,Spain,EPL,3,3,M,M,173cm,68kg,23
2020/2021,Antonee Robinson,Fulham,73,LB,United States,EPL,3,3,H,M,183cm,70kg,23
2020/2021,Grady Diangana,West Brom,73,LM,England,EPL,4,3,H,M,180cm,73kg,23
2020/2021,Axel Tuanzebe,Manchester Utd,73,CB,England,EPL,3,3,M,M,185cm,75kg,23
2020/2021,James Justin,Leicester City,73,RB,England,EPL,3,4,H,M,183cm,80kg,23
2020/2021,Timothy Fosu-Mensah,Manchester Utd,73,RB,Netherlands,EPL,3,4,M,M,185cm,78kg,23
2020/2021,Sean Longstaff,Newcastle Utd,73,CM,England,EPL,2,4,H,M,180cm,65kg,23
2020/2021,Ola Aina,Fulham,73,LM,Nigeria,EPL,3,3,M,M,184cm,82kg,24
2020/2021,Karlan Grant,West Brom,73,LM,England,EPL,3,3,M,M,182cm,70kg,23
2020/2021,Musonda,Chelsea,73,RM,Belgium,EPL,4,5,M,M,Lean,66kg,24
2020/2021,Ryan Bennett,Wolves,72,CB,England,EPL,2,2,L,M,188cm,78kg,31
2020/2021,Christian Benteke,Crystal Palace,72,ST,Belgium,EPL,2,2,M,L,190cm,83kg,30
2020/2021,Ørjan Nyland,Aston Villa,72,GK,Norway,EPL,1,4,M,M,193cm,90kg,30
2020/2021,Kyle Bartley,West Brom,72,CB,England,EPL,2,3,M,H,194cm,94kg,30
2020/2021,Stefan Johansen,Fulham,72,CM,Norway,EPL,3,3,H,H,182cm,78kg,30
2020/2021,Charlie Austin,West Brom,72,ST,England,EPL,2,2,M,L,188cm,84kg,31
2020/2021,Michael Hector,Fulham,72,CB,Jamaica,EPL,2,3,M,M,193cm,82kg,28
2020/2021,Barry Douglas,Leeds United,72,LB,Scotland,EPL,3,3,H,M,177cm,70kg,31
2020/2021,Jota,Aston Villa,72,RW,Spain,EPL,3,2,H,L,180cm,70kg,29
2020/2021,Bobby Decordova-Reid,Fulham,72,ST,Jamaica,EPL,3,3,H,H,170cm,68kg,28
2020/2021,Callum Robinson,Sheffield Utd,72,ST,Republic of Ireland,EPL,3,3,M,M,178cm,75kg,26
2020/2021,Kortney Hause,Aston Villa,72,CB,England,EPL,2,3,M,M,191cm,93kg,25
2020/2021,Ahmed Hegazi,West Brom,72,CB,Egypt,EPL,2,2,M,M,194cm,95kg,30
2020/2021,Max Lowe,Sheffield Utd,72,LB,England,EPL,3,3,H,M,175cm,74kg,24
2020/2021,Josh Brownhill,Burnley,72,CM,England,EPL,3,3,M,M,178cm,69kg,25
2020/2021,Yoshinori Muto,Newcastle Utd,72,ST,Japan,EPL,3,4,H,H,178cm,72kg,28
2020/2021,Reiss Nelson,Arsenal,72,RW,England,EPL,4,3,H,M,180cm,75kg,21
2020/2021,Yan Valery,Southampton,72,RWB,France,EPL,3,2,H,H,180cm,85kg,22
2020/2021,Pedro Lomba Neto,Wolves,72,LW,Portugal,EPL,4,3,H,M,172cm,62kg,21
2020/2021,Jayden Bogle,Sheffield Utd,72,RB,England,EPL,3,3,H,M,178cm,69kg,20
2020/2021,Eric García,Manchester City,72,CB,Spain,EPL,2,3,M,H,182cm,79kg,20
2020/2021,Callum Robinson,West Brom,72,ST,Republic of Ireland,EPL,3,3,M,M,178cm,75kg,26
2020/2021,Ben Godfrey,Everton,72,CB,England,EPL,2,3,M,H,183cm,79kg,23
2020/2021,Ibrahima Diallo,Southampton,72,CDM,France,EPL,3,3,M,H,179cm,68kg,22
2020/2021,Walton,Brighton,72,GK,England,EPL,1,2,M,M,195cm,72kg,25
2020/2021,Ben Davies,Liverpool,72,CB,England,EPL,2,3,M,M,185cm,74kg,25
2020/2021,Freddie Woodman,Newcastle Utd,72,GK,England,EPL,1,2,M,M,190cm,83kg,24
2020/2021,Luke Freeman,Sheffield Utd,72,CAM,England,EPL,3,2,M,M,172cm,73kg,29
2020/2021,Kevin McDonald,Fulham,71,CDM,Scotland,EPL,3,3,L,M,193cm,96kg,32
2020/2021,Denis Odoi,Fulham,71,RB,Belgium,EPL,3,3,H,M,179cm,72kg,32
2020/2021,Ahmed Elmohamady,Aston Villa,71,RB,Egypt,EPL,3,3,H,M,183cm,78kg,33
2020/2021,Wes Foderingham,Sheffield Utd,71,GK,England,EPL,1,2,M,M,185cm,75kg,30
2020/2021,Kevin Long,Burnley,71,CB,Republic of Ireland,EPL,2,2,L,M,188cm,82kg,30
2020/2021,Mark Gillespie,Newcastle Utd,71,GK,England,EPL,1,3,M,M,192cm,88kg,29
2020/2021,Cyrus Christie,Fulham,71,RB,Republic of Ireland,EPL,3,2,H,M,188cm,78kg,28
2020/2021,Conor Townsend,West Brom,71,LB,England,EPL,3,3,M,M,183cm,73kg,28
2020/2021,Marcus Bettinelli,Fulham,71,GK,England,EPL,1,3,M,M,194cm,82kg,29
2020/2021,Jacob Murphy,Newcastle Utd,71,RW,England,EPL,3,3,H,L,179cm,74kg,26
2020/2021,Patrick Bamford,Leeds United,71,ST,England,EPL,3,3,H,H,185cm,71kg,27
2020/2021,Léo Bonatini,Wolves,71,ST,Brazil,EPL,3,4,M,H,184cm,77kg,27
2020/2021,Jaïro Riedewald,Crystal Palace,71,CB,Netherlands,EPL,3,2,M,M,182cm,79kg,24
2020/2021,Darnell Furlong,West Brom,71,RB,England,EPL,3,3,H,M,183cm,75kg,25
2020/2021,Ezri Konsa,Aston Villa,71,CB,England,EPL,2,3,M,H,183cm,77kg,23
2020/2021,Josh Cullen,West Ham,71,CM,Republic of Ireland,EPL,3,3,H,H,175cm,70kg,25
2020/2021,Japhet Tanganga,Spurs,71,CB,England,EPL,2,2,M,M,184cm,73kg,22
2020/2021,Fousseni Diabaté,Leicester City,71,LM,Mali,EPL,3,3,M,L,175cm,60kg,25
2020/2021,Eddie Nketiah,Arsenal,71,ST,England,EPL,3,3,H,M,175cm,72kg,21
2020/2021,Joseph Willock,Arsenal,71,CAM,England,EPL,3,3,H,H,186cm,76kg,21
2020/2021,Tudor Baluta,Brighton,71,CDM,Romania,EPL,2,2,M,H,188cm,80kg,22
2020/2021,Billy Gilmour,Chelsea,71,CM,Scotland,EPL,3,3,M,M,170cm,66kg,19
2020/2021,Facundo Pellistri,Manchester Utd,71,RM,Uruguay,EPL,3,3,H,L,175cm,65kg,19
2020/2021,Rayan Aït Nouri,Wolves,71,LB,France,EPL,2,3,H,M,179cm,70kg,19
2020/2021,Terence Kongolo,Fulham,71,CB,Netherlands,EPL,2,4,M,M,188cm,70kg,27
