season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2017/2018,Ibrahim Afellay,Stoke City,78,CAM,Holland,EPL,4,4,M,M,180cm,76kg,32
2017/2018,Mathieu Debuchy,Arsenal,78,RB,France,EPL,3,3,H,M,177cm,76kg,32
2017/2018,Llorente,Tottenham Hotspur,78,ST,Spain,EPL,2,3,M,M,195cm,90kg,33
2017/2018,Jack Cork,Burnley,78,CDM,England,EPL,2,4,M,H,185cm,69kg,28
2017/2018,Steven Defour,Burnley,78,CM,Belgium,EPL,3,3,M,M,175cm,72kg,30
2017/2018,Fraser Forster,Southampton,78,GK,England,EPL,1,5,M,M,201cm,93kg,30
2017/2018,Sung Yueng Ki,Swansea City,78,CM,Korea Republic,EPL,3,4,M,H,186cm,79kg,29
2017/2018,Jose Holebas,Watford,78,LB,Greece,EPL,3,2,M,M,185cm,81kg,33
2017/2018,Andy Carroll,West Ham United,78,ST,England,EPL,2,3,M,H,193cm,79kg,29
2017/2018,Troy Deeney,Watford,78,ST,England,EPL,3,3,H,M,183cm,90kg,29
2017/2018,Kieran Gibbs,West Bromwich Albion,78,LB,England,EPL,3,2,H,M,179cm,70kg,28
2017/2018,Kieran Trippier,Tottenham Hotspur,78,RB,England,EPL,3,4,H,H,178cm,72kg,27
2017/2018,Yannick Bolasie,Everton,78,RM,Congo DR,EPL,5,4,H,H,188cm,84kg,29
2017/2018,Ben Mee,Burnley,78,CB,England,EPL,2,3,M,H,180cm,74kg,28
2017/2018,Andros Townsend,Crystal Palace,78,LM,England,EPL,3,4,H,M,181cm,73kg,26
2017/2018,Charlie Austin,Southampton,78,ST,England,EPL,2,2,H,M,188cm,84kg,28
2017/2018,Danilo,Manchester City,78,RB,Brazil,EPL,3,4,H,M,184cm,78kg,26
2017/2018,Nacer Chadli,West Bromwich Albion,78,RM,Belgium,EPL,3,4,M,M,187cm,80kg,28
2017/2018,Benjamin Mendy,Manchester City,78,LB,France,EPL,2,3,H,M,185cm,85kg,23
2017/2018,James Ward-Prowse,Southampton,78,CM,England,EPL,3,3,M,M,173cm,66kg,23
2017/2018,Ben Davies,Tottenham Hotspur,78,LB,Wales,EPL,2,3,M,H,182cm,76kg,25
2017/2018,Jesse Lingard,Manchester United,78,RM,England,EPL,3,3,H,H,175cm,62kg,25
2017/2018,Abdoulaye Doucouré,Watford,78,CDM,France,EPL,2,3,M,M,182cm,69kg,25
2017/2018,Kevin Wimmer,Stoke City,78,CB,Austria,EPL,2,3,M,M,187cm,92kg,25
2017/2018,José Izquierdo,Brighton & Hove Albion,78,LW,Colombia,EPL,4,3,H,M,171cm,75kg,25
2017/2018,Cenk Tosun,Everton,78,ST,Turkey,EPL,3,4,H,M,183cm,78kg,26
2017/2018,Eric Maxim Choupo-Moting,Stoke City,78,LM,Cameroon,EPL,4,4,M,L,191cm,91kg,29
2017/2018,Aaron Mooy,Huddersfield Town,78,CM,Australia,EPL,3,4,M,M,174cm,78kg,27
2017/2018,James Tarkowski,Burnley,78,CB,England,EPL,2,4,M,M,191cm,81kg,25
2017/2018,Marco van Ginkel,Chelsea,78,CM,Holland,EPL,3,4,H,M,186cm,82kg,25
2017/2018,Divock Origi,Liverpool,78,ST,Belgium,EPL,4,3,H,M,185cm,75kg,23
2017/2018,Jefferson Montero,Swansea City,78,LM,Ecuador,EPL,4,3,H,H,169cm,64kg,28
2017/2018,Borja González Tomás,Swansea City,78,ST,Spain,EPL,2,4,M,L,191cm,82kg,25
2017/2018,Mohamed Elyounoussi,Southampton,78,LM,Norway,EPL,5,4,H,M,178cm,70kg,23
2017/2018,Sung Yueng Ki,Newcastle United,78,CM,Korea Republic,EPL,3,4,M,H,186cm,79kg,29
2017/2018,Artur Boruc,Bournemouth,77,GK,Poland,EPL,1,3,M,M,193cm,87kg,38
2017/2018,Gareth McAuley,West Bromwich Albion,77,CB,Northern Ireland,EPL,2,3,L,H,191cm,89kg,38
2017/2018,Wes Morgan,Leicester City,77,CB,Jamaica,EPL,2,3,M,M,185cm,93kg,34
2017/2018,Leon Britton,Swansea City,77,CDM,England,EPL,3,3,L,M,167cm,65kg,35
2017/2018,Steven Davis,Southampton,77,CM,Northern Ireland,EPL,3,3,H,H,173cm,70kg,33
2017/2018,Aaron Lennon,Everton,77,RM,England,EPL,3,3,H,M,165cm,63kg,31
2017/2018,Mark Noble,West Ham United,77,CM,England,EPL,3,3,H,H,180cm,76kg,31
2017/2018,Mauro Zárate,Watford,77,ST,Argentina,EPL,4,4,M,L,176cm,76kg,31
2017/2018,Tim Krul,Brighton & Hove Albion,77,GK,Holland,EPL,1,2,M,M,188cm,74kg,30
2017/2018,Stefano Okaka,Watford,77,ST,Italy,EPL,2,3,H,H,186cm,90kg,28
2017/2018,Marc Albrighton,Leicester City,77,LM,England,EPL,3,3,H,H,174cm,67kg,28
2017/2018,Henri Saivet,Newcastle United,77,CM,Senegal,EPL,3,4,H,H,175cm,73kg,27
2017/2018,Moussa Sissoko,Tottenham Hotspur,77,RM,France,EPL,3,2,M,M,187cm,91kg,28
2017/2018,Fabian Delph,Manchester City,77,CM,England,EPL,3,3,H,H,174cm,60kg,28
2017/2018,Eric Maxim Choupo-Moting,Stoke City,77,LM,Cameroon,EPL,4,4,M,L,191cm,91kg,29
2017/2018,Joe Allen,Stoke City,77,CM,Wales,EPL,3,3,M,M,168cm,62kg,28
2017/2018,Joshua King,Bournemouth,77,ST,Norway,EPL,3,3,M,M,180cm,74kg,26
2017/2018,Leroy Fer,Swansea City,77,CM,Holland,EPL,3,4,M,L,188cm,90kg,28
2017/2018,Cheikhou Kouyaté,West Ham United,77,CDM,Senegal,EPL,2,3,H,M,189cm,83kg,28
2017/2018,Mame Diouf,Stoke City,77,ST,Senegal,EPL,3,3,H,M,185cm,76kg,30
2017/2018,Daryl Janmaat,Watford,77,RB,Holland,EPL,3,3,H,M,185cm,80kg,28
2017/2018,Matt Phillips,West Bromwich Albion,77,RM,Scotland,EPL,3,4,M,M,183cm,75kg,27
2017/2018,Aleksandar Dragović,Leicester City,77,CB,Austria,EPL,2,4,M,M,184cm,76kg,27
2017/2018,Jonjo Shelvey,Newcastle United,77,CM,England,EPL,2,3,L,M,185cm,80kg,26
2017/2018,Allan Nyom,West Bromwich Albion,77,LB,Cameroon,EPL,2,3,M,M,188cm,81kg,30
2017/2018,Steve Cook,Bournemouth,77,CB,England,EPL,2,3,M,H,185cm,82kg,27
2017/2018,Davy Pröpper,Brighton & Hove Albion,77,CM,Holland,EPL,3,3,M,H,185cm,79kg,26
2017/2018,Andre Gray,Watford,77,ST,England,EPL,3,3,H,M,180cm,78kg,26
2017/2018,Shinji Okazaki,Leicester City,77,CF,Japan,EPL,3,4,H,H,174cm,70kg,32
2017/2018,Aaron Mooy,Huddersfield Town,77,CM,Australia,EPL,3,4,M,M,174cm,78kg,27
2017/2018,Danny Ings,Liverpool,77,ST,England,EPL,3,3,H,H,178cm,73kg,25
2017/2018,Nathan Redmond,Southampton,77,LM,England,EPL,4,3,H,M,173cm,69kg,24
2017/2018,Mathew Ryan,Brighton & Hove Albion,77,GK,Australia,EPL,1,4,M,M,184cm,82kg,26
2017/2018,Ramiro Funes Mori,Everton,77,CB,Argentina,EPL,2,3,M,M,186cm,78kg,27
2017/2018,Pedro Obiang,West Ham United,77,CDM,Spain,EPL,2,3,M,H,185cm,75kg,26
2017/2018,Jesé,Stoke City,77,LM,Spain,EPL,4,4,M,L,178cm,72kg,25
2017/2018,André Carrillo,Watford,77,RM,Peru,EPL,4,4,H,M,181cm,78kg,26
2017/2018,Jordan Pickford,Everton,77,GK,England,EPL,1,3,M,M,185cm,77kg,24
2017/2018,Luka Milivojević,Crystal Palace,77,CDM,Serbia,EPL,3,2,M,M,186cm,80kg,27
2017/2018,Abdul Rahman Baba,Chelsea,77,LB,Ghana,EPL,3,3,H,M,179cm,70kg,23
2017/2018,Mario Lemina,Southampton,77,CM,Gabon,EPL,3,3,M,M,184cm,85kg,24
2017/2018,Mohamed Elneny,Arsenal,77,CDM,Egypt,EPL,3,3,M,H,180cm,70kg,25
2017/2018,Wesley Hoedt,Southampton,77,CB,Holland,EPL,2,3,M,H,188cm,77kg,24
2017/2018,Sandro,Everton,77,ST,Spain,EPL,3,4,H,M,175cm,71kg,22
2017/2018,Georges-Kévin Nkoudou,Tottenham Hotspur,77,LM,France,EPL,3,3,H,L,175cm,73kg,23
2017/2018,Onyinye Ndidi,Leicester City,77,CDM,Nigeria,EPL,2,4,M,H,187cm,80kg,21
2017/2018,Terence Kongolo,Huddersfield Town,77,LB,Holland,EPL,2,4,M,H,188cm,70kg,24
2017/2018,Georges-Kévin Nkoudou,Burnley,77,LM,France,EPL,3,3,H,L,175cm,73kg,23
2017/2018,Papa Alioune Ndiaye,Stoke City,77,CM,Senegal,EPL,3,3,H,H,180cm,76kg,27
2017/2018,Aaron Lennon,Burnley,77,RM,England,EPL,3,3,H,M,165cm,63kg,31
2017/2018,Jürgen Locadia,Brighton & Hove Albion,77,ST,Holland,EPL,3,4,M,M,185cm,87kg,24
2017/2018,Ashley Young,Manchester United,77,LB,England,EPL,3,3,M,M,175cm,65kg,32
2017/2018,Nathan Aké,Bournemouth,77,CB,Holland,EPL,2,3,M,M,180cm,75kg,23
2017/2018,Vincent Janssen,Tottenham Hotspur,77,ST,Holland,EPL,2,4,H,H,183cm,88kg,23
2017/2018,Andreas Pereira,Manchester United,77,LM,Brazil,EPL,4,4,H,H,178cm,66kg,22
2017/2018,Joel Campbell,Arsenal,77,RM,Costa Rica,EPL,4,2,H,M,178cm,72kg,25
2017/2018,Giannelli Imbula,Stoke City,77,CM,France,EPL,3,2,H,M,186cm,77kg,25
2017/2018,Jordi Amat Maas,Swansea City,77,CB,Spain,EPL,2,3,L,H,185cm,83kg,26
2017/2018,Jordy Clasie,Southampton,77,CM,Holland,EPL,2,4,M,H,169cm,66kg,26
2017/2018,Lucas Torreira,Arsenal,77,CM,Uruguay,EPL,3,3,M,M,168cm,64kg,22
2017/2018,Erik Durm,Huddersfield Town,77,LB,Germany,EPL,2,3,H,M,183cm,72kg,26
2017/2018,Fabian Schär,Newcastle United,77,CB,Switzerland,EPL,2,4,H,M,186cm,84kg,26
2017/2018,Alireza Jahanbakhsh,Brighton & Hove Albion,77,RM,Iran,EPL,3,4,H,H,180cm,78kg,24
2017/2018,Cheikhou Kouyaté,Crystal Palace,77,CDM,Senegal,EPL,2,3,H,M,189cm,83kg,28
2017/2018,Carlos Sánchez,West Ham United,77,CDM,Colombia,EPL,2,3,M,M,182cm,82kg,32
2017/2018,Danny Ings,Southampton,77,ST,England,EPL,3,3,H,H,178cm,73kg,25
2017/2018,Montoya,Brighton & Hove Albion,77,RB,Spain,EPL,2,4,H,M,174cm,72kg,27
2017/2018,Jordan Ayew,Swansea City,76,ST,Ghana,EPL,4,3,M,L,182cm,81kg,26
2017/2018,Matthew Lowton,Burnley,76,RB,England,EPL,2,3,H,H,180cm,78kg,28
2017/2018,Muhamed Bešić,Everton,76,CDM,Bosnia and Herzegovina,EPL,2,3,M,H,180cm,80kg,25
2017/2018,Ahmed Musa,Leicester City,76,ST,Nigeria,EPL,4,3,H,M,176cm,65kg,25
2017/2018,Robbie Brady,Burnley,76,LM,Republic of Ireland,EPL,3,4,H,M,175cm,69kg,26
2017/2018,Anthony Knockaert,Brighton & Hove Albion,76,RM,France,EPL,4,3,H,H,172cm,69kg,26
2017/2018,Charly Musonda,Chelsea,76,RM,Belgium,EPL,5,5,M,M,173cm,66kg,21
2017/2018,Saido Berahino,Stoke City,76,ST,England,EPL,3,4,M,M,180cm,83kg,24
2017/2018,Alberto Moreno,Liverpool,76,LB,Spain,EPL,2,3,H,L,171cm,65kg,25
2017/2018,Chancel Mbemba,Newcastle United,76,CB,Congo DR,EPL,2,3,H,M,182cm,82kg,23
2017/2018,Manquillo,Newcastle United,76,RB,Spain,EPL,2,3,H,M,180cm,72kg,24
2017/2018,Lazar Marković,Liverpool,76,RM,Serbia,EPL,4,3,M,M,175cm,65kg,24
2017/2018,Steve Mounié,Huddersfield Town,76,ST,Benin,EPL,2,3,H,M,190cm,80kg,23
2017/2018,Renato Sanches,Swansea City,76,CM,Portugal,EPL,3,4,H,H,176cm,70kg,20
2017/2018,James Collins,West Ham United,76,CB,Wales,EPL,2,3,L,H,188cm,83kg,34
2017/2018,Simon Francis,Bournemouth,76,CB,England,EPL,2,4,H,M,183cm,90kg,33
2017/2018,Darren Fletcher,Stoke City,76,CM,Scotland,EPL,2,3,M,H,184cm,74kg,34
2017/2018,Christian Fuchs,Leicester City,76,LB,Austria,EPL,3,2,M,M,186cm,80kg,32
2017/2018,Jesús Gámez,Newcastle United,76,RB,Spain,EPL,2,3,M,M,182cm,77kg,33
2017/2018,James Morrison,West Bromwich Albion,76,CAM,Scotland,EPL,3,3,M,M,178cm,64kg,32
2017/2018,Shane Long,Southampton,76,ST,Republic of Ireland,EPL,3,2,H,H,178cm,70kg,31
2017/2018,Jay Rodriguez,West Bromwich Albion,76,LM,England,EPL,3,4,H,M,185cm,80kg,28
2017/2018,James Tomkins,Crystal Palace,76,CB,England,EPL,2,2,M,M,192cm,74kg,29
2017/2018,Etienne Capoue,Watford,76,CM,France,EPL,2,3,M,M,190cm,87kg,29
2017/2018,Sam Vokes,Burnley,76,ST,Wales,EPL,2,3,H,M,188cm,90kg,28
2017/2018,Ciaran Clark,Newcastle United,76,CB,Republic of Ireland,EPL,2,2,M,M,188cm,76kg,28
2017/2018,Harry Arter,Bournemouth,76,CM,Republic of Ireland,EPL,3,5,H,H,176cm,70kg,28
2017/2018,Geoff Cameron,Stoke City,76,CDM,United States,EPL,2,3,M,M,190cm,84kg,32
2017/2018,Aaron Cresswell,West Ham United,76,LB,England,EPL,2,3,H,M,170cm,66kg,28
2017/2018,Tom Cleverley,Watford,76,CM,England,EPL,3,3,M,M,175cm,67kg,28
2017/2018,Pascal Groß,Brighton & Hove Albion,76,CM,Germany,EPL,3,4,H,H,181cm,76kg,26
2017/2018,Jürgen Locadia,Brighton & Hove Albion,76,ST,Holland,EPL,3,4,M,M,185cm,87kg,24
2017/2018,Emerson,Chelsea,76,LWB,Italy,EPL,2,3,H,M,176cm,63kg,23
2017/2018,Andrew Robertson,Liverpool,76,LB,Scotland,EPL,2,2,H,H,178cm,64kg,24
2017/2018,Christian Atsu,Newcastle United,76,LM,Ghana,EPL,3,3,H,L,172cm,68kg,26
2017/2018,Arthur Masuaku,West Ham United,76,LWB,Congo DR,EPL,3,2,H,M,179cm,70kg,24
2017/2018,Chris Wood,Burnley,76,ST,New Zealand,EPL,2,3,M,M,191cm,95kg,26
2017/2018,Alex Iwobi,Arsenal,76,LM,Nigeria,EPL,3,3,M,M,180cm,75kg,22
2017/2018,Richarlison,Watford,76,LW,Brazil,EPL,3,5,H,H,181cm,70kg,21
2017/2018,Jamaal Lascelles,Newcastle United,76,CB,England,EPL,2,3,M,H,189cm,83kg,24
2017/2018,Jóhann Berg Guðmundsson,Burnley,76,RM,Iceland,EPL,3,4,H,M,178cm,77kg,27
2017/2018,Charly Musonda,Chelsea,76,LM,Belgium,EPL,5,5,M,M,173cm,66kg,21
2017/2018,Mario Pašalić,Chelsea,76,CM,Croatia,EPL,3,4,H,H,189cm,83kg,23
2017/2018,Issa Diop,West Ham United,76,CB,France,EPL,2,3,M,M,194cm,92kg,21
2017/2018,Robert Snodgrass,West Ham United,76,RM,Scotland,EPL,3,3,H,M,182cm,82kg,30
2017/2018,Nampalys Mendy,Leicester City,76,CDM,France,EPL,3,3,M,M,168cm,68kg,25
2017/2018,Richarlison de Andrade,Everton,76,LM,Brazil,EPL,3,5,H,H,181cm,70kg,21
2017/2018,Diego Rico Salguero,Bournemouth,76,LB,Spain,EPL,2,2,M,M,183cm,76kg,25
2017/2018,Rachid Ghezzal,Leicester City,76,RW,Algeria,EPL,4,3,M,L,182cm,65kg,26
2017/2018,Yoshinori Mutō,Newcastle United,76,ST,Japan,EPL,3,4,H,H,179cm,72kg,25
2017/2018,Jordan Ayew,Crystal Palace,76,ST,Ghana,EPL,4,3,M,L,182cm,81kg,26
2017/2018,Maarten Stekelenburg,Everton,75,GK,Holland,EPL,1,4,M,M,197cm,92kg,35
2017/2018,Chris Brunt,West Bromwich Albion,75,RM,Northern Ireland,EPL,3,2,M,M,185cm,84kg,33
2017/2018,Wayne Routledge,Swansea City,75,RM,England,EPL,4,2,H,H,170cm,77kg,33
2017/2018,Glen Johnson,Stoke City,75,RB,England,EPL,3,4,H,L,182cm,70kg,33
2017/2018,Jonathan Walters,Burnley,75,ST,Republic of Ireland,EPL,3,3,H,H,183cm,79kg,34
2017/2018,Ashley Young,Manchester United,75,RB,England,EPL,3,3,M,M,175cm,65kg,32
2017/2018,Younès Kaboul,Watford,75,CB,France,EPL,2,3,H,M,193cm,87kg,32
2017/2018,Eduardo,Chelsea,75,GK,Portugal,EPL,1,3,M,M,188cm,88kg,35
2017/2018,Stephen Ward,Burnley,75,LB,Republic of Ireland,EPL,3,5,H,H,184cm,82kg,32
2017/2018,Danny Simpson,Leicester City,75,RB,England,EPL,2,3,L,H,177cm,78kg,31
2017/2018,Charlie Daniels,Bournemouth,75,LB,England,EPL,2,3,H,M,178cm,75kg,31
2017/2018,James McArthur,Crystal Palace,75,CM,Scotland,EPL,3,3,H,H,178cm,66kg,30
2017/2018,Jonas Lössl,Huddersfield Town,75,GK,Denmark,EPL,1,2,M,M,195cm,88kg,29
2017/2018,Andrew Surman,Bournemouth,75,CM,England,EPL,3,4,M,M,178cm,73kg,31
2017/2018,Nathan Dyer,Swansea City,75,RM,England,EPL,4,3,H,H,167cm,62kg,30
2017/2018,Joselu,Newcastle United,75,ST,Spain,EPL,3,3,M,M,192cm,80kg,28
2017/2018,Erik Pieters,Stoke City,75,LB,Holland,EPL,2,3,M,M,183cm,83kg,29
2017/2018,Yohan Benalouane,Leicester City,75,CB,Tunisia,EPL,2,3,M,H,185cm,79kg,31
2017/2018,Mathias Jørgensen,Huddersfield Town,75,CB,Denmark,EPL,2,3,M,H,191cm,85kg,28
2017/2018,Martin Olsson,Swansea City,75,LB,Sweden,EPL,3,2,H,M,178cm,81kg,30
2017/2018,Patrick van Aanholt,Crystal Palace,75,LB,Holland,EPL,3,2,H,M,176cm,67kg,27
2017/2018,Joel Ward,Crystal Palace,75,RB,England,EPL,2,3,M,M,188cm,83kg,28
2017/2018,Matt Ritchie,Newcastle United,75,RM,Scotland,EPL,3,4,M,M,173cm,70kg,28
2017/2018,Kyle Naughton,Swansea City,75,RB,England,EPL,3,3,H,M,180cm,73kg,29
2017/2018,Jake Livermore,West Bromwich Albion,75,CM,England,EPL,2,2,M,M,180cm,76kg,28
2017/2018,Miguel Angel Britos,Watford,75,CB,Uruguay,EPL,2,3,M,M,190cm,85kg,32
2017/2018,Alex McCarthy,Southampton,75,GK,England,EPL,1,2,M,M,193cm,79kg,28
2017/2018,Kiko Femenía,Watford,75,RB,Spain,EPL,3,3,H,M,174cm,61kg,27
2017/2018,Christian Kabasele,Watford,75,CB,Belgium,EPL,2,3,M,H,188cm,84kg,27
2017/2018,Maya Yoshida,Southampton,75,CB,Japan,EPL,2,4,M,H,189cm,78kg,29
2017/2018,Luciano Narsingh,Swansea City,75,RW,Holland,EPL,4,3,M,L,177cm,77kg,27
2017/2018,Ezequiel Schelotto,Brighton & Hove Albion,75,RB,Italy,EPL,3,3,H,M,187cm,76kg,29
2017/2018,Marvin Zeegelaar,Watford,75,LB,Holland,EPL,3,3,H,M,186cm,82kg,27
2017/2018,Diafra Sakho,West Ham United,75,ST,Senegal,EPL,3,3,H,M,184cm,79kg,28
2017/2018,Craig Dawson,West Bromwich Albion,75,RB,England,EPL,2,2,M,M,188cm,85kg,28
2017/2018,Callum Wilson,Bournemouth,75,ST,England,EPL,3,3,H,M,180cm,66kg,26
2017/2018,Lewis Dunk,Brighton & Hove Albion,75,CB,England,EPL,2,3,H,M,192cm,88kg,26
2017/2018,Jeff Hendrick,Burnley,75,CM,Republic of Ireland,EPL,3,3,M,M,185cm,79kg,26
2017/2018,Harry Maguire,Leicester City,75,CB,England,EPL,2,3,M,M,188cm,79kg,25
2017/2018,Christian Atsu,Newcastle United,75,RM,Ghana,EPL,3,3,H,L,172cm,68kg,26
2017/2018,Dwight Gayle,Newcastle United,75,ST,England,EPL,3,4,M,M,177cm,73kg,27
2017/2018,Nathaniel Chalobah,Watford,75,CDM,England,EPL,2,3,M,M,185cm,76kg,23
2017/2018,Calum Chambers,Arsenal,75,CB,England,EPL,2,3,L,H,183cm,66kg,23
2017/2018,Will Hughes,Watford,75,CM,England,EPL,3,3,M,M,185cm,74kg,23
2017/2018,Oumar Niasse,Everton,75,ST,Senegal,EPL,2,3,M,M,182cm,82kg,28
2017/2018,Nathan Aké,Bournemouth,75,CB,Holland,EPL,2,3,M,M,180cm,75kg,23
2017/2018,Arthur Masuaku,West Ham United,75,LB,Congo DR,EPL,3,2,H,M,179cm,70kg,24
2017/2018,Daniel Amartey,Leicester City,75,CDM,Ghana,EPL,2,3,M,H,183cm,78kg,23
2017/2018,Pierre-Emile Højbjerg,Southampton,75,CM,Denmark,EPL,3,4,M,M,185cm,84kg,22
2017/2018,Aleksandar Mitrović,Newcastle United,75,ST,Serbia,EPL,2,4,M,M,189cm,82kg,23
2017/2018,Andrew Robertson,Liverpool,75,LB,Scotland,EPL,2,2,H,H,178cm,64kg,24
2017/2018,Kelechi Iheanacho,Leicester City,75,ST,Nigeria,EPL,3,3,H,M,187cm,77kg,21
2017/2018,Konstantinos Stafylidis,Stoke City,75,LB,Greece,EPL,2,3,H,M,178cm,73kg,24
2017/2018,Guido Carrillo,Southampton,75,ST,Argentina,EPL,2,3,M,M,191cm,87kg,27
2017/2018,Demarai Gray,Leicester City,75,LM,England,EPL,3,3,M,M,179cm,66kg,21
2017/2018,Laurent Depoitre,Huddersfield Town,75,ST,Belgium,EPL,2,3,H,H,191cm,91kg,29
2017/2018,Christopher Schindler,Huddersfield Town,75,CB,Germany,EPL,2,2,M,M,189cm,77kg,28
2017/2018,Harry Winks,Tottenham Hotspur,75,CM,England,EPL,2,3,M,M,176cm,74kg,22
2017/2018,Moritz Bauer,Stoke City,75,RB,Switzerland,EPL,2,3,M,M,181cm,74kg,26
2017/2018,Nick Pope,Burnley,75,GK,England,EPL,1,3,M,M,192cm,76kg,26
2017/2018,Ahmed Hegazy,West Bromwich Albion,75,CB,Egypt,EPL,2,2,M,M,195cm,83kg,27
2017/2018,Moritz Bauer,Stoke City,75,RB,Austria,EPL,2,3,M,M,181cm,74kg,26
2017/2018,Henry Onyekuru,Everton,75,LM,Nigeria,EPL,4,4,H,H,175cm,59kg,20
2017/2018,Adalberto Peñaranda,Watford,75,ST,Venezuela,EPL,3,3,H,M,183cm,78kg,20
2017/2018,Stuart Armstrong,Southampton,75,CAM,Scotland,EPL,3,4,H,H,183cm,75kg,26
2017/2018,Matz Sels,Newcastle United,75,GK,Belgium,EPL,1,3,M,M,190cm,88kg,26
2017/2018,Leon Balogun,Brighton & Hove Albion,75,CB,Nigeria,EPL,2,3,M,M,190cm,88kg,29
2017/2018,Dwight Gayle,West Bromwich Albion,75,ST,England,EPL,3,4,M,M,177cm,73kg,27
2017/2018,Jefferson Lerma,Bournemouth,75,CDM,Colombia,EPL,2,4,M,H,179cm,70kg,23
2017/2018,Merino,Newcastle United,74,CDM,Spain,EPL,2,3,M,M,187cm,79kg,21
2017/2018,Timothy Fosu-Mensah,Crystal Palace,74,RB,Holland,EPL,2,4,M,M,190cm,78kg,20
2017/2018,Ramadan Sobhi,Stoke City,74,LM,Egypt,EPL,4,4,H,H,183cm,72kg,21
2017/2018,Peter Crouch,Stoke City,74,ST,England,EPL,3,3,M,M,201cm,84kg,37
2017/2018,Jason Puncheon,Crystal Palace,74,CM,England,EPL,3,2,M,M,173cm,66kg,31
2017/2018,Àngel Rangel,Swansea City,74,RB,Spain,EPL,3,3,M,H,178cm,82kg,35
2017/2018,Charlie Adam,Stoke City,74,CM,Scotland,EPL,3,3,M,L,185cm,82kg,32
2017/2018,Damien Delaney,Crystal Palace,74,CB,Republic of Ireland,EPL,2,3,M,M,191cm,89kg,36
2017/2018,Ben Watson,Watford,74,CDM,England,EPL,2,3,L,H,181cm,80kg,32
2017/2018,Leonardo Ulloa,Leicester City,74,ST,Argentina,EPL,2,3,H,M,185cm,75kg,31
2017/2018,Markus Suttner,Brighton & Hove Albion,74,LB,Austria,EPL,3,3,H,M,179cm,73kg,31
2017/2018,Wayne Hennessey,Crystal Palace,74,GK,Wales,EPL,1,3,M,M,198cm,90kg,31
2017/2018,Dale Stephens,Brighton & Hove Albion,74,CM,England,EPL,2,3,M,M,185cm,71kg,28
2017/2018,Jonathan Hogg,Huddersfield Town,74,CDM,England,EPL,3,3,M,H,176cm,73kg,29
2017/2018,Jérémy Pied,Southampton,74,RB,France,EPL,3,3,H,H,173cm,69kg,29
2017/2018,Ashley Barnes,Burnley,74,ST,Austria,EPL,2,4,H,M,186cm,76kg,28
2017/2018,Chris Wood,Burnley,74,ST,New Zealand,EPL,2,3,M,M,191cm,95kg,26
2017/2018,Shane Duffy,Brighton & Hove Albion,74,CB,Republic of Ireland,EPL,2,3,M,M,193cm,76kg,26
2017/2018,Joel Robles,Everton,74,GK,Spain,EPL,1,2,M,M,195cm,90kg,27
2017/2018,James McClean,West Bromwich Albion,74,LM,Republic of Ireland,EPL,4,2,H,H,180cm,70kg,29
2017/2018,Brice Dja Djédjé,Watford,74,RB,Côte d'Ivoire,EPL,2,2,H,M,168cm,75kg,27
2017/2018,Tom Ince,Huddersfield Town,74,RW,England,EPL,4,3,M,M,178cm,66kg,26
2017/2018,Benik Afobe,Bournemouth,74,ST,Congo DR,EPL,3,3,H,M,183cm,78kg,25
2017/2018,Molla Wagué,Watford,74,CB,Mali,EPL,2,3,L,M,191cm,87kg,27
2017/2018,Laurent Depoitre,Huddersfield Town,74,ST,Belgium,EPL,2,3,H,H,191cm,91kg,29
2017/2018,Alex Iwobi,Arsenal,74,LM,Nigeria,EPL,3,3,M,M,180cm,75kg,22
2017/2018,Ayoze Pérez,Newcastle United,74,CAM,Spain,EPL,3,4,H,M,179cm,66kg,24
2017/2018,Demarai Gray,Leicester City,74,LM,England,EPL,3,3,M,M,179cm,66kg,21
2017/2018,Jaïro Riedewald,Crystal Palace,74,CB,Holland,EPL,2,3,M,M,182cm,79kg,21
2017/2018,Leonardo Ulloa,Brighton & Hove Albion,74,ST,Argentina,EPL,2,3,H,M,185cm,75kg,31
2017/2018,Guido Carrillo,Southampton,74,ST,Argentina,EPL,2,3,M,M,191cm,87kg,27
2017/2018,Didier Ndong,Watford,74,CM,Gabon,EPL,2,3,M,M,179cm,75kg,23
2017/2018,Ruben Loftus-Cheek,Crystal Palace,74,CAM,England,EPL,2,4,M,M,191cm,83kg,22
2017/2018,Jason Denayer,Manchester City,74,CB,Belgium,EPL,2,3,M,M,184cm,70kg,22
2017/2018,Benik Afobe,Stoke City,74,ST,Congo DR,EPL,3,3,H,M,183cm,78kg,25
2017/2018,Ramadan Sobhi,Huddersfield Town,74,LM,Egypt,EPL,4,4,H,H,183cm,72kg,21
2017/2018,Timothy Fosu-Mensah,Manchester United,74,RB,Holland,EPL,2,4,M,M,190cm,78kg,20
2017/2018,Ruben Loftus-Cheek,Chelsea,74,LM,England,EPL,2,4,M,M,191cm,83kg,22
2017/2018,Lucas Domingues Piazon,Chelsea,74,RW,Brazil,EPL,3,4,M,M,182cm,73kg,24
2017/2018,Adam Masina,Watford,74,LB,Italy,EPL,2,3,M,M,191cm,87kg,24
