season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2021/2022,Dwight McNeil,Burnley,77,LM,England,EPL,3,2,M,H,183cm,70kg,22
2021/2022,Hassane Kamara,Watford,77,LB,Côte d'Ivoire,EPL,3,3,H,M,168cm,67kg,28
2021/2022,Matt Targett,Newcastle Utd,77,LB,England,EPL,3,2,H,M,183cm,70kg,26
2021/2022,Tyrell Malacia,Manchester Utd,77,LB,Netherlands,EPL,3,3,H,L,169cm,67kg,22
2021/2022,Tyler Adams,Leeds United,77,CDM,United States,EPL,3,3,H,H,175cm,72kg,23
2021/2022,Marc Roca Junqué,Leeds United,77,CDM,Spain,EPL,3,3,M,M,184cm,77kg,25
2021/2022,Luke Ayling,Leeds United,76,RB,England,EPL,3,3,H,H,185cm,72kg,30
2021/2022,Bryan Gil Salvatierra,Spurs,76,LM,Spain,EPL,3,3,H,M,175cm,65kg,21
2021/2022,Divock Origi,Liverpool,76,ST,Belgium,EPL,4,4,H,M,189cm,90kg,27
2021/2022,Tom Heaton,Manchester Utd,76,GK,England,EPL,1,3,M,M,188cm,85kg,36
2021/2022,Theo Walcott,Southampton,76,RM,England,EPL,3,2,M,M,176cm,68kg,33
2021/2022,Ryan Bertrand,Leicester City,76,LB,England,EPL,3,3,H,M,179cm,85kg,32
2021/2022,Jack Cork,Burnley,76,CDM,England,EPL,3,4,L,H,184cm,75kg,32
2021/2022,Asmir Begović,Everton,76,GK,Bosnia and Herzegovina,EPL,1,2,M,M,199cm,101kg,34
2021/2022,Marc Albrighton,Leicester City,76,RM,England,EPL,3,3,H,H,175cm,74kg,32
2021/2022,Teemu Pukki,Norwich,76,ST,Finland,EPL,3,3,H,H,180cm,80kg,32
2021/2022,Pascal Groß,Brighton,76,CM,Germany,EPL,4,4,M,M,181cm,78kg,30
2021/2022,Karl Darlow,Newcastle Utd,76,GK,England,EPL,1,2,M,M,190cm,88kg,31
2021/2022,Andriy Yarmolenko,West Ham,76,RM,Ukraine,EPL,4,2,M,L,190cm,83kg,32
2021/2022,Nathan Redmond,Southampton,76,LM,England,EPL,4,3,H,M,173cm,69kg,28
2021/2022,Matthew Lowton,Burnley,76,RB,England,EPL,2,3,H,H,181cm,78kg,32
2021/2022,Cédric,Arsenal,76,RB,Portugal,EPL,3,4,H,M,172cm,67kg,30
2021/2022,Charlie Taylor,Burnley,76,LB,England,EPL,3,2,H,H,185cm,70kg,28
2021/2022,Ryan Fredericks,West Ham,76,RB,England,EPL,3,3,H,M,181cm,74kg,29
2021/2022,Isaac Hayden,Newcastle Utd,76,CDM,England,EPL,2,4,L,H,185cm,79kg,27
2021/2022,Luka Milivojević,Crystal Palace,76,CDM,Serbia,EPL,2,2,M,H,186cm,80kg,31
2021/2022,Will Hughes,Crystal Palace,76,CM,England,EPL,4,3,M,M,185cm,74kg,27
2021/2022,Pablo Marí Villar,Arsenal,76,CB,Spain,EPL,2,3,M,M,193cm,87kg,28
2021/2022,Fabian Schär,Newcastle Utd,76,CB,Switzerland,EPL,2,3,H,M,188cm,84kg,30
2021/2022,Morgan Sanson,Aston Villa,76,CM,France,EPL,4,4,M,M,180cm,73kg,27
2021/2022,Ivan Toney,Brentford,76,ST,England,EPL,3,3,H,H,187cm,70kg,26
2021/2022,Anwar El Ghazi,Aston Villa,76,LM,Netherlands,EPL,4,4,M,M,188cm,90kg,27
2021/2022,Jan Bednarek,Southampton,76,CB,Poland,EPL,2,3,M,H,189cm,77kg,26
2021/2022,Josh Brownhill,Burnley,76,CM,England,EPL,3,3,M,H,180cm,69kg,26
2021/2022,Adam Armstrong,Southampton,76,ST,England,EPL,3,4,H,L,172cm,69kg,25
2021/2022,Ozan Tufan,Watford,76,CM,Turkey,EPL,3,3,M,M,179cm,80kg,27
2021/2022,Ché Adams,Southampton,76,ST,Scotland,EPL,3,3,H,M,178cm,70kg,25
2021/2022,Robert Lynch Sanchéz,Brighton,76,GK,Spain,EPL,1,4,M,M,197cm,85kg,24
2021/2022,Pierre Lees-Melou,Norwich,76,CM,France,EPL,3,4,H,H,186cm,70kg,29
2021/2022,Ben White,Arsenal,76,CB,England,EPL,2,4,M,M,185cm,77kg,24
2021/2022,Diogo Dalot,Manchester Utd,76,RB,Portugal,EPL,3,4,H,M,184cm,75kg,23
2021/2022,Ozan Kabak,Norwich,76,CB,Turkey,EPL,2,3,M,H,186cm,86kg,22
2021/2022,Emile Smith Rowe,Arsenal,76,CAM,England,EPL,4,4,H,H,182cm,64kg,21
2021/2022,Trincão,Wolves,76,RW,Portugal,EPL,4,3,M,M,183cm,77kg,22
2021/2022,Mohammed Salisu,Southampton,76,CB,Ghana,EPL,2,3,M,H,191cm,85kg,23
2021/2022,Gabriel Martinelli,Arsenal,76,LM,Brazil,EPL,3,3,H,H,179cm,75kg,20
2021/2022,Mathias Normann,Norwich,76,CDM,Norway,EPL,3,3,M,H,179cm,75kg,25
2021/2022,Vitaliy Mykolenko,Everton,76,LB,Ukraine,EPL,2,2,H,M,180cm,71kg,22
2021/2022,Wesley,Aston Villa,76,ST,Brazil,EPL,3,3,M,H,191cm,93kg,25
2021/2022,Anwar El Ghazi,Everton,76,LM,Netherlands,EPL,4,4,M,M,188cm,90kg,27
2021/2022,Robin Olsen,Aston Villa,76,GK,Sweden,EPL,1,2,M,M,196cm,86kg,32
2021/2022,Michy Batshuayi,Chelsea,76,ST,Belgium,EPL,4,5,M,L,184cm,78kg,28
2021/2022,Nayef Aguerd,West Ham,76,CB,Morocco,EPL,2,3,M,M,188cm,76kg,26
2021/2022,Darwin Núñez,Liverpool,76,ST,Uruguay,EPL,3,3,H,H,187cm,80kg,22
2021/2022,Ludwig Augustinsson,Aston Villa,76,LB,Sweden,EPL,3,2,H,M,181cm,72kg,28
2021/2022,Isaac Hayden,Norwich,76,CDM,England,EPL,2,4,L,H,185cm,79kg,27
2021/2022,Frédéric Guilbert,Aston Villa,76,RB,France,EPL,3,3,H,M,178cm,78kg,27
2021/2022,Ruben Loftus-Cheek,Chelsea,75,RM,England,EPL,4,3,M,L,191cm,88kg,26
2021/2022,Oliver Skipp,Spurs,75,CDM,England,EPL,2,3,M,H,178cm,70kg,21
2021/2022,Loris Karius,Liverpool,75,GK,Germany,EPL,1,3,M,M,189cm,87kg,28
2021/2022,Takumi Minamino,Liverpool,75,RW,Japan,EPL,3,4,H,M,174cm,67kg,27
2021/2022,Mark Noble,West Ham,75,CM,England,EPL,3,3,M,M,177cm,76kg,35
2021/2022,Danny Rose,Watford,75,LB,England,EPL,3,3,M,H,174cm,76kg,31
2021/2022,Darren Randolph,West Ham,75,GK,Republic of Ireland,EPL,1,3,M,M,188cm,78kg,35
2021/2022,James McArthur,Crystal Palace,75,CM,Scotland,EPL,3,3,H,H,178cm,66kg,34
2021/2022,Fraser Forster,Southampton,75,GK,England,EPL,1,5,M,M,201cm,93kg,34
2021/2022,James Tomkins,Crystal Palace,75,CB,England,EPL,2,3,L,M,192cm,74kg,33
2021/2022,Adam Lallana,Brighton,75,CM,England,EPL,4,5,H,H,178cm,73kg,34
2021/2022,Ciaran Clark,Newcastle Utd,75,CB,Republic of Ireland,EPL,2,2,L,M,185cm,88kg,32
2021/2022,Fabian Delph,Everton,75,CDM,England,EPL,3,3,M,H,174cm,78kg,32
2021/2022,Christian Benteke,Crystal Palace,75,ST,Belgium,EPL,2,2,M,L,190cm,83kg,31
2021/2022,Joshua King,Watford,75,ST,Norway,EPL,4,3,M,L,184cm,82kg,30
2021/2022,Ashley Barnes,Burnley,75,ST,England,EPL,3,4,H,H,186cm,84kg,32
2021/2022,Jonjo Shelvey,Newcastle Utd,75,CM,England,EPL,3,3,L,L,184cm,80kg,30
2021/2022,Alex McCarthy,Southampton,75,GK,England,EPL,1,2,M,M,193cm,79kg,32
2021/2022,Liam Cooper,Leeds United,75,CB,Scotland,EPL,2,2,M,M,188cm,73kg,30
2021/2022,Francisco Femenía Far,Watford,75,RB,Spain,EPL,3,3,H,M,174cm,61kg,31
2021/2022,Christian Kabasele,Watford,75,CB,Belgium,EPL,2,3,M,H,188cm,84kg,31
2021/2022,Nathaniel Clyne,Crystal Palace,75,RB,England,EPL,3,2,M,M,175cm,67kg,31
2021/2022,Guðmundsson,Burnley,75,RM,Iceland,EPL,4,4,M,H,179cm,77kg,31
2021/2022,Pontus Jansson,Brentford,75,CB,Sweden,EPL,2,3,M,M,194cm,86kg,31
2021/2022,Jordan Ayew,Crystal Palace,75,ST,Ghana,EPL,4,3,M,M,182cm,81kg,30
2021/2022,Dan Burn,Brighton,75,CB,England,EPL,2,3,M,H,198cm,87kg,30
2021/2022,Nampalys Mendy,Leicester City,75,CDM,Senegal,EPL,3,3,L,H,167cm,73kg,29
2021/2022,Grant Hanley,Norwich,75,CB,Scotland,EPL,2,3,L,H,187cm,81kg,30
2021/2022,Jeffrey Schlupp,Crystal Palace,75,LM,Ghana,EPL,3,2,H,M,178cm,72kg,29
2021/2022,Federico Fernández,Newcastle Utd,75,CB,Argentina,EPL,2,3,L,H,190cm,83kg,33
2021/2022,Mohamed Elyounoussi,Southampton,75,LM,Norway,EPL,4,4,M,M,178cm,70kg,27
2021/2022,Stuart Dallas,Leeds United,75,CM,Northern Ireland,EPL,3,4,H,H,183cm,81kg,31
2021/2022,Calum Chambers,Arsenal,75,RB,England,EPL,2,3,L,H,182cm,82kg,27
2021/2022,Solly March,Brighton,75,LWB,England,EPL,3,2,H,H,180cm,77kg,27
2021/2022,Adam Webster,Brighton,75,CB,England,EPL,2,4,M,M,191cm,75kg,27
2021/2022,Marçal,Wolves,75,LB,Brazil,EPL,3,3,M,H,178cm,72kg,33
2021/2022,Ryan Fraser,Newcastle Utd,75,LM,Scotland,EPL,3,4,M,M,163cm,70kg,28
2021/2022,Sead Kolašinac,Arsenal,75,LB,Bosnia and Herzegovina,EPL,3,2,H,M,183cm,82kg,28
2021/2022,Kortney Hause,Aston Villa,75,CB,England,EPL,2,2,L,M,191cm,77kg,26
2021/2022,Maxwel Cornet,Burnley,75,LB,Côte d'Ivoire,EPL,3,4,H,H,179cm,69kg,25
2021/2022,Demarai Gray,Everton,75,LW,England,EPL,4,3,M,M,183cm,75kg,25
2021/2022,Jaïro Riedewald,Crystal Palace,75,CDM,Netherlands,EPL,3,2,M,M,182cm,79kg,25
2021/2022,Marvelous Nakamba,Aston Villa,75,CDM,Zimbabwe,EPL,3,2,L,H,178cm,71kg,28
2021/2022,Kristoffer Ajer,Brentford,75,CB,Norway,EPL,3,3,H,M,196cm,94kg,24
2021/2022,Connor Roberts,Burnley,75,RWB,Wales,EPL,3,4,H,M,175cm,76kg,26
2021/2022,Todd Cantwell,Norwich,75,LM,England,EPL,4,2,H,M,177cm,70kg,24
2021/2022,Ainsley Maitland-Niles,Arsenal,75,CDM,England,EPL,4,3,M,M,177cm,71kg,24
2021/2022,Mahmoud Hassan,Aston Villa,75,RM,Egypt,EPL,4,4,H,H,180cm,71kg,27
2021/2022,Hee Chan Hwang,Wolves,75,ST,Korea Republic,EPL,3,4,H,M,177cm,77kg,26
2021/2022,Tom Davies,Everton,75,CM,England,EPL,3,3,M,H,180cm,70kg,23
2021/2022,Takehiro Tomiyasu,Arsenal,75,CB,Japan,EPL,2,5,M,H,188cm,84kg,23
2021/2022,Odsonne Edouard,Crystal Palace,75,ST,France,EPL,4,4,H,M,187cm,83kg,24
2021/2022,Yoane Wissa,Brentford,75,LM,Congo DR,EPL,3,3,H,M,176cm,74kg,25
2021/2022,Jean-Philippe Mateta,Crystal Palace,75,ST,France,EPL,3,4,M,L,192cm,88kg,24
2021/2022,Juan Camilo Hernández,Watford,75,ST,Colombia,EPL,3,4,H,M,176cm,73kg,23
2021/2022,Joseph Willock,Newcastle Utd,75,CAM,England,EPL,3,3,M,M,186cm,76kg,22
2021/2022,Frank Onyeka,Brentford,75,CDM,Nigeria,EPL,3,3,H,H,183cm,70kg,24
2021/2022,Alexis Mac Allister,Brighton,75,CAM,Argentina,EPL,3,3,M,M,174cm,72kg,23
2021/2022,Max Aarons,Norwich,75,RB,England,EPL,3,3,H,M,178cm,69kg,22
2021/2022,Imran Louza,Watford,75,CM,France,EPL,4,3,M,M,178cm,65kg,23
2021/2022,Enock Mwepu,Brighton,75,CM,Zambia,EPL,3,3,H,H,184cm,76kg,24
2021/2022,Brandon Williams,Norwich,75,RB,England,EPL,3,3,H,M,182cm,63kg,21
2021/2022,Alex Král,West Ham,75,CDM,Czech Republic,EPL,3,3,H,M,186cm,76kg,24
2021/2022,Calum Chambers,Aston Villa,75,RB,England,EPL,2,3,L,H,182cm,82kg,27
2021/2022,Dan Burn,Newcastle Utd,75,CB,England,EPL,2,3,M,H,198cm,87kg,30
2021/2022,Brandon Williams,Manchester Utd,75,RB,England,EPL,3,3,H,M,182cm,63kg,21
2021/2022,Fraser Forster,Spurs,75,GK,England,EPL,1,5,M,M,201cm,93kg,34
2021/2022,Cheick Doucouré,Crystal Palace,75,CM,Mali,EPL,3,3,M,H,180cm,73kg,22
2021/2022,Rasmus Kristensen,Leeds United,75,RB,Denmark,EPL,3,3,H,H,187cm,70kg,24
2021/2022,Luis Sinisterra,Leeds United,75,LW,Colombia,EPL,4,4,H,H,172cm,60kg,22
2021/2022,Julián Álvarez,Manchester City,75,RW,Argentina,EPL,4,3,H,M,170cm,71kg,22
2021/2022,William Saliba,Arsenal,75,CB,France,EPL,2,3,M,H,192cm,85kg,21
2021/2022,Matt Turner,Arsenal,75,GK,United States,EPL,1,2,M,M,191cm,88kg,27
2021/2022,Malang Sarr,Chelsea,74,CB,France,EPL,2,2,L,H,182cm,75kg,23
2021/2022,Ryan Sessegnon,Spurs,74,LWB,England,EPL,4,3,H,M,178cm,71kg,22
2021/2022,Adrián,Liverpool,74,GK,Spain,EPL,1,2,M,M,190cm,80kg,35
2021/2022,Konstantinos Tsimikas,Liverpool,74,LB,Greece,EPL,3,3,H,H,179cm,68kg,26
2021/2022,Jay Rodriguez,Burnley,74,ST,England,EPL,3,4,H,M,185cm,84kg,32
2021/2022,Wayne Hennessey,Burnley,74,GK,Wales,EPL,1,3,M,M,198cm,90kg,35
2021/2022,Erik Pieters,Burnley,74,LB,Netherlands,EPL,3,3,M,H,183cm,87kg,33
2021/2022,Martin Kelly,Crystal Palace,74,CB,England,EPL,2,3,L,M,191cm,77kg,32
2021/2022,Joel Ward,Crystal Palace,74,RB,England,EPL,3,3,M,H,188cm,83kg,32
2021/2022,Matt Ritchie,Newcastle Utd,74,LWB,Scotland,EPL,4,4,H,H,172cm,76kg,32
2021/2022,Tom Cleverley,Watford,74,CM,England,EPL,3,3,H,M,175cm,67kg,32
2021/2022,Mateusz Klich,Leeds United,74,CM,Poland,EPL,3,3,M,M,183cm,82kg,31
2021/2022,Cenk Tosun,Everton,74,ST,Turkey,EPL,3,4,H,L,183cm,78kg,30
2021/2022,Phil Jones,Manchester Utd,74,CB,England,EPL,2,3,L,H,185cm,71kg,30
2021/2022,Matěj Vydra,Burnley,74,CF,Czech Republic,EPL,3,4,M,M,180cm,71kg,30
2021/2022,Jeff Hendrick,Newcastle Utd,74,CM,Republic of Ireland,EPL,3,3,M,M,185cm,79kg,30
2021/2022,Jack Stephens,Southampton,74,CB,England,EPL,2,2,M,M,185cm,75kg,28
2021/2022,Paul Dummett,Newcastle Utd,74,CB,Wales,EPL,2,2,M,M,183cm,82kg,30
2021/2022,Danny Ward,Leicester City,74,GK,Wales,EPL,1,3,M,M,191cm,88kg,28
2021/2022,Javier Manquillo Gaitán,Newcastle Utd,74,RB,Spain,EPL,3,3,M,M,178cm,76kg,28
2021/2022,Daniel Amartey,Leicester City,74,RB,Ghana,EPL,3,3,M,H,186cm,79kg,27
2021/2022,David Raya Martin,Brentford,74,GK,Spain,EPL,1,3,M,M,183cm,75kg,26
2021/2022,Freddie Woodman,Newcastle Utd,74,GK,England,EPL,1,2,M,M,190cm,83kg,25
2021/2022,Joelinton,Newcastle Utd,74,ST,Brazil,EPL,3,3,M,M,186cm,81kg,25
2021/2022,Jonjoe Kenny,Everton,74,RB,England,EPL,3,2,H,M,176cm,67kg,25
2021/2022,Rico Henry,Brentford,74,LB,England,EPL,3,2,H,M,170cm,66kg,24
2021/2022,Adam Masina,Watford,74,LB,Morocco,EPL,3,3,M,H,191cm,87kg,28
2021/2022,Mathias Jensen,Brentford,74,CM,Denmark,EPL,3,4,H,M,180cm,68kg,26
2021/2022,Axel Tuanzebe,Aston Villa,74,CB,England,EPL,3,3,M,M,185cm,75kg,24
2021/2022,Aaron Ramsdale,Arsenal,74,GK,England,EPL,1,3,M,M,188cm,77kg,24
2021/2022,Dimitris Giannoulis,Norwich,74,LB,Greece,EPL,3,2,H,M,178cm,71kg,26
2021/2022,Eddie Nketiah,Arsenal,74,ST,England,EPL,3,3,H,M,175cm,72kg,22
2021/2022,Moussa Djenepo,Southampton,74,LM,Mali,EPL,3,3,H,M,177cm,65kg,23
2021/2022,Conor Gallagher,Crystal Palace,74,CM,England,EPL,3,2,M,M,182cm,74kg,22
2021/2022,Ethan Pinnock,Brentford,74,CB,Jamaica,EPL,2,3,M,H,194cm,79kg,28
2021/2022,Emmanuel Dennis,Watford,74,ST,Nigeria,EPL,4,3,M,L,175cm,66kg,24
2021/2022,Pascal Struijk,Leeds United,74,CB,Netherlands,EPL,2,4,M,H,190cm,79kg,22
2021/2022,Tariq Lamptey,Brighton,74,RWB,England,EPL,2,3,H,M,163cm,62kg,21
2021/2022,Bryan Mbeumo,Brentford,74,RW,France,EPL,4,2,M,M,171cm,75kg,22
2021/2022,Christos Tzolis,Norwich,74,LM,Greece,EPL,4,4,H,M,179cm,73kg,20
2021/2022,Samuel Kalu,Watford,74,LM,Nigeria,EPL,4,4,H,M,177cm,78kg,24
2021/2022,Axel Tuanzebe,Manchester Utd,74,CB,England,EPL,3,3,M,M,185cm,75kg,24
2021/2022,Abdul Rahman Baba,Chelsea,74,LB,Ghana,EPL,3,4,H,M,180cm,72kg,27
2021/2022,Conor Gallagher,Chelsea,74,CM,England,EPL,3,2,M,M,182cm,74kg,22
2021/2022,Hélder Costa,Leeds United,74,RM,Portugal,EPL,4,3,M,M,179cm,77kg,28
2021/2022,Ignacio Pussetto,Watford,74,ST,Argentina,EPL,3,4,H,M,180cm,74kg,26
2021/2022,Chalobah,Chelsea,73,CDM,England,EPL,3,3,M,M,191cm,84kg,22
2021/2022,Japhet Tanganga,Spurs,73,RB,England,EPL,2,3,M,H,180cm,73kg,23
2021/2022,Dale Stephens,Burnley,73,CDM,England,EPL,3,3,M,H,185cm,78kg,32
2021/2022,Danny Welbeck,Brighton,73,ST,England,EPL,3,3,H,H,185cm,73kg,31
2021/2022,Kenny McLean,Norwich,73,CM,Scotland,EPL,3,3,M,H,183cm,70kg,30
2021/2022,Jack Butland,Crystal Palace,73,GK,England,EPL,1,4,M,M,196cm,95kg,29
2021/2022,Dwight Gayle,Newcastle Utd,73,ST,England,EPL,3,4,M,L,174cm,78kg,31
2021/2022,Emil Krafth,Newcastle Utd,73,RB,Sweden,EPL,3,3,M,M,184cm,83kg,27
2021/2022,Sam Byram,Norwich,73,LB,England,EPL,3,3,M,M,183cm,72kg,28
2021/2022,Christian Nørgaard,Brentford,73,CDM,Denmark,EPL,3,3,M,M,187cm,77kg,28
2021/2022,William Troost-Ekong,Watford,73,CB,Nigeria,EPL,2,3,L,M,191cm,82kg,28
2021/2022,Ken Sema,Watford,73,LW,Sweden,EPL,3,3,M,M,180cm,69kg,28
2021/2022,Hamza Choudhury,Leicester City,73,CDM,England,EPL,2,3,M,H,178cm,64kg,24
2021/2022,Tyler Roberts,Leeds United,73,CAM,Wales,EPL,3,3,M,M,180cm,75kg,23
2021/2022,Jamal Lewis,Newcastle Utd,73,LB,Northern Ireland,EPL,3,3,H,H,178cm,70kg,24
2021/2022,Josh Dasilva,Brentford,73,CM,England,EPL,3,3,H,M,184cm,75kg,23
2021/2022,Vitaly Janelt,Brentford,73,CDM,Germany,EPL,3,3,M,H,184cm,79kg,24
2021/2022,Álvaro,Brentford,73,GK,Spain,EPL,1,2,M,M,186cm,75kg,24
2021/2022,Ibrahima Diallo,Southampton,73,CDM,France,EPL,3,3,M,H,179cm,68kg,23
2021/2022,Nathaniel Phillips,Liverpool,73,CB,England,EPL,2,2,L,M,190cm,84kg,25
2021/2022,Marc Guehi,Crystal Palace,73,CB,England,EPL,2,2,M,M,185cm,75kg,21
2021/2022,Albert Sambi Lokonga,Arsenal,73,CM,Belgium,EPL,3,3,M,M,183cm,73kg,22
2021/2022,Curtis Jones,Liverpool,73,CM,England,EPL,4,4,H,M,185cm,75kg,21
2021/2022,Rayan Aït Nouri,Wolves,73,LWB,France,EPL,2,3,H,M,179cm,70kg,20
2021/2022,Lukas Rupp,Norwich,73,CM,Germany,EPL,3,3,M,M,178cm,73kg,31
2021/2022,Harvey Elliott,Liverpool,73,RW,England,EPL,4,4,M,M,170cm,64kg,19
2021/2022,Michael Olise,Crystal Palace,73,CAM,France,EPL,4,2,M,M,184cm,68kg,20
2021/2022,Samir,Watford,73,CB,Brazil,EPL,2,2,M,H,188cm,80kg,27
2021/2022,Ben Davies,Liverpool,73,CB,England,EPL,2,3,L,M,185cm,74kg,26
2021/2022,Patrick Cutrone,Wolves,73,ST,Italy,EPL,3,3,H,M,183cm,79kg,24
2021/2022,Florin Andone,Brighton,73,ST,Romania,EPL,3,3,H,H,180cm,78kg,29
2021/2022,Joe Aribo,Southampton,73,CM,Nigeria,EPL,4,3,H,H,183cm,76kg,25
2021/2022,Samuel Bastien,Burnley,73,CM,Belgium,EPL,3,3,H,M,175cm,75kg,25
2021/2022,Kaoru Mitoma,Brighton,73,LW,Japan,EPL,4,3,M,L,178cm,71kg,25
2021/2022,Abdallah Sima,Brighton,73,RM,Senegal,EPL,2,4,H,H,188cm,74kg,20
2021/2022,Nahuel Bustos,Manchester City,73,ST,Argentina,EPL,3,2,H,L,176cm,64kg,23
2021/2022,Reiss Nelson,Arsenal,73,RM,England,EPL,4,3,H,M,175cm,71kg,22
2021/2022,Joe Rodon,Spurs,72,CB,Wales,EPL,2,4,M,M,193cm,76kg,24
2021/2022,Shane Long,Southampton,72,ST,Republic of Ireland,EPL,3,2,H,H,178cm,70kg,35
2021/2022,Winston Reid,West Ham,72,CB,New Zealand,EPL,2,3,L,H,190cm,87kg,33
2021/2022,Craig Cathcart,Watford,72,CB,Northern Ireland,EPL,2,3,M,H,190cm,83kg,33
2021/2022,Dan Gosling,Watford,72,CM,England,EPL,3,3,M,M,183cm,79kg,32
2021/2022,Jed Steer,Aston Villa,72,GK,England,EPL,1,2,M,M,188cm,80kg,29
2021/2022,Ben Gibson,Norwich,72,CB,England,EPL,2,3,L,M,185cm,78kg,29
2021/2022,Charly Musonda,Chelsea,72,RM,Belgium,EPL,4,5,M,M,173cm,66kg,25
2021/2022,Jacob Murphy,Newcastle Utd,72,RM,England,EPL,3,4,H,M,179cm,74kg,27
2021/2022,Angus Gunn,Norwich,72,GK,England,EPL,1,3,M,M,196cm,77kg,26
2021/2022,Sergi Canós Tenés,Brentford,72,LW,Spain,EPL,3,3,H,H,175cm,66kg,25
2021/2022,Francisco Sierralta,Watford,72,CB,Chile,EPL,2,3,M,H,190cm,83kg,25
2021/2022,Lyanco Neves Vojnovic,Southampton,72,CB,Brazil,EPL,2,3,M,H,187cm,83kg,25
2021/2022,Oghenekaro Etebo,Watford,72,CM,Nigeria,EPL,3,4,H,H,176cm,70kg,26
2021/2022,Sean Longstaff,Newcastle Utd,72,CM,England,EPL,2,3,M,M,180cm,65kg,24
2021/2022,Christoph Zimmermann,Norwich,72,CB,Germany,EPL,2,3,M,H,194cm,92kg,29
2021/2022,Billy Gilmour,Norwich,72,CM,Scotland,EPL,3,3,M,M,170cm,66kg,20
2021/2022,Mathias Jørgensen,Brentford,72,CB,Denmark,EPL,2,2,M,M,191cm,85kg,32
2021/2022,Shane Duffy,Brighton,72,CB,Republic of Ireland,EPL,2,3,L,H,193cm,76kg,30
2021/2022,Matt Miazga,Chelsea,72,CB,United States,EPL,2,3,L,M,193cm,84kg,26
2021/2022,Billy Gilmour,Chelsea,72,CM,Scotland,EPL,3,3,M,M,170cm,66kg,20
2021/2022,Bailey Peacock-Farrell,Burnley,72,GK,Northern Ireland,EPL,1,2,M,M,192cm,73kg,25
2021/2022,Matt Clarke,Brighton,72,CB,England,EPL,3,3,M,M,185cm,83kg,25
2021/2022,Kiko Casilla,Leeds United,72,GK,Spain,EPL,1,2,M,M,190cm,86kg,35
2021/2022,Fábio Vieira,Arsenal,72,CAM,Portugal,EPL,2,3,M,M,170cm,63kg,21
2021/2022,Phil Bardsley,Burnley,71,RB,Scotland,EPL,3,3,L,M,180cm,79kg,36
2021/2022,Adam Forshaw,Leeds United,71,CDM,England,EPL,3,3,L,H,174cm,71kg,30
2021/2022,Kevin Long,Burnley,71,CB,Republic of Ireland,EPL,2,2,L,M,190cm,82kg,31
2021/2022,Marcus Bettinelli,Chelsea,71,GK,England,EPL,1,3,M,M,194cm,82kg,30
2021/2022,Jürgen Locadia,Brighton,71,ST,Netherlands,EPL,3,4,H,M,185cm,87kg,28
2021/2022,Tariqe Fosu,Brentford,71,LW,Ghana,EPL,4,3,M,M,172cm,67kg,26
2021/2022,Kieran Dowell,Norwich,71,CAM,England,EPL,3,3,M,L,185cm,70kg,24
2021/2022,Yan Valery,Southampton,71,RB,France,EPL,3,2,H,H,180cm,85kg,23
2021/2022,Kiernan Dewsbury-Hall,Leicester City,71,CM,England,EPL,3,3,H,M,177cm,70kg,23
2021/2022,Josh Sargent,Norwich,71,ST,United States,EPL,3,4,H,M,185cm,79kg,22
2021/2022,Tudor Băluță,Brighton,71,CDM,Romania,EPL,2,2,M,H,188cm,80kg,23
2021/2022,Filip Benković,Leicester City,71,CB,Croatia,EPL,2,3,M,M,194cm,91kg,24
2021/2022,Nathan Collins,Burnley,71,CB,Republic of Ireland,EPL,2,3,M,H,193cm,81kg,21
2021/2022,João Pedro,Watford,71,ST,Brazil,EPL,3,4,M,M,182cm,70kg,20
2021/2022,Matthew Longstaff,Newcastle Utd,71,CM,England,EPL,2,3,H,M,171cm,65kg,22
2021/2022,Jonas Lössl,Brentford,71,GK,Denmark,EPL,1,2,M,M,195cm,89kg,33
2021/2022,Morgan Gibbs-White,Wolves,71,CAM,England,EPL,4,2,M,L,178cm,70kg,22
2021/2022,Armel Bella Kotchap,Southampton,71,CB,Germany,EPL,2,5,M,M,190cm,87kg,20
2021/2022,Maduka Okoye,Watford,71,GK,Nigeria,EPL,1,3,M,M,198cm,94kg,22
2021/2022,Domingos Quina,Watford,71,CAM,Portugal,EPL,3,3,M,M,175cm,66kg,22
2021/2022,Onel Hernández,Norwich,71,LM,Cuba,EPL,4,3,H,M,172cm,76kg,29
2021/2022,Nathan Collins,Wolves,71,CB,Republic of Ireland,EPL,2,3,M,H,193cm,81kg,21
2021/2022,John Ruddy,Wolves,70,GK,England,EPL,1,3,M,M,193cm,97kg,35
2021/2022,Mark Gillespie,Newcastle Utd,70,GK,England,EPL,1,3,M,M,192cm,83kg,30
2021/2022,Daniel Bachmann,Watford,70,GK,Austria,EPL,1,3,M,M,191cm,81kg,27
2021/2022,Julian Jeanvier,Brentford,70,CB,Guinea,EPL,2,3,M,M,185cm,84kg,29
2021/2022,Lewis Baker,Chelsea,70,CDM,England,EPL,3,5,M,M,182cm,72kg,27
2021/2022,Saman Ghoddos,Brentford,70,CAM,Iran,EPL,4,3,M,L,177cm,79kg,28
2021/2022,Jacob Sørensen,Norwich,70,LB,Denmark,EPL,3,3,H,H,184cm,77kg,24
2021/2022,Steven Alzate,Brighton,70,CM,Colombia,EPL,3,3,M,M,180cm,75kg,23
