season,player_name,team,player_rating,position,nation,league,skill_moves,weak_foot_quality,work_rate_a,work_rate_d,player_height,player_weight,age
2015/2016,Prödl,Watford,76,CB,Austria,EPL,2,2,M,M,194cm,92kg,28
2015/2016,Jedinák,Crystal Palace,76,CDM,Australia,EPL,2,3,M,H,188cm,78kg,31
2015/2016,Rodwell,Sunderland,76,CM,England,EPL,3,4,M,H,188cm,71kg,25
2015/2016,Olsson,Norwich City,76,LB,Sweden,EPL,3,2,H,M,178cm,81kg,28
2015/2016,Trippier,Spurs,76,RB,England,EPL,3,4,H,H,179cm,71kg,25
2015/2016,Ward,Crystal Palace,76,RB,England,EPL,2,3,H,M,187cm,83kg,26
2015/2016,Tabanou,Swansea City,76,LB,France,EPL,3,3,H,M,178cm,70kg,27
2015/2016,Lanzini,West Ham,76,CAM,Argentina,EPL,4,3,M,M,170cm,66kg,23
2015/2016,Bolasie,Crystal Palace,76,LW,DR Congo,EPL,5,4,H,M,185cm,84kg,27
2015/2016,Pantilimon,Sunderland,76,GK,Romania,EPL,1,2,M,M,203cm,96kg,29
2015/2016,Souaré,Crystal Palace,76,LB,Senegal,EPL,2,2,H,M,178cm,69kg,25
2015/2016,Ayew,Aston Villa,76,ST,Ghana,EPL,3,3,M,M,182cm,81kg,24
2015/2016,Wollscheid,Stoke City,76,CB,Germany,EPL,2,4,M,M,194cm,88kg,27
2015/2016,Veretout,Aston Villa,76,CM,France,EPL,3,3,M,H,176cm,66kg,23
2015/2016,Berahino,West Brom,76,ST,England,EPL,3,4,M,M,180cm,83kg,22
2015/2016,Campbell,Arsenal,76,RM,Costa Rica,EPL,4,2,H,M,178cm,72kg,24
2015/2016,Thauvin,Newcastle Utd,76,RM,France,EPL,4,3,H,M,179cm,70kg,23
2015/2016,Atsu,Bournemouth,76,LW,Ghana,EPL,3,2,H,M,172cm,68kg,24
2015/2016,Davies,Spurs,76,LB,Wales,EPL,2,3,H,H,181cm,76kg,23
2015/2016,Origi,Liverpool,76,ST,Belgium,EPL,4,3,H,M,185cm,75kg,21
2015/2016,Mitrovic,Newcastle Utd,76,ST,Serbia,EPL,2,4,M,L,189cm,82kg,21
2015/2016,Kanté,Leicester City,76,CM,France,EPL,3,3,M,M,169cm,69kg,25
2015/2016,Valencia,West Ham,76,ST,Ecuador,EPL,2,3,H,L,174cm,74kg,26
2015/2016,Moses,West Ham,76,LM,Nigeria,EPL,4,4,M,M,177cm,85kg,25
2015/2016,Dyer,Leicester City,76,RM,England,EPL,4,3,H,H,167cm,62kg,28
2015/2016,Borini,Sunderland,76,ST,Italy,EPL,3,3,M,M,180cm,74kg,25
2015/2016,Atsu,Chelsea,76,CM,Ghana,EPL,3,2,H,M,172cm,68kg,24
2015/2016,Emenike,West Ham,76,ST,Nigeria,EPL,3,4,H,L,182cm,90kg,29
2015/2016,Moses,Chelsea,76,LM,Nigeria,EPL,4,4,M,M,177cm,85kg,25
2015/2016,Dyer,Swansea City,76,RM,England,EPL,4,3,H,H,167cm,62kg,28
2015/2016,Giaccherini,Sunderland,76,LW,Italy,EPL,3,3,H,M,167cm,60kg,31
2015/2016,Mendy,Leicester City,76,CDM,France,EPL,3,3,M,H,168cm,68kg,23
2015/2016,Musa,Leicester City,76,ST,Nigeria,EPL,4,3,H,M,168cm,69kg,23
2015/2016,Dja Djédjé,Watford,76,RB,Ivory Coast,EPL,2,2,H,M,170cm,71kg,25
2015/2016,Okaka Chuka,Watford,76,ST,Italy,EPL,2,5,M,M,186cm,82kg,26
2015/2016,Jedinák,Aston Villa,76,CDM,Australia,EPL,2,3,M,H,188cm,78kg,31
2015/2016,Atsu,Newcastle Utd,76,LW,Ghana,EPL,3,2,H,M,172cm,68kg,24
2015/2016,Valencia,Everton,76,ST,Ecuador,EPL,2,3,H,L,174cm,74kg,26
2015/2016,Given,Stoke City,75,GK,Republic of Ireland,EPL,1,3,M,M,185cm,84kg,40
2015/2016,O'Shea,Sunderland,75,CB,Republic of Ireland,EPL,2,3,M,H,190cm,84kg,35
2015/2016,Brown,Sunderland,75,CB,England,EPL,2,3,M,H,185cm,77kg,36
2015/2016,Lambert,West Brom,75,ST,England,EPL,2,4,H,M,188cm,77kg,34
2015/2016,Collins,West Ham,75,CB,Wales,EPL,2,2,L,H,193cm,90kg,32
2015/2016,Deeney,Watford,75,ST,England,EPL,3,3,H,M,183cm,90kg,27
2015/2016,Benalouane,Leicester City,75,CB,Tunisia,EPL,2,3,M,H,185cm,85kg,29
2015/2016,Gomes,Watford,75,GK,Brazil,EPL,1,2,M,M,191cm,91kg,35
2015/2016,Odemwingie,Stoke City,75,RM,Nigeria,EPL,3,4,H,L,182cm,74kg,34
2015/2016,Fletcher,West Brom,75,CM,Scotland,EPL,2,3,M,H,184cm,74kg,32
2015/2016,Hoolahan,Norwich City,75,CAM,Republic of Ireland,EPL,4,2,H,L,168cm,71kg,34
2015/2016,Puncheon,Crystal Palace,75,CAM,England,EPL,3,2,M,L,173cm,71kg,29
2015/2016,Adam,Stoke City,75,CM,Scotland,EPL,3,3,M,L,185cm,82kg,30
2015/2016,Gouffran,Newcastle Utd,75,LM,France,EPL,3,3,M,M,176cm,76kg,30
2015/2016,Marveaux,Newcastle Utd,75,CAM,France,EPL,3,3,M,M,172cm,66kg,30
2015/2016,Osman,Everton,75,LM,England,EPL,3,3,M,M,173cm,64kg,35
2015/2016,Jurado,Watford,75,LM,Spain,EPL,4,4,M,L,176cm,72kg,29
2015/2016,Whelan,Stoke City,75,CDM,Republic of Ireland,EPL,3,4,M,H,180cm,80kg,32
2015/2016,Pocognoli,West Brom,75,LB,Belgium,EPL,3,3,H,M,183cm,78kg,28
2015/2016,Schmeichel,Leicester City,75,GK,Denmark,EPL,1,3,M,M,185cm,76kg,29
2015/2016,Ruddy,Norwich City,75,GK,England,EPL,1,3,M,M,193cm,97kg,29
2015/2016,Diamanti,Watford,75,CF,Italy,EPL,4,2,M,M,180cm,73kg,33
2015/2016,Jerome,Norwich City,75,ST,England,EPL,3,2,M,H,185cm,85kg,29
2015/2016,Long,Southampton,75,ST,Republic of Ireland,EPL,3,3,H,H,180cm,81kg,29
2015/2016,Ireland,Stoke City,75,CAM,Republic of Ireland,EPL,3,3,M,M,173cm,66kg,29
2015/2016,Bassong,Norwich City,75,CB,Cameroon,EPL,2,3,M,M,187cm,73kg,29
2015/2016,Joselu,Stoke City,75,ST,Spain,EPL,3,3,M,M,192cm,80kg,26
2015/2016,Gardner,West Brom,75,CM,England,EPL,2,3,H,M,176cm,82kg,29
2015/2016,Sako,Crystal Palace,75,LM,Mali,EPL,3,3,H,M,184cm,91kg,28
2015/2016,Kouyaté,West Ham,75,CDM,Senegal,EPL,2,3,M,M,193cm,78kg,26
2015/2016,Westwood,Aston Villa,75,CM,England,EPL,2,3,M,M,170cm,67kg,26
2015/2016,McCarthy,Crystal Palace,75,GK,England,EPL,1,2,M,M,193cm,79kg,26
2015/2016,Éder,Swansea City,75,ST,Portugal,EPL,4,4,M,M,188cm,81kg,28
2015/2016,Mason,Spurs,75,CM,England,EPL,3,3,H,M,175cm,68kg,24
2015/2016,McAuley,West Brom,75,CB,Northern Ireland,EPL,2,3,L,H,195cm,90kg,36
2015/2016,Jordi Amat,Swansea City,75,CB,Spain,EPL,2,3,L,H,185cm,83kg,24
2015/2016,van Ginkel,Stoke City,75,CM,Netherlands,EPL,3,4,H,M,186cm,82kg,23
2015/2016,Berghuis,Watford,75,RW,Netherlands,EPL,3,3,M,L,182cm,70kg,24
2015/2016,Bešic,Everton,75,CDM,Bosnia Herzegovina,EPL,2,3,M,H,177cm,78kg,23
2015/2016,Can,Liverpool,75,CDM,Germany,EPL,3,4,M,M,188cm,82kg,22
2015/2016,Bentaleb,Spurs,75,CM,Algeria,EPL,2,3,M,M,187cm,68kg,21
2015/2016,Amavi,Aston Villa,75,LB,France,EPL,3,3,H,M,176cm,70kg,22
2015/2016,Toivonen,Sunderland,75,ST,Sweden,EPL,2,3,M,M,189cm,81kg,29
2015/2016,Funes Mori,Everton,75,CB,Argentina,EPL,2,3,M,M,186cm,80kg,25
2015/2016,Marc Muniesa,Stoke City,75,CB,Spain,EPL,2,3,M,M,179cm,72kg,24
2015/2016,Gueye,Aston Villa,75,CM,Senegal,EPL,2,3,M,H,174cm,72kg,26
2015/2016,Colback,Newcastle Utd,75,CDM,England,EPL,2,3,M,H,176cm,70kg,26
2015/2016,Townsend,Spurs,75,RM,England,EPL,3,4,H,M,181cm,81kg,24
2015/2016,Ings,Liverpool,75,ST,England,EPL,3,3,H,H,178cm,73kg,23
2015/2016,Januzaj,Manchester Utd,75,LM,Belgium,EPL,4,4,M,M,180cm,75kg,21
2015/2016,Lucas Piazon,Chelsea,75,CAM,Brazil,EPL,3,4,H,L,182cm,75kg,22
2015/2016,Luis Alberto,Liverpool,75,CAM,Spain,EPL,3,4,M,L,182cm,72kg,23
2015/2016,Vergini,Sunderland,75,CB,Argentina,EPL,2,3,M,H,191cm,83kg,27
2015/2016,Townsend,Crystal Palace,75,RM,England,EPL,3,4,H,M,181cm,81kg,24
2015/2016,van Ginkel,Chelsea,75,CM,Netherlands,EPL,3,4,H,M,186cm,82kg,23
2015/2016,Sels,Newcastle Utd,75,GK,Belgium,EPL,1,3,M,M,189cm,82kg,24
2015/2016,McCarthy,Southampton,75,GK,England,EPL,1,2,M,M,193cm,79kg,26
2015/2016,Gueye,Everton,75,CM,Senegal,EPL,2,3,M,H,174cm,72kg,26
2015/2016,Sané,Manchester City,75,RM,Germany,EPL,3,4,M,M,183cm,75kg,20
2015/2016,Masuaku,West Ham,75,LB,France,EPL,2,2,H,M,179cm,70kg,22
2015/2016,McCormack,Aston Villa,75,ST,Scotland,EPL,3,4,H,M,175cm,74kg,29
2015/2016,Januzaj,Sunderland,75,LM,Belgium,EPL,4,4,M,M,180cm,75kg,21
2015/2016,Marcos Alonso,Chelsea,75,LM,Spain,EPL,2,3,H,M,188cm,81kg,25
2015/2016,Pedro Obiang,West Ham,74,CM,Spain,EPL,2,3,M,M,185cm,,24
2015/2016,Jenkinson,West Ham,74,RB,England,EPL,2,3,H,H,185cm,,24
2015/2016,Dier,Spurs,74,CB,England,EPL,2,3,M,H,188cm,86kg,22
2015/2016,Butland,Stoke City,74,GK,England,EPL,1,3,M,M,196cm,95kg,23
2015/2016,Héctor Bellerín,Arsenal,74,RB,Spain,EPL,3,3,M,M,177cm,74kg,21
2015/2016,Zuculini,Manchester City,74,CM,Argentina,EPL,2,3,M,M,182cm,74kg,23
2015/2016,Gardos,Southampton,74,CB,Romania,EPL,2,3,M,H,193cm,88kg,27
2015/2016,Ward-Prowse,Southampton,74,CAM,England,EPL,3,3,H,M,173cm,66kg,21
2015/2016,Traoré,Chelsea,74,ST,Burkina Faso,EPL,4,3,M,L,180cm,72kg,20
2015/2016,Carles Gil,Aston Villa,74,RM,Spain,EPL,3,3,M,H,170cm,,23
2015/2016,Belkalem,Watford,74,CB,Algeria,EPL,2,3,M,H,190cm,,27
2015/2016,Jarvis,Norwich City,74,LM,England,EPL,3,4,M,H,170cm,73kg,30
2015/2016,Jelavic,West Ham,74,ST,Croatia,EPL,3,4,M,H,187cm,84kg,30
2015/2016,Antonio,West Ham,74,LM,England,EPL,4,4,M,M,180cm,79kg,26
2015/2016,Ilori,Aston Villa,74,CB,Portugal,EPL,2,3,M,M,190cm,80kg,23
2015/2016,Tremmel,Swansea City,74,GK,Germany,EPL,1,3,M,M,191cm,89kg,37
2015/2016,Chamakh,Crystal Palace,74,CAM,Morocco,EPL,3,3,M,H,185cm,70kg,32
2015/2016,Sidwell,Stoke City,74,CDM,England,EPL,3,3,M,M,178cm,80kg,33
2015/2016,Fuchs,Leicester City,74,LWB,Austria,EPL,3,2,M,M,186cm,86kg,30
2015/2016,Tettey,Norwich City,74,CM,Norway,EPL,3,3,M,M,180cm,,30
2015/2016,Delaney,Crystal Palace,74,CB,Republic of Ireland,EPL,2,3,M,M,191cm,89kg,34
2015/2016,Morrison,West Brom,74,CM,Scotland,EPL,3,3,M,M,178cm,64kg,30
2015/2016,Larsson,Sunderland,74,CM,Sweden,EPL,2,3,M,M,178cm,70kg,30
2015/2016,N'Zogbia,Aston Villa,74,CAM,France,EPL,4,2,M,L,171cm,70kg,29
2015/2016,Ledley,Crystal Palace,74,CM,Wales,EPL,3,2,M,H,183cm,73kg,29
2015/2016,Wilson,Stoke City,74,CB,Republic of Ireland,EPL,2,4,M,M,188cm,80kg,28
2015/2016,Amalfitano,West Ham,74,RM,France,EPL,3,4,M,L,176cm,68kg,31
2015/2016,Sinclair,Aston Villa,74,LM,England,EPL,4,2,H,M,177cm,69kg,27
2015/2016,Bridcutt,Sunderland,74,CDM,Scotland,EPL,3,3,M,H,171cm,76kg,27
2015/2016,Dorrans,Norwich City,74,CM,Scotland,EPL,3,3,M,M,175cm,73kg,29
2015/2016,Taylor,Swansea City,74,LB,Wales,EPL,2,3,M,M,177cm,75kg,27
2015/2016,Pieters,Stoke City,74,LB,Netherlands,EPL,2,2,M,M,182cm,86kg,27
2015/2016,Mannone,Sunderland,74,GK,Italy,EPL,1,3,M,M,188cm,80kg,28
2015/2016,Hooper,Norwich City,74,ST,England,EPL,2,2,M,M,175cm,71kg,28
2015/2016,Howson,Norwich City,74,CM,England,EPL,3,4,M,H,181cm,77kg,28
2015/2016,Anita,Newcastle Utd,74,CDM,Netherlands,EPL,3,3,M,H,168cm,65kg,27
2015/2016,Kelly,Crystal Palace,74,RB,England,EPL,3,3,M,M,191cm,77kg,26
2015/2016,van Aanholt,Sunderland,74,LB,Netherlands,EPL,3,3,H,M,175cm,67kg,25
2015/2016,Ritchie,Bournemouth,74,RM,Scotland,EPL,3,4,H,M,173cm,71kg,26
2015/2016,Naughton,Swansea City,74,RB,England,EPL,3,3,M,M,180cm,73kg,27
2015/2016,Kozák,Aston Villa,74,ST,Czech Republic,EPL,2,3,M,M,193cm,82kg,26
2015/2016,Britos,Watford,74,CB,Uruguay,EPL,2,3,M,M,188cm,82kg,30
2015/2016,Sakho,West Ham,74,ST,Senegal,EPL,3,3,M,M,184cm,79kg,26
2015/2016,Matthews,Sunderland,74,RB,Wales,EPL,2,3,H,M,178cm,71kg,24
2015/2016,Joel Robles,Everton,74,GK,Spain,EPL,1,2,M,M,195cm,90kg,25
2015/2016,Wilson,Bournemouth,74,ST,England,EPL,3,3,H,M,180cm,66kg,24
2015/2016,McClean,West Brom,74,LM,Republic of Ireland,EPL,4,2,M,M,180cm,70kg,27
2015/2016,Gamboa,West Brom,74,RB,Costa Rica,EPL,2,3,M,M,175cm,67kg,26
2015/2016,Redmond,Norwich City,74,RM,England,EPL,4,3,M,M,173cm,75kg,22
2015/2016,Cissokho,Aston Villa,74,LB,France,EPL,2,2,H,M,181cm,75kg,28
2015/2016,Turner,Norwich City,74,CB,England,EPL,2,3,L,M,193cm,90kg,32
2015/2016,Wellington Silva,Arsenal,74,RM,Brazil,EPL,5,3,M,M,170cm,68kg,23
2015/2016,Jenkinson,Arsenal,74,RB,England,EPL,2,3,H,H,185cm,77kg,24
2015/2016,Kalas,Chelsea,74,RB,Czech Republic,EPL,2,3,M,M,182cm,73kg,23
2015/2016,Sidwell,Stoke City,74,CM,England,EPL,3,3,M,M,178cm,80kg,33
2015/2016,Luís Hernández,Leicester City,74,CB,Spain,EPL,2,4,M,H,182cm,74kg,27
2015/2016,Mooy,Manchester City,74,CM,Australia,EPL,3,3,M,M,176cm,,25
2015/2016,Juanfran,Watford,74,RB,Spain,EPL,3,3,H,M,179cm,72kg,27
2015/2016,Ritchie,Newcastle Utd,74,RM,Scotland,EPL,3,4,H,M,173cm,71kg,26
2015/2016,Phillips,West Brom,74,RM,Scotland,EPL,4,4,M,M,183cm,75kg,25
2015/2016,Redmond,Southampton,74,RM,England,EPL,4,3,H,M,173cm,75kg,22
2015/2016,Diamé,Newcastle Utd,74,CAM,Senegal,EPL,3,3,M,H,185cm,,28
2015/2016,Wilson,Bournemouth,74,CB,Republic of Ireland,EPL,2,4,M,M,188cm,80kg,28
2015/2016,Calleri,West Ham,74,ST,Argentina,EPL,3,2,H,M,175cm,70kg,22
2015/2016,Nélson Oliveira,Norwich City,74,ST,Portugal,EPL,3,3,H,M,186cm,82kg,24
2015/2016,Schwarzer,Leicester City,73,GK,Australia,EPL,1,3,M,M,194cm,95kg,43
2015/2016,Hangeland,Crystal Palace,73,CB,Norway,EPL,2,3,M,M,196cm,92kg,34
2015/2016,Brunt,West Brom,73,LM,Northern Ireland,EPL,3,3,M,M,185cm,,31
2015/2016,Morgan,Leicester City,73,CB,Jamaica,EPL,2,3,M,M,185cm,93kg,32
2015/2016,Abdi,Watford,73,CAM,Switzerland,EPL,3,4,M,M,182cm,75kg,29
2015/2016,Richardson,Aston Villa,73,LM,England,EPL,3,3,M,M,175cm,69kg,31
2015/2016,Hutton,Aston Villa,73,RB,Scotland,EPL,2,3,M,M,185cm,73kg,31
2015/2016,Williamson,Newcastle Utd,73,CB,England,EPL,2,3,M,M,194cm,,32
2015/2016,Lee Chung Yong,Crystal Palace,73,RM,Korea Republic,EPL,4,3,M,M,178cm,60kg,27
2015/2016,Martin,Norwich City,73,CB,Scotland,EPL,2,3,M,M,183cm,74kg,30
2015/2016,Agbonlahor,Aston Villa,73,CF,England,EPL,3,4,M,M,180cm,79kg,29
2015/2016,Federici,Bournemouth,73,GK,Australia,EPL,1,2,M,M,188cm,90kg,31
2015/2016,Ulloa,Leicester City,73,ST,Argentina,EPL,2,4,H,M,185cm,80kg,29
2015/2016,Anichebe,West Brom,73,ST,Nigeria,EPL,2,3,H,M,185cm,80kg,28
2015/2016,Hennessey,Crystal Palace,73,GK,Wales,EPL,1,3,M,M,198cm,90kg,29
2015/2016,Tomkins,West Ham,73,CB,England,EPL,2,2,M,M,191cm,74kg,27
2015/2016,Arter,Bournemouth,73,CM,Republic of Ireland,EPL,3,5,H,H,178cm,,26
2015/2016,Bogdán,Liverpool,73,GK,Hungary,EPL,1,3,M,M,194cm,,28
2015/2016,Gestede,Aston Villa,73,ST,Benin,EPL,2,3,H,M,193cm,86kg,27
2015/2016,Cresswell,West Ham,73,LB,England,EPL,2,3,M,M,170cm,,26
2015/2016,McManaman,West Brom,73,RW,England,EPL,4,4,H,M,174cm,71kg,25
2015/2016,Wickham,Crystal Palace,73,ST,England,EPL,2,3,H,M,189cm,90kg,23
2015/2016,Yoshida,Southampton,73,CB,Japan,EPL,2,4,M,M,189cm,78kg,27
2015/2016,Bacuna,Aston Villa,73,RB,Netherlands,EPL,3,3,M,M,187cm,77kg,24
2015/2016,Oriol Romeu,Southampton,73,CDM,Spain,EPL,2,3,M,H,183cm,83kg,24
2015/2016,Mahrez,Leicester City,73,RM,Algeria,EPL,4,4,M,M,179cm,62kg,25
2015/2016,Ayoze Pérez,Newcastle Utd,73,ST,Spain,EPL,3,4,H,M,179cm,66kg,22
2015/2016,Kramaric,Leicester City,73,ST,Croatia,EPL,4,4,M,M,180cm,70kg,24
2015/2016,Angella,Watford,73,CB,Italy,EPL,2,3,M,M,191cm,,27
2015/2016,Vydra,Watford,73,ST,Czech Republic,EPL,3,4,H,M,180cm,73kg,24
2015/2016,Kabasele,Watford,73,CB,Belgium,EPL,2,3,L,H,187cm,84kg,25
2015/2016,Doucouré,Watford,73,CM,France,EPL,2,3,H,M,183cm,75kg,23
2015/2016,van Wolfswinkel,Norwich City,73,ST,Netherlands,EPL,3,4,M,M,186cm,,27
2015/2016,Tomkins,Crystal Palace,73,CB,England,EPL,2,2,M,M,191cm,74kg,27
2015/2016,Højbjerg,Southampton,73,CM,Denmark,EPL,3,4,M,M,185cm,84kg,20
2015/2016,van der Hoorn,Swansea City,73,CB,Netherlands,EPL,2,3,M,H,190cm,82kg,23
2015/2016,Murphy,Newcastle Utd,73,ST,Republic of Ireland,EPL,2,3,H,M,189cm,82kg,33
2015/2016,Murray,Bournemouth,72,ST,England,EPL,2,3,M,M,185cm,84kg,32
2015/2016,Cole,Aston Villa,72,RM,England,EPL,4,4,H,L,176cm,73kg,34
2015/2016,Senderos,Aston Villa,72,CB,Switzerland,EPL,2,2,L,M,190cm,84kg,31
2015/2016,Hibbert,Everton,72,RB,England,EPL,2,2,M,M,173cm,71kg,35
2015/2016,Myhill,West Brom,72,GK,Wales,EPL,1,2,M,M,191cm,92kg,33
2015/2016,Jones,Sunderland,72,RB,England,EPL,2,3,H,M,180cm,77kg,29
2015/2016,Wasilewski,Leicester City,72,CB,Poland,EPL,2,3,M,H,186cm,88kg,35
2015/2016,Bardsley,Stoke City,72,RB,Scotland,EPL,2,3,M,M,180cm,74kg,30
2015/2016,Simpson,Leicester City,72,RB,England,EPL,2,3,M,M,177cm,77kg,29
2015/2016,Randolph,West Ham,72,GK,Republic of Ireland,EPL,1,3,M,M,185cm,80kg,29
2015/2016,Surman,Bournemouth,72,CM,England,EPL,3,4,M,M,178cm,73kg,29
2015/2016,De Laet,Leicester City,72,RB,Belgium,EPL,2,4,M,M,186cm,77kg,27
2015/2016,Ighalo,Watford,72,ST,Nigeria,EPL,3,3,M,M,179cm,77kg,26
2015/2016,Chester,West Brom,72,CB,Wales,EPL,2,2,M,M,181cm,79kg,27
2015/2016,Drinkwater,Leicester City,72,CM,England,EPL,3,4,M,M,178cm,70kg,26
2015/2016,Rivière,Newcastle Utd,72,ST,France,EPL,2,3,H,M,182cm,76kg,26
2015/2016,Nordfeldt,Swansea City,72,GK,Sweden,EPL,1,2,M,M,190cm,85kg,26
2015/2016,Cook,Bournemouth,72,CB,England,EPL,2,3,M,M,185cm,83kg,25
2015/2016,Coates,Sunderland,72,CB,Uruguay,EPL,2,3,M,M,196cm,85kg,25
2015/2016,Roberge,Sunderland,72,CB,France,EPL,2,3,M,H,185cm,73kg,28
2015/2016,Haïdara,Newcastle Utd,72,LB,France,EPL,2,3,H,H,180cm,75kg,23
2015/2016,Flanagan,Liverpool,72,LB,England,EPL,2,3,M,H,181cm,69kg,23
2015/2016,Chambers,Arsenal,72,RB,England,EPL,2,3,M,M,183cm,66kg,21
2015/2016,Grealish,Aston Villa,72,LM,Republic of Ireland,EPL,4,3,M,M,175cm,68kg,20
2015/2016,Williams,Crystal Palace,72,CAM,Wales,EPL,3,3,H,M,168cm,60kg,22
2015/2016,Baker,Aston Villa,72,CB,England,EPL,2,2,L,H,189cm,82kg,25
2015/2016,Pašalic,Chelsea,72,CDM,Croatia,EPL,3,5,H,M,186cm,78kg,21
2015/2016,Manninger,Liverpool,72,GK,Austria,EPL,1,2,M,M,189cm,85kg,38
2015/2016,Pied,Southampton,72,RB,France,EPL,3,3,H,M,173cm,69kg,27
2015/2016,Chester,Aston Villa,72,CB,Wales,EPL,2,2,M,M,181cm,79kg,27
2015/2016,Adomah,Aston Villa,72,RM,Ghana,EPL,3,3,M,L,185cm,74kg,28
2015/2016,De Laet,Aston Villa,72,RB,Belgium,EPL,2,4,H,M,186cm,77kg,27
2015/2016,Kenedy,Watford,72,LM,Brazil,EPL,3,4,M,L,181cm,77kg,20
2015/2016,Manquillo,Sunderland,72,RB,Spain,EPL,2,3,H,M,180cm,72kg,22
2015/2016,Whittaker,Norwich City,71,RB,Scotland,EPL,2,4,H,M,185cm,87kg,31
2015/2016,Francis,Bournemouth,71,RB,England,EPL,2,4,H,M,191cm,89kg,31
2015/2016,Walters,Stoke City,71,RM,Republic of Ireland,EPL,3,3,H,H,183cm,79kg,32
2015/2016,Davis,Southampton,71,GK,England,EPL,1,3,M,M,185cm,82kg,39
2015/2016,Watson,Watford,71,CM,England,EPL,2,3,M,H,178cm,69kg,30
2015/2016,Bunn,Aston Villa,71,GK,England,EPL,1,2,M,M,183cm,78kg,31
2015/2016,Graham,Sunderland,71,ST,England,EPL,2,3,H,M,183cm,87kg,30
2015/2016,Pugh,Bournemouth,71,LM,England,EPL,4,4,H,M,180cm,72kg,29
2015/2016,O'Brien,West Ham,71,RB,Republic of Ireland,EPL,2,3,M,H,180cm,70kg,30
2015/2016,Campbell,Crystal Palace,71,ST,England,EPL,3,3,H,M,172cm,82kg,28
2015/2016,Daniels,Bournemouth,71,LB,England,EPL,2,3,H,M,178cm,75kg,29
2015/2016,Jordi Gómez,Sunderland,71,CM,Spain,EPL,3,3,M,M,178cm,74kg,31
2015/2016,Mariappa,Crystal Palace,71,RB,Jamaica,EPL,2,3,M,M,178cm,81kg,29
2015/2016,Cathcart,Watford,71,CB,Northern Ireland,EPL,2,3,M,M,188cm,73kg,27
2015/2016,Albrighton,Leicester City,71,RM,England,EPL,3,3,H,M,175cm,67kg,26
2015/2016,Bennett,Norwich City,71,CB,England,EPL,2,2,L,M,188cm,78kg,26
2015/2016,Gosling,Bournemouth,71,CM,England,EPL,3,3,M,M,183cm,79kg,26
2015/2016,Mutch,Crystal Palace,71,CM,England,EPL,2,4,M,M,188cm,81kg,24
2015/2016,Buckley,Sunderland,71,RM,England,EPL,3,4,H,M,183cm,83kg,26
2015/2016,Ekstrand,Watford,71,CB,Sweden,EPL,2,3,M,M,188cm,77kg,27
2015/2016,Oviedo,Everton,71,LB,Costa Rica,EPL,3,3,H,M,172cm,65kg,26
2015/2016,Wisdom,Norwich City,71,RB,England,EPL,2,3,M,M,186cm,78kg,23
2015/2016,Carroll,Spurs,71,CM,England,EPL,3,2,M,M,178cm,64kg,23
2015/2016,Pritchard,Spurs,71,CAM,England,EPL,3,4,H,H,171cm,62kg,23
2015/2016,Gayle,Crystal Palace,71,ST,England,EPL,3,4,M,M,177cm,69kg,25
2015/2016,Paredes,Watford,71,RWB,Ecuador,EPL,2,3,H,M,179cm,72kg,28
2015/2016,Vardy,Leicester City,71,ST,England,EPL,3,3,H,H,178cm,76kg,29
2015/2016,Adama,Aston Villa,71,RW,Spain,EPL,3,3,M,M,178cm,76kg,20
2015/2016,Aarons,Newcastle Utd,71,LM,England,EPL,3,3,M,M,175cm,67kg,20
2015/2016,Wisdom,Liverpool,71,RB,England,EPL,2,3,M,M,186cm,78kg,23
2015/2016,Gayle,Newcastle Utd,71,ST,England,EPL,3,4,M,M,177cm,69kg,25
2015/2016,Denayer,Manchester City,71,CB,Belgium,EPL,2,3,M,M,184cm,70kg,20
2015/2016,Ibe,Bournemouth,71,LW,England,EPL,3,4,M,M,175cm,81kg,20
2015/2016,Pritchard,Norwich City,71,CAM,England,EPL,3,4,H,H,171cm,62kg,23
2015/2016,Borja Bastón,Swansea City,71,ST,Spain,EPL,2,4,M,L,191cm,82kg,23
2015/2016,Mariappa,Watford,71,RB,Jamaica,EPL,2,3,M,M,178cm,81kg,29
2015/2016,Kodjia,Aston Villa,71,ST,France,EPL,3,3,H,L,189cm,77kg,26
2015/2016,Lazaar,Newcastle Utd,71,LB,Morocco,EPL,2,3,H,H,184cm,76kg,23
2015/2016,Lafferty,Norwich City,70,ST,Northern Ireland,EPL,2,4,M,M,193cm,70kg,28
2015/2016,Crespo,Aston Villa,70,CB,Spain,EPL,2,3,M,M,183cm,72kg,29
2015/2016,Elphick,Bournemouth,70,CB,England,EPL,2,3,M,H,187cm,86kg,28
2015/2016,King,Leicester City,70,CM,Wales,EPL,2,3,H,M,183cm,74kg,27
2015/2016,Smith,Bournemouth,70,RB,England,EPL,3,3,H,M,180cm,81kg,25
2015/2016,Arlauskis,Watford,70,GK,Lithuania,EPL,1,2,M,M,184cm,80kg,28
2015/2016,Juanmi,Southampton,70,CAM,Spain,EPL,3,3,H,M,170cm,63kg,23
2015/2016,Ibe,Liverpool,70,LW,England,EPL,3,4,M,M,175cm,81kg,20
2015/2016,Gnabry,West Brom,70,RM,Germany,EPL,3,3,M,M,173cm,73kg,20
2015/2016,Bamford,Crystal Palace,70,ST,England,EPL,2,3,H,M,189cm,84kg,22
