date,home_team,away_team,game_id,url,stage
2021-08-13 20:00:00,Brentford,Arsenal,1549539,https://www.whoscored.com/Matches/1549539/Live/England-Premier-League-2021-2022-Brentford-Arsenal,
2021-08-14 15:00:00,Burnley,Brighton,1549540,https://www.whoscored.com/Matches/1549540/Live/England-Premier-League-2021-2022-Burnley-Brighton,
2021-08-14 15:00:00,Chelsea,Crystal Palace,1549541,https://www.whoscored.com/Matches/1549541/Live/England-Premier-League-2021-2022-Chelsea-Crystal-Palace,
2021-08-14 15:00:00,Everton,Southampton,1549542,https://www.whoscored.com/Matches/1549542/Live/England-Premier-League-2021-2022-Everton-Southampton,
2021-08-14 15:00:00,Leicester,Wolverhampton,1549543,https://www.whoscored.com/Matches/1549543/Live/England-Premier-League-2021-2022-Leicester-Wolverhampton,
2021-08-14 12:30:00,Manchester United,Leeds,1549544,https://www.whoscored.com/Matches/1549544/Live/England-Premier-League-2021-2022-Manchester-United-Leeds,
2021-08-14 17:30:00,Norwich,Liverpool,1549546,https://www.whoscored.com/Matches/1549546/Live/England-Premier-League-2021-2022-Norwich-Liverpool,
2021-08-14 15:00:00,Watford,Aston Villa,1549548,https://www.whoscored.com/Matches/1549548/Live/England-Premier-League-2021-2022-Watford-Aston-Villa,
2021-08-15 14:00:00,Newcastle,West Ham,1549545,https://www.whoscored.com/Matches/1549545/Live/England-Premier-League-2021-2022-Newcastle-West-Ham,
2021-08-15 16:30:00,Tottenham,Manchester City,1549547,https://www.whoscored.com/Matches/1549547/Live/England-Premier-League-2021-2022-Tottenham-Manchester-City,
2021-08-21 15:00:00,Aston Villa,Newcastle,1549550,https://www.whoscored.com/Matches/1549550/Live/England-Premier-League-2021-2022-Aston-Villa-Newcastle,
2021-08-21 17:30:00,Brighton,Watford,1549551,https://www.whoscored.com/Matches/1549551/Live/England-Premier-League-2021-2022-Brighton-Watford,
2021-08-21 15:00:00,Crystal Palace,Brentford,1549552,https://www.whoscored.com/Matches/1549552/Live/England-Premier-League-2021-2022-Crystal-Palace-Brentford,
2021-08-21 15:00:00,Leeds,Everton,1549553,https://www.whoscored.com/Matches/1549553/Live/England-Premier-League-2021-2022-Leeds-Everton,
2021-08-21 12:30:00,Liverpool,Burnley,1549554,https://www.whoscored.com/Matches/1549554/Live/England-Premier-League-2021-2022-Liverpool-Burnley,
2021-08-21 15:00:00,Manchester City,Norwich,1549555,https://www.whoscored.com/Matches/1549555/Live/England-Premier-League-2021-2022-Manchester-City-Norwich,
2021-08-22 16:30:00,Arsenal,Chelsea,1549549,https://www.whoscored.com/Matches/1549549/Live/England-Premier-League-2021-2022-Arsenal-Chelsea,
2021-08-22 14:00:00,Southampton,Manchester United,1549556,https://www.whoscored.com/Matches/1549556/Live/England-Premier-League-2021-2022-Southampton-Manchester-United,
2021-08-22 14:00:00,Wolverhampton,Tottenham,1549558,https://www.whoscored.com/Matches/1549558/Live/England-Premier-League-2021-2022-Wolverhampton-Tottenham,
2021-08-23 20:00:00,West Ham,Leicester,1549557,https://www.whoscored.com/Matches/1549557/Live/England-Premier-League-2021-2022-West-Ham-Leicester,
2021-08-28 15:00:00,Aston Villa,Brentford,1549559,https://www.whoscored.com/Matches/1549559/Live/England-Premier-League-2021-2022-Aston-Villa-Brentford,
2021-08-28 15:00:00,Brighton,Everton,1549560,https://www.whoscored.com/Matches/1549560/Live/England-Premier-League-2021-2022-Brighton-Everton,
2021-08-28 17:30:00,Liverpool,Chelsea,1549562,https://www.whoscored.com/Matches/1549562/Live/England-Premier-League-2021-2022-Liverpool-Chelsea,
2021-08-28 12:30:00,Manchester City,Arsenal,1549563,https://www.whoscored.com/Matches/1549563/Live/England-Premier-League-2021-2022-Manchester-City-Arsenal,
2021-08-28 15:00:00,Newcastle,Southampton,1549564,https://www.whoscored.com/Matches/1549564/Live/England-Premier-League-2021-2022-Newcastle-Southampton,
2021-08-28 15:00:00,Norwich,Leicester,1549565,https://www.whoscored.com/Matches/1549565/Live/England-Premier-League-2021-2022-Norwich-Leicester,
2021-08-28 15:00:00,West Ham,Crystal Palace,1549567,https://www.whoscored.com/Matches/1549567/Live/England-Premier-League-2021-2022-West-Ham-Crystal-Palace,
2021-08-29 14:00:00,Burnley,Leeds,1549561,https://www.whoscored.com/Matches/1549561/Live/England-Premier-League-2021-2022-Burnley-Leeds,
2021-08-29 14:00:00,Tottenham,Watford,1549566,https://www.whoscored.com/Matches/1549566/Live/England-Premier-League-2021-2022-Tottenham-Watford,
2021-08-29 16:30:00,Wolverhampton,Manchester United,1549568,https://www.whoscored.com/Matches/1549568/Live/England-Premier-League-2021-2022-Wolverhampton-Manchester-United,
2021-09-11 15:00:00,Arsenal,Norwich,1549569,https://www.whoscored.com/Matches/1549569/Live/England-Premier-League-2021-2022-Arsenal-Norwich,
2021-09-11 15:00:00,Brentford,Brighton,1549570,https://www.whoscored.com/Matches/1549570/Live/England-Premier-League-2021-2022-Brentford-Brighton,
2021-09-11 17:30:00,Chelsea,Aston Villa,1549571,https://www.whoscored.com/Matches/1549571/Live/England-Premier-League-2021-2022-Chelsea-Aston-Villa,
2021-09-11 12:30:00,Crystal Palace,Tottenham,1549572,https://www.whoscored.com/Matches/1549572/Live/England-Premier-League-2021-2022-Crystal-Palace-Tottenham,
2021-09-11 15:00:00,Leicester,Manchester City,1549575,https://www.whoscored.com/Matches/1549575/Live/England-Premier-League-2021-2022-Leicester-Manchester-City,
2021-09-11 15:00:00,Manchester United,Newcastle,1549576,https://www.whoscored.com/Matches/1549576/Live/England-Premier-League-2021-2022-Manchester-United-Newcastle,
2021-09-11 15:00:00,Southampton,West Ham,1549577,https://www.whoscored.com/Matches/1549577/Live/England-Premier-League-2021-2022-Southampton-West-Ham,
2021-09-11 15:00:00,Watford,Wolverhampton,1549578,https://www.whoscored.com/Matches/1549578/Live/England-Premier-League-2021-2022-Watford-Wolverhampton,
2021-09-12 16:30:00,Leeds,Liverpool,1549574,https://www.whoscored.com/Matches/1549574/Live/England-Premier-League-2021-2022-Leeds-Liverpool,
2021-09-13 20:00:00,Everton,Burnley,1549573,https://www.whoscored.com/Matches/1549573/Live/England-Premier-League-2021-2022-Everton-Burnley,
2021-09-17 20:00:00,Newcastle,Leeds,1549584,https://www.whoscored.com/Matches/1549584/Live/England-Premier-League-2021-2022-Newcastle-Leeds,
2021-09-18 17:30:00,Aston Villa,Everton,1549579,https://www.whoscored.com/Matches/1549579/Live/England-Premier-League-2021-2022-Aston-Villa-Everton,
2021-09-18 15:00:00,Burnley,Arsenal,1549581,https://www.whoscored.com/Matches/1549581/Live/England-Premier-League-2021-2022-Burnley-Arsenal,
2021-09-18 15:00:00,Liverpool,Crystal Palace,1549582,https://www.whoscored.com/Matches/1549582/Live/England-Premier-League-2021-2022-Liverpool-Crystal-Palace,
2021-09-18 15:00:00,Manchester City,Southampton,1549583,https://www.whoscored.com/Matches/1549583/Live/England-Premier-League-2021-2022-Manchester-City-Southampton,
2021-09-18 15:00:00,Norwich,Watford,1549585,https://www.whoscored.com/Matches/1549585/Live/England-Premier-League-2021-2022-Norwich-Watford,
2021-09-18 12:30:00,Wolverhampton,Brentford,1549588,https://www.whoscored.com/Matches/1549588/Live/England-Premier-League-2021-2022-Wolverhampton-Brentford,
2021-09-19 14:00:00,Brighton,Leicester,1549580,https://www.whoscored.com/Matches/1549580/Live/England-Premier-League-2021-2022-Brighton-Leicester,
2021-09-19 16:30:00,Tottenham,Chelsea,1549586,https://www.whoscored.com/Matches/1549586/Live/England-Premier-League-2021-2022-Tottenham-Chelsea,
2021-09-19 14:00:00,West Ham,Manchester United,1549587,https://www.whoscored.com/Matches/1549587/Live/England-Premier-League-2021-2022-West-Ham-Manchester-United,
2021-09-25 17:30:00,Brentford,Liverpool,1549590,https://www.whoscored.com/Matches/1549590/Live/England-Premier-League-2021-2022-Brentford-Liverpool,
2021-09-25 12:30:00,Chelsea,Manchester City,1549591,https://www.whoscored.com/Matches/1549591/Live/England-Premier-League-2021-2022-Chelsea-Manchester-City,
2021-09-25 15:00:00,Everton,Norwich,1549593,https://www.whoscored.com/Matches/1549593/Live/England-Premier-League-2021-2022-Everton-Norwich,
2021-09-25 15:00:00,Leeds,West Ham,1549594,https://www.whoscored.com/Matches/1549594/Live/England-Premier-League-2021-2022-Leeds-West-Ham,
2021-09-25 15:00:00,Leicester,Burnley,1549595,https://www.whoscored.com/Matches/1549595/Live/England-Premier-League-2021-2022-Leicester-Burnley,
2021-09-25 12:30:00,Manchester United,Aston Villa,1549596,https://www.whoscored.com/Matches/1549596/Live/England-Premier-League-2021-2022-Manchester-United-Aston-Villa,
2021-09-25 15:00:00,Watford,Newcastle,1549598,https://www.whoscored.com/Matches/1549598/Live/England-Premier-League-2021-2022-Watford-Newcastle,
2021-09-26 16:30:00,Arsenal,Tottenham,1549589,https://www.whoscored.com/Matches/1549589/Live/England-Premier-League-2021-2022-Arsenal-Tottenham,
2021-09-26 14:00:00,Southampton,Wolverhampton,1549597,https://www.whoscored.com/Matches/1549597/Live/England-Premier-League-2021-2022-Southampton-Wolverhampton,
2021-09-27 20:00:00,Crystal Palace,Brighton,1549592,https://www.whoscored.com/Matches/1549592/Live/England-Premier-League-2021-2022-Crystal-Palace-Brighton,
2021-10-02 17:30:00,Brighton,Arsenal,1549599,https://www.whoscored.com/Matches/1549599/Live/England-Premier-League-2021-2022-Brighton-Arsenal,
2021-10-02 15:00:00,Burnley,Norwich,1549600,https://www.whoscored.com/Matches/1549600/Live/England-Premier-League-2021-2022-Burnley-Norwich,
2021-10-02 15:00:00,Chelsea,Southampton,1549601,https://www.whoscored.com/Matches/1549601/Live/England-Premier-League-2021-2022-Chelsea-Southampton,
2021-10-02 15:00:00,Leeds,Watford,1549603,https://www.whoscored.com/Matches/1549603/Live/England-Premier-League-2021-2022-Leeds-Watford,
2021-10-02 12:30:00,Manchester United,Everton,1549605,https://www.whoscored.com/Matches/1549605/Live/England-Premier-League-2021-2022-Manchester-United-Everton,
2021-10-02 15:00:00,Wolverhampton,Newcastle,1549608,https://www.whoscored.com/Matches/1549608/Live/England-Premier-League-2021-2022-Wolverhampton-Newcastle,
2021-10-03 14:00:00,Crystal Palace,Leicester,1549602,https://www.whoscored.com/Matches/1549602/Live/England-Premier-League-2021-2022-Crystal-Palace-Leicester,
2021-10-03 16:30:00,Liverpool,Manchester City,1549604,https://www.whoscored.com/Matches/1549604/Live/England-Premier-League-2021-2022-Liverpool-Manchester-City,
2021-10-03 14:00:00,Tottenham,Aston Villa,1549606,https://www.whoscored.com/Matches/1549606/Live/England-Premier-League-2021-2022-Tottenham-Aston-Villa,
2021-10-03 14:00:00,West Ham,Brentford,1549607,https://www.whoscored.com/Matches/1549607/Live/England-Premier-League-2021-2022-West-Ham-Brentford,
2021-10-16 15:00:00,Aston Villa,Wolverhampton,1549610,https://www.whoscored.com/Matches/1549610/Live/England-Premier-League-2021-2022-Aston-Villa-Wolverhampton,
2021-10-16 17:30:00,Brentford,Chelsea,1549611,https://www.whoscored.com/Matches/1549611/Live/England-Premier-League-2021-2022-Brentford-Chelsea,
