player_id_fifa_10
1038
3182
3821
443
1641
333
2042
2873
3113
346
3618
6139
8187
8945
14170
187
230
892
1210
1913
2796
3468
7374
8042
14281
383
392
408
454
1501
2213
3520
5414
5459
7920
13272
17451
20
26
1035
1171
1867
2152
2918
3450
5889
7587
7724
13211
14456
14587
15127
13
526
920
1054
3331
3742
3811
5940
7368
7656
13663
15460
17267
17
53
193
224
240
332
917
1031
1273
1621
2859
3139
3190
3579
3761
3786
5584
7796
8010
8174
13125
13157
13541
14319
15104
15615
18845
5
84
202
221
229
322
344
483
1044
1678
2700
2855
2890
2925
3336
3794
5650
7213
13077
13543
14233
14282
14451
14468
14503
15387
15427
15588
17240
45
160
481
506
834
1284
2787
3353
3498
3816
7231
7236
7707
7728
7741
7888
8169
8236
8727
8921
13381
13553
13958
14382
14517
14891
15438
16699
17283
17796
21998
146
157
168
198
347
1010
1263
1646
1697
1965
2428
2462
3236
3342
3349
3412
3413
3630
3631
3688
3747
3805
6468
7286
7506
8792
8892
13158
13465
13589
13716
14460
14492
15071
15555
17084
20458
219
312
1418
1642
1709
2910
3239
3332
3334
3418
3465
3753
5376
6071
6189
7306
7598
7730
7997
8720
13012
13189
14095
14347
14455
14573
15215
15667
16185
16415
16451
16697
17024
19979
20274
20486
22569
89
114
191
254
340
886
889
997
1052
1329
2876
3210
3320
3440
3451
3518
3656
3660
3665
5340
5554
7588
7708
7811
9302
9403
13098
13378
13505
14168
14450
15860
17017
19108
19429
19863
19872
20654
20684
21438
22570
18
112
151
199
283
479
844
1326
1377
1393
1623
3322
3338
3351
3477
3647
5496
5708
6023
7463
7618
9101
13151
13206
13222
13693
14200
14274
14485
15322
15421
15424
15859
18191
20484
21
185
260
367
806
1243
1296
3263
3534
3551
3585
3607
3625
3659
3774
3776
3803
5394
5482
7665
7837
13169
13839
14064
14259
14280
15395
15419
15455
17316
17504
17826
19814
20510
20601
21923
40
138
496
709
1085
1345
3337
3517
3642
6219
7235
7631
7829
8024
8124
13011
13037
13178
13637
14094
14250
14398
15342
15406
15420
15547
16747
16749
19089
19468
21924
22050
814
1348
2218
2820
2914
2931
3301
3310
3438
3570
3759
3765
5350
5351
5422
5448
5497
7560
7646
13086
13304
13564
13574
13784
14165
18958
19442
24020
1352
2784
3186
3324
3350
3463
3702
3711
3768
3775
5364
6850
7871
7890
9434
13223
13283
13320
13715
13833
14166
14314
14909
15068
16008
16359
16880
19447
19866
21994
24226
285
940
3815
6140
8064
9117
9441
13180
13519
14167
14298
14371
15064
16130
16364
19463
19871
20515
21996
213
1055
3416
3653
3710
3738
3741
3763
13595
13769
14192
15108
16764
17665
18324
21473
21918
21997
22999
23076
23720
24247
393
2937
3303
3743
5349
6090
7863
7877
8063
9129
13590
13706
14173
14236
15551
17474
18148
19291
19472
19478
19544
19760
19771
21568
22548
22757
23042
23733
341
1347
3306
6029
7635
7844
14609
15477
15685
16023
16959
17876
18202
19188
20502
21569
23568
24041
49
2746
3524
5443
13186
13325
16356
18146
19293
19546
19909
20477
21330
21991
22258
22281
23913
1265
1746
2954
3505
3788
6158
13094
13322
18145
19467
19473
19601
20504
21474
21594
24217
24
15552
17746
18480
19479
20497
20866
13227
14269
15520
15556
16418
19779
20490
22285
22335
22362
23220
3347
3713
18237
19660
20474
20483
20495
15422
16126
16354
19777
20493
20498
21440
22457
23851
23915
22076
22213
22257
22284
20270
20473
20496
20479
23538
20462
22363
15402
20591
19657
