season,home_team,away_team,player_name,player_rating,starter,home_game,match_id
2010/2011,Aston Villa,West Ham,Brad Friedel,6.92,True,True,410988
2010/2011,Aston Villa,West Ham,Luke Young,7.89,True,True,410988
2010/2011,Aston Villa,West Ham,Marc Albrighton,8.23,True,True,410988
2010/2011,Aston Villa,West Ham,Stephen Warnock,7.51,True,True,410988
2010/2011,Aston Villa,West Ham,Richard Dunne,7.23,True,True,410988
2010/2011,Aston Villa,West Ham,James Milner,9.14,True,True,410988
2010/2011,Aston Villa,West Ham,Ciaran Clark,8.38,True,True,410988
2010/2011,Aston Villa,West Ham,Stewart Downing,9.20,True,True,410988
2010/2011,Aston Villa,West Ham,Ashley Young,7.92,True,True,410988
2010/2011,Aston Villa,West Ham,John Carew,7.64,True,True,410988
2010/2011,Aston Villa,West Ham,Stiliyan Petrov,8.69,True,True,410988
2010/2011,Aston Villa,West Ham,Andreas Weimann,5.99,False,True,410988
2010/2011,Aston Villa,West Ham,Nigel Reo-Coker,6.08,False,True,410988
2010/2011,Aston Villa,West Ham,Barry Bannan,6.02,False,True,410988
2010/2011,Aston Villa,West Ham,Habib Beye,-,False,True,410988
2010/2011,Aston Villa,West Ham,Bradley Guzan,-,False,True,410988
2010/2011,Aston Villa,West Ham,Eric Lichaj,-,False,True,410988
2010/2011,Aston Villa,West Ham,Emile Heskey,-,False,True,410988
2010/2011,Aston Villa,West Ham,Robert Green,7.14,True,False,410988
2010/2011,Aston Villa,West Ham,Winston Reid,6.27,True,False,410988
2010/2011,Aston Villa,West Ham,Herita Ilunga,6.36,True,False,410988
2010/2011,Aston Villa,West Ham,Julien Faubert,5.83,True,False,410988
2010/2011,Aston Villa,West Ham,James Tomkins,6.50,True,False,410988
2010/2011,Aston Villa,West Ham,Radoslav Kovác,6.30,True,False,410988
2010/2011,Aston Villa,West Ham,Luís Boa Morte,6.55,True,False,410988
2010/2011,Aston Villa,West Ham,Matt Upson,6.55,True,False,410988
2010/2011,Aston Villa,West Ham,Mark Noble,6.82,True,False,410988
2010/2011,Aston Villa,West Ham,Carlton Cole,6.49,True,False,410988
2010/2011,Aston Villa,West Ham,Scott Parker,6.53,True,False,410988
2010/2011,Aston Villa,West Ham,Alessandro Diamanti,6.25,False,False,410988
2010/2011,Aston Villa,West Ham,Frédéric Piquionne,6.15,False,False,410988
2010/2011,Aston Villa,West Ham,Pablo Barrera,5.81,False,False,410988
2010/2011,Aston Villa,West Ham,Marek Stech,-,False,False,410988
2010/2011,Aston Villa,West Ham,Jonathan Spector,-,False,False,410988
2010/2011,Aston Villa,West Ham,Freddie Sears,-,False,False,410988
2010/2011,Aston Villa,West Ham,Danny Gabbidon,-,False,False,410988
2010/2011,Blackburn,Everton,Paul Robinson,7.37,True,True,410989
2010/2011,Blackburn,Everton,Míchel Salgado,7.47,True,True,410989
2010/2011,Blackburn,Everton,Gaël Givet,7.69,True,True,410989
2010/2011,Blackburn,Everton,Phil Jones,7.15,True,True,410989
2010/2011,Blackburn,Everton,Christopher Samba,7.23,True,True,410989
2010/2011,Blackburn,Everton,Ryan Nelsen,7.29,True,True,410989
2010/2011,Blackburn,Everton,El Hadji Diouf,7.39,True,True,410989
2010/2011,Blackburn,Everton,Martin Olsson,6.12,True,True,410989
2010/2011,Blackburn,Everton,David Dunn,6.53,True,True,410989
2010/2011,Blackburn,Everton,Nikola Kalinic,6.72,True,True,410989
2010/2011,Blackburn,Everton,Morten Pedersen,6.97,True,True,410989
2010/2011,Blackburn,Everton,Steven Nzonzi,6.52,False,True,410989
2010/2011,Blackburn,Everton,Mame Diouf,6.05,False,True,410989
2010/2011,Blackburn,Everton,Brett Emerton,-,False,True,410989
2010/2011,Blackburn,Everton,Junior Hoilett,-,False,True,410989
2010/2011,Blackburn,Everton,Pascal Chimbonda,-,False,True,410989
2010/2011,Blackburn,Everton,Keith Andrews,-,False,True,410989
2010/2011,Blackburn,Everton,Mark Bunn,-,False,True,410989
2010/2011,Blackburn,Everton,Tim Howard,5.98,True,False,410989
2010/2011,Blackburn,Everton,Phil Neville,6.77,True,False,410989
2010/2011,Blackburn,Everton,Marouane Fellaini,7.14,True,False,410989
2010/2011,Blackburn,Everton,Leighton Baines,6.36,True,False,410989
2010/2011,Blackburn,Everton,Phil Jagielka,7.28,True,False,410989
2010/2011,Blackburn,Everton,Sylvain Distin,7.34,True,False,410989
2010/2011,Blackburn,Everton,Leon Osman,6.18,True,False,410989
2010/2011,Blackburn,Everton,Tim Cahill,6.35,True,False,410989
2010/2011,Blackburn,Everton,Steven Pienaar,6.21,True,False,410989
2010/2011,Blackburn,Everton,Louis Saha,6.04,True,False,410989
2010/2011,Blackburn,Everton,Mikel Arteta,6.36,True,False,410989
2010/2011,Blackburn,Everton,Jermaine Beckford,6.01,False,False,410989
