season,home_team,away_team,player_name,player_rating,starter,home_game,match_id
2020/2021,Crystal Palace,Southampton,Vicente Guaita,8.19,True,True,1485186
2020/2021,Crystal Palace,Southampton,Joel Ward,6.95,True,True,1485186
2020/2021,Crystal Palace,Southampton,Cheikhou Kouyaté,6.62,True,True,1485186
2020/2021,Crystal Palace,Southampton,Scott Dann,7.77,True,True,1485186
2020/2021,Crystal Palace,Southampton,Tyrick Mitchell,7.07,True,True,1485186
2020/2021,Crystal Palace,Southampton,Andros Townsend,7.62,True,True,1485186
2020/2021,Crystal Palace,Southampton,James McCarthy,6.66,True,True,1485186
2020/2021,Crystal Palace,Southampton,James McArthur,7.45,True,True,1485186
2020/2021,Crystal Palace,Southampton,Jeffrey Schlupp,6.60,True,True,1485186
2020/2021,Crystal Palace,Southampton,Jordan Ayew,6.61,True,True,1485186
2020/2021,Crystal Palace,Southampton,Wilfried Zaha,6.81,True,True,1485186
2020/2021,Crystal Palace,Southampton,Eberechi Eze,6.45,False,True,1485186
2020/2021,Crystal Palace,Southampton,Luka Milivojevic,6.51,False,True,1485186
2020/2021,Crystal Palace,Southampton,Michy Batshuayi,-,False,True,1485186
2020/2021,Crystal Palace,Southampton,Max Meyer,-,False,True,1485186
2020/2021,Crystal Palace,Southampton,Martin Kelly,-,False,True,1485186
2020/2021,Crystal Palace,Southampton,Sam Woods,-,False,True,1485186
2020/2021,Crystal Palace,Southampton,Wayne Hennessey,-,False,True,1485186
2020/2021,Crystal Palace,Southampton,Alex McCarthy,6.37,True,False,1485186
2020/2021,Crystal Palace,Southampton,Kyle Walker-Peters,6.88,True,False,1485186
2020/2021,Crystal Palace,Southampton,Jan Bednarek,6.48,True,False,1485186
2020/2021,Crystal Palace,Southampton,Jack Stephens,6.74,True,False,1485186
2020/2021,Crystal Palace,Southampton,Ryan Bertrand,6.90,True,False,1485186
2020/2021,Crystal Palace,Southampton,William Smallbone,6.05,True,False,1485186
2020/2021,Crystal Palace,Southampton,Oriol Romeu,7.15,True,False,1485186
2020/2021,Crystal Palace,Southampton,James Ward-Prowse,6.74,True,False,1485186
2020/2021,Crystal Palace,Southampton,Nathan Redmond,6.30,True,False,1485186
2020/2021,Crystal Palace,Southampton,Danny Ings,6.13,True,False,1485186
2020/2021,Crystal Palace,Southampton,Ché Adams,6.10,True,False,1485186
2020/2021,Crystal Palace,Southampton,Jannik Vestergaard,7.30,False,False,1485186
2020/2021,Crystal Palace,Southampton,Shane Long,6.18,False,False,1485186
2020/2021,Crystal Palace,Southampton,Moussa Djenepo,6.31,False,False,1485186
2020/2021,Crystal Palace,Southampton,Michael Obafemi,-,False,False,1485186
2020/2021,Crystal Palace,Southampton,Jake Vokins,-,False,False,1485186
2020/2021,Crystal Palace,Southampton,Fraser Forster,-,False,False,1485186
2020/2021,Crystal Palace,Southampton,Nathan Tella,-,False,False,1485186
